t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
15121.615;13;0.45;0.70;-172.03;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.75;-0.02;0.00;0.00;-0.00;0.00;-0.00;-0.00;0.45;0.55;180.00;0.00;-0.50;0.048;4.65;5.68;-1000.00;-1000.00
15121.715;20;0.45;0.70;-172.26;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.74;-0.05;-0.02;0.00;-0.00;-0.03;0.05;-0.06;0.45;0.55;180.00;0.00;-0.50;0.039;4.65;5.68;-1000.00;-1000.00
15121.825;34;0.45;0.70;-173.09;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.70;-0.07;-0.05;0.00;0.00;0.00;0.00;-0.12;0.45;0.55;180.00;0.00;-0.50;0.043;4.65;5.68;-1000.00;-1000.00
15121.925;43;0.46;0.70;-173.84;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.67;-0.09;-0.07;-0.00;-0.00;-0.00;0.00;-0.14;0.46;0.55;180.00;0.00;-0.50;0.045;4.65;5.68;-1000.00;-1000.00
15122.005;52;0.47;0.70;-174.63;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.63;-0.11;-0.09;-0.00;-0.00;-0.00;0.00;-0.15;0.46;0.55;180.00;0.00;-0.50;0.035;4.65;5.68;-1000.00;-1000.00
15122.095;58;0.47;0.70;-175.18;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.60;-0.13;-0.11;-0.00;-0.01;-0.00;0.00;-0.16;0.47;0.55;180.00;0.00;-0.50;0.018;4.65;5.68;-1000.00;-1000.00
15122.215;73;0.49;0.70;-176.45;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.54;-0.14;-0.13;-0.00;-0.01;-0.00;0.00;-0.13;0.48;0.55;180.00;0.00;-0.50;0.042;4.65;5.68;-1000.00;-1000.00
15122.295;77;0.50;0.70;-176.73;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.53;-0.16;-0.14;0.00;-0.01;-0.00;0.00;-0.12;0.50;0.55;180.00;0.00;-0.50;0.022;4.65;5.68;-1000.00;-1000.00
15122.425;90;0.52;0.70;-177.62;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.49;-0.18;-0.15;0.01;-0.01;0.01;-0.01;-0.12;0.51;0.55;180.00;0.00;-0.50;0.026;4.65;5.68;-1000.00;-1000.00
15122.495;100;0.53;0.70;-178.23;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.28;-0.14;-0.17;-0.00;-0.01;0.02;-0.04;-0.09;0.52;0.55;180.00;0.00;0.50;0.024;4.65;5.68;-1000.00;-1000.00
15122.595;109;0.55;0.70;-178.02;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.27;-0.11;-0.14;-0.00;-0.01;-0.04;0.06;0.08;0.54;0.55;180.00;0.00;0.50;0.020;4.65;5.68;-1000.00;-1000.00
15122.715;119;0.56;0.70;-177.43;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.25;-0.08;-0.10;0.00;-0.01;-0.04;0.06;0.07;0.55;0.55;180.00;0.00;0.50;0.045;4.65;5.68;-1000.00;-1000.00
15122.795;128;0.57;0.70;-176.97;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.23;-0.05;-0.09;0.00;-0.01;0.01;-0.03;0.14;0.57;0.55;180.00;0.00;0.50;0.018;4.65;5.68;-1000.00;-1000.00
15122.895;138;0.57;0.71;-176.30;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.19;-0.03;-0.05;0.00;-0.01;-0.03;0.04;0.10;0.57;0.55;180.00;0.00;0.50;0.021;4.65;5.68;-1000.00;-1000.00
15122.995;147;0.58;0.71;-175.86;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.17;-0.00;-0.03;-0.01;-0.01;-0.02;0.02;0.09;0.58;0.55;180.00;0.00;0.50;0.020;4.65;5.68;-1000.00;-1000.00
15123.095;157;0.58;0.71;-175.39;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.15;0.02;-0.00;-0.00;-0.00;-0.01;0.01;0.08;0.58;0.55;180.00;0.00;0.50;0.020;4.65;5.68;-1000.00;-1000.00
15123.205;170;0.58;0.71;-174.70;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.12;0.04;0.03;0.01;-0.00;-0.02;0.02;0.08;0.58;0.55;180.00;0.00;0.50;0.033;4.65;5.68;-1000.00;-1000.00
15123.305;180;0.57;0.71;-174.41;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.10;0.07;0.05;0.00;0.00;0.00;-0.01;0.04;0.58;0.55;180.00;0.00;0.50;0.031;4.65;5.68;-1000.00;-1000.00
15123.405;189;0.57;0.70;-174.22;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.09;0.09;0.07;0.00;-0.00;0.00;-0.00;0.03;0.57;0.55;180.00;0.00;0.50;0.035;4.65;5.68;-1000.00;-1000.00
15123.495;199;0.56;0.70;-174.04;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.08;0.11;0.09;0.00;-0.00;0.00;-0.00;0.03;0.57;0.55;180.00;0.00;0.50;0.025;4.65;5.68;-1000.00;-1000.00
15123.615;213;0.55;0.70;-173.83;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.07;0.12;0.11;0.00;-0.00;0.00;-0.00;0.02;0.55;0.55;180.00;0.00;0.50;0.042;4.65;5.68;-1000.00;-1000.00
15123.705;218;0.54;0.70;-173.77;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.06;0.14;0.12;-0.00;-0.00;0.00;-0.00;0.02;0.54;0.55;180.00;0.00;0.50;0.024;4.65;5.68;-1000.00;-1000.00
15123.815;233;0.52;0.70;-173.63;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.05;0.16;0.14;0.00;-0.00;0.00;-0.00;0.01;0.53;0.55;180.00;0.00;0.50;0.041;4.65;5.68;-1000.00;-1000.00
15123.905;241;0.51;0.70;-173.59;0.65;0.55;180.00;0.00;0.50;450;0;1;1;0.05;0.17;0.16;0.00;-0.00;0.00;-0.00;0.01;0.52;0.55;180.00;0.00;0.50;0.022;4.65;5.68;-1000.00;-1000.00
15124.055;256;0.48;0.70;-173.53;0.35;0.55;180.00;0.11;0.00;1070;1;1;5;0.04;0.19;0.19;0.00;-0.00;-0.00;0.00;0.00;0.50;0.55;180.00;0.00;0.50;0.049;4.65;5.68;-1000.00;-1000.00
15124.105;260;0.48;0.69;-173.52;0.16;0.53;193.57;0.65;0.50;1070;2;1;5;0.18;0.20;0.19;0.00;-0.00;0.00;-0.00;0.00;0.35;0.55;180.04;0.18;0.07;0.024;4.65;5.68;-1000.00;-1000.00
15124.185;270;0.46;0.69;-173.16;0.16;0.53;193.57;0.65;0.50;1070;2;1;5;-0.19;0.20;0.20;-0.00;-0.00;0.01;0.03;0.07;0.35;0.55;180.04;0.18;0.07;0.013;4.65;5.68;-1000.00;-1000.00
