t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
1578083655.768;11;0.75;-2.16;99.25;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.28;0.02;0.00;0.00;0.00;-0.00;0.01;0.00;0.69;-2.03;90.00;0.00;0.07
1578083655.867;23;0.75;-2.16;99.25;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.28;0.04;0.00;0.00;0.00;-0.00;0.01;0.00;0.69;-2.03;90.00;0.00;0.07
1578083655.967;35;0.75;-2.16;99.25;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.28;0.05;0.01;0.00;0.00;-0.00;0.01;-0.00;0.69;-2.03;90.00;0.00;0.07
1578083656.067;47;0.75;-2.16;99.13;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.28;0.07;0.02;0.00;0.00;0.00;0.00;-0.03;0.69;-2.03;90.00;0.00;0.07
1578083656.167;59;0.75;-2.16;99.07;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.27;0.08;0.04;0.00;0.00;-0.00;0.01;-0.02;0.69;-2.03;90.00;0.00;0.07
1578083656.267;71;0.75;-2.15;98.80;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.26;0.10;0.06;0.00;0.00;-0.00;0.00;-0.03;0.69;-2.03;90.00;0.00;0.07
1578083656.367;83;0.75;-2.14;98.61;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.25;0.11;0.07;0.00;0.00;-0.01;0.00;-0.04;0.69;-2.03;90.00;0.00;0.07
1578083656.467;95;0.75;-2.13;98.51;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.25;0.12;0.09;0.00;0.00;-0.01;0.00;-0.04;0.69;-2.03;90.00;0.00;0.07
1578083656.567;107;0.75;-2.12;98.30;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.24;0.13;0.10;0.00;0.00;-0.00;0.01;-0.03;0.69;-2.03;90.00;0.00;0.07
1578083656.667;119;0.75;-2.11;98.13;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.23;0.13;0.11;0.00;0.00;-0.01;0.01;-0.03;0.69;-2.03;90.00;0.00;0.07
1578083656.767;131;0.75;-2.10;97.87;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.22;0.14;0.12;0.00;0.00;-0.00;0.01;-0.04;0.69;-2.03;90.00;0.00;0.07
1578083656.867;143;0.75;-2.09;97.62;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.20;0.14;0.13;0.00;0.00;-0.00;0.01;-0.04;0.69;-2.03;90.00;0.00;0.07
1578083656.967;155;0.75;-2.08;97.39;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.19;0.14;0.13;0.00;0.00;-0.00;0.00;-0.04;0.69;-2.03;90.00;0.00;0.07
1578083657.067;167;0.75;-2.07;97.20;0.69;-1.96;90.00;0.00;1.00;0;1;0;0;-0.18;0.14;0.14;0.00;0.00;-0.00;-0.00;-0.04;0.69;-2.03;90.00;0.00;0.07
1578083657.167;179;0.76;-2.06;96.88;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;-0.17;0.14;0.14;0.00;0.00;-0.00;0.00;-0.04;0.69;-2.03;90.00;0.00;0.07
1578083657.267;191;0.76;-2.04;96.61;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;-0.16;0.14;0.14;0.00;0.00;-0.00;0.01;-0.04;0.69;-2.03;90.00;0.00;0.07
1578083657.367;203;0.76;-2.03;96.43;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;-0.15;0.14;0.14;0.00;0.00;-0.00;0.00;-0.03;0.69;-2.03;90.00;0.00;0.07
1578083657.467;215;0.76;-2.02;96.37;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;-0.14;0.15;0.14;0.00;0.00;-0.00;-0.00;-0.02;0.69;-2.02;90.00;0.00;0.35
