t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
1578084340.779;236;0.76;-2.01;92.69;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;0.05;0.16;0.11;0.00;0.00;-0.00;-0.00;-0.00;0.69;-2.01;90.00;0.00;0.57
1578084340.879;248;0.76;-2.00;92.69;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;0.05;0.18;0.12;0.00;0.00;-0.00;0.01;-0.01;0.69;-1.99;90.00;0.00;0.71
1578084340.979;260;0.76;-1.98;92.65;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;0.06;0.21;0.14;0.00;0.00;-0.01;-0.01;-0.01;0.69;-1.99;90.00;0.00;0.78
1578084341.079;272;0.76;-1.97;92.76;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;0.05;0.24;0.15;0.00;0.00;-0.00;0.00;0.01;0.69;-1.97;90.00;0.00;0.92
1578084341.179;284;0.77;-1.95;92.84;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;0.06;0.28;0.18;0.00;0.00;-0.00;-0.01;0.01;0.69;-1.95;90.00;0.00;1.00
1578084341.279;296;0.77;-1.93;92.83;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;0.06;0.30;0.22;0.00;0.00;-0.00;0.01;0.01;0.69;-1.93;90.00;0.00;1.00
1578084341.379;308;0.77;-1.90;92.90;0.69;-1.80;90.00;0.00;1.00;0;2;0;0;0.06;0.30;0.25;0.00;0.00;-0.00;0.01;0.02;0.69;-1.90;90.00;0.00;1.00
1578084341.479;320;0.77;-1.88;92.90;0.69;-1.65;90.00;0.00;1.00;0;3;0;0;0.07;0.30;0.28;0.00;0.00;0.00;-0.00;0.01;0.69;-1.87;90.00;0.00;1.00
1578084341.579;332;0.78;-1.85;92.97;0.69;-1.65;90.00;0.00;1.00;0;3;0;0;0.07;0.30;0.29;0.00;0.00;0.01;0.01;0.01;0.69;-1.85;90.00;0.00;1.00
1578084341.679;344;0.78;-1.83;93.02;0.69;-1.65;90.00;0.00;1.00;0;3;0;0;0.07;0.30;0.29;0.00;0.00;-0.01;-0.01;0.01;0.69;-1.83;90.00;0.00;1.00
1578084341.779;356;0.78;-1.80;93.20;0.69;-1.65;90.00;0.00;1.00;0;3;0;0;0.07;0.30;0.29;0.00;0.00;0.01;0.02;0.03;0.69;-1.80;90.00;0.00;1.00
1578084341.879;368;0.78;-1.78;93.31;0.69;-1.65;90.00;0.00;1.00;0;3;0;0;0.07;0.30;0.29;0.00;0.00;0.00;0.02;0.02;0.69;-1.77;90.00;0.00;1.00
1578084341.979;380;0.78;-1.75;93.42;0.69;-1.65;90.00;0.00;1.00;0;3;0;0;0.07;0.30;0.29;0.00;0.00;0.01;0.01;0.03;0.69;-1.75;90.00;0.00;1.00
1578084342.079;392;0.79;-1.73;93.58;0.69;-1.65;90.00;0.00;1.00;0;3;0;0;0.07;0.30;0.29;0.00;0.00;0.00;0.01;0.02;0.69;-1.72;90.00;0.00;1.00
1578084342.179;404;0.79;-1.70;93.57;0.69;-1.50;90.00;0.00;1.00;0;4;0;0;0.07;0.30;0.29;0.00;0.00;-0.00;0.00;0.01;0.69;-1.70;90.00;0.00;1.00
1578084342.279;416;0.79;-1.67;93.64;0.69;-1.50;90.00;0.00;1.00;0;4;0;0;0.07;0.30;0.29;0.00;0.00;-0.01;0.01;0.01;0.69;-1.68;90.00;0.00;1.00
1578084342.379;428;0.79;-1.65;93.82;0.69;-1.50;90.00;0.00;1.00;0;4;0;0;0.07;0.30;0.29;0.00;0.00;-0.01;0.02;0.02;0.69;-1.65;90.00;0.00;1.00
1578084342.479;440;0.79;-1.62;93.92;0.69;-1.50;90.00;0.00;1.00;0;4;0;0;0.07;0.30;0.29;0.00;0.00;0.00;-0.00;0.03;0.69;-1.62;90.00;0.00;1.00
1578084342.579;452;0.80;-1.60;94.04;0.69;-1.50;90.00;0.00;1.00;0;4;0;0;0.07;0.30;0.29;0.00;0.00;-0.00;0.00;0.02;0.69;-1.60;90.00;0.00;1.00
1578084342.679;464;0.80;-1.57;94.17;0.69;-1.50;90.00;0.00;1.00;0;4;0;0;0.07;0.30;0.29;0.00;0.00;-0.00;-0.00;0.03;0.69;-1.57;90.00;0.00;1.00
1578084342.779;476;0.80;-1.55;94.27;0.69;-1.50;90.00;0.00;1.00;0;4;0;0;0.07;0.30;0.29;0.00;0.00;0.00;0.01;0.03;0.69;-1.55;90.00;0.00;1.00
1578084342.879;488;0.80;-1.52;94.44;0.69;-1.35;90.00;0.00;1.00;0;5;0;0;0.06;0.30;0.29;0.00;0.00;-0.00;0.00;0.02;0.69;-1.53;90.00;0.00;1.00
1578084342.979;500;0.80;-1.50;94.74;0.69;-1.35;90.00;0.00;1.00;0;5;0;0;0.05;0.30;0.29;0.00;0.00;-0.00;-0.00;0.03;0.69;-1.49;90.00;0.00;1.00
1578084343.079;512;0.80;-1.47;94.81;0.69;-1.35;90.00;0.00;1.00;0;5;0;0;0.05;0.30;0.29;0.00;0.00;-0.01;-0.00;0.02;0.69;-1.47;90.00;0.00;1.00
1578084343.179;524;0.81;-1.45;94.96;0.69;-1.35;90.00;0.00;1.00;0;5;0;0;0.05;0.30;0.29;0.00;0.00;-0.00;-0.00;0.02;0.69;-1.45;90.00;0.00;1.00
1578084343.279;536;0.81;-1.42;95.03;0.69;-1.35;90.00;0.00;1.00;0;5;0;0;0.05;0.30;0.29;0.00;0.00;-0.01;0.01;0.02;0.69;-1.42;90.00;0.00;1.00
1578084343.379;548;0.81;-1.40;95.14;0.69;-1.35;90.00;0.00;1.00;0;5;0;0;0.04;0.30;0.29;0.00;0.00;0.00;0.00;0.02;0.69;-1.40;90.00;0.00;1.00
1578084343.479;560;0.81;-1.37;95.21;0.69;-1.35;90.00;0.00;1.00;0;5;0;0;0.04;0.30;0.29;0.00;0.00;-0.01;0.01;0.02;0.69;-1.38;90.00;0.00;1.00
1578084343.579;572;0.81;-1.35;95.35;0.69;-1.35;90.00;0.00;1.00;0;5;0;0;0.04;0.30;0.29;0.00;0.00;-0.00;0.01;0.02;0.69;-1.34;90.00;0.00;1.00
1578084343.679;584;0.81;-1.32;95.43;0.69;-1.19;90.00;0.00;1.00;0;6;0;0;0.04;0.30;0.29;0.00;0.00;0.01;0.00;0.02;0.69;-1.32;90.00;0.00;1.00
1578084343.779;596;0.81;-1.30;95.49;0.69;-1.19;90.00;0.00;1.00;0;6;0;0;0.04;0.30;0.29;0.00;0.00;-0.01;-0.01;0.02;0.69;-1.30;90.00;0.00;1.00
1578084343.879;608;0.81;-1.27;95.60;0.69;-1.19;90.00;0.00;1.00;0;6;0;0;0.04;0.30;0.29;0.00;0.00;0.00;0.02;0.02;0.69;-1.27;90.00;0.00;1.00
1578084343.979;620;0.82;-1.25;95.71;0.69;-1.19;90.00;0.00;1.00;0;6;0;0;0.03;0.30;0.29;0.00;0.00;0.00;0.02;0.02;0.69;-1.25;90.00;0.00;1.00
1578084344.079;632;0.82;-1.22;95.85;0.67;-0.87;102.44;0.74;1.00;1;1;1;5;0.03;0.30;0.29;0.00;0.00;0.00;0.01;0.02;0.69;-1.21;90.00;0.00;1.00
1578084344.179;644;0.82;-1.19;95.90;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;-0.37;0.30;0.29;0.00;0.00;0.01;0.02;0.01;0.69;-1.03;89.99;0.05;0.06
1578084344.279;656;0.82;-1.17;95.73;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;-0.31;0.30;0.29;0.00;0.00;0.00;0.01;-0.04;0.69;-1.03;89.99;0.05;0.06
1578084344.379;668;0.82;-1.14;94.48;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;-0.20;0.30;0.29;0.00;0.00;-0.01;0.01;-0.16;0.69;-1.03;89.99;0.05;0.06
1578084344.479;680;0.82;-1.12;93.66;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;-0.11;0.30;0.30;0.00;0.00;-0.01;0.01;-0.13;0.69;-1.03;89.99;0.05;0.06
1578084344.579;692;0.83;-1.09;93.15;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;-0.04;0.30;0.30;0.00;0.00;0.00;-0.01;-0.08;0.69;-1.03;89.99;0.05;0.06
1578084344.679;704;0.83;-1.07;92.92;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;0.03;0.29;0.30;0.00;0.00;-0.00;-0.00;-0.03;0.69;-1.03;89.99;0.05;0.06
1578084344.779;716;0.83;-1.04;92.87;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;0.16;0.29;0.29;0.00;0.00;-0.00;0.01;-0.01;0.69;-1.03;89.99;0.14;0.18
1578084344.879;728;0.83;-1.02;92.97;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;0.30;0.29;0.29;0.00;0.00;-0.00;0.00;0.02;0.69;-1.01;90.23;0.25;0.33
1578084344.979;740;0.84;-0.99;93.52;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;0.44;0.30;0.28;0.00;0.00;-0.00;-0.00;0.08;0.69;-0.99;91.04;0.36;0.48
1578084345.079;752;0.84;-0.97;94.64;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;0.55;0.30;0.29;0.00;0.00;0.00;-0.02;0.20;0.69;-0.97;92.32;0.45;0.61
1578084345.179;764;0.84;-0.94;96.38;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;0.62;0.30;0.29;0.00;0.00;-0.01;0.01;0.32;0.69;-0.95;93.76;0.52;0.70
1578084345.279;776;0.84;-0.92;98.50;0.67;-0.87;102.44;0.74;1.00;1;1;0;5;0.69;0.30;0.30;0.00;0.00;0.00;0.01;0.37;0.68;-0.93;95.68;0.59;0.79
1578084345.379;788;0.84;-0.89;100.96;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.72;0.30;0.30;0.00;0.00;-0.00;0.02;0.46;0.68;-0.92;97.26;0.63;0.85
1578084345.479;800;0.84;-0.87;104.23;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.50;0.30;0.30;0.00;0.00;-0.01;-0.00;0.52;0.68;-0.90;99.11;0.68;0.91
1578084345.579;812;0.83;-0.84;106.57;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.61;0.30;0.30;0.00;0.00;0.00;-0.01;0.43;0.67;-0.87;102.44;0.74;1.00
1578084345.679;824;0.83;-0.82;108.64;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.65;0.30;0.30;0.00;0.00;-0.00;0.00;0.40;0.67;-0.85;104.89;0.75;1.00
1578084345.779;836;0.82;-0.79;111.11;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.67;0.30;0.30;0.00;0.00;0.00;0.01;0.44;0.66;-0.84;107.36;0.75;1.00
1578084345.879;848;0.82;-0.77;113.90;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.64;0.30;0.30;0.00;0.00;0.01;-0.01;0.47;0.66;-0.83;108.60;0.75;1.00
1578084345.979;860;0.81;-0.74;116.77;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.65;0.30;0.30;0.00;0.00;0.00;0.02;0.46;0.65;-0.81;111.09;0.76;1.00
1578084346.079;872;0.80;-0.72;119.36;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.66;0.30;0.30;0.00;0.00;-0.01;0.03;0.46;0.65;-0.79;113.60;0.76;1.00
1578084346.179;884;0.79;-0.70;122.13;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.67;0.30;0.29;0.00;0.00;-0.00;-0.01;0.47;0.64;-0.77;116.13;0.76;1.00
1578084346.279;896;0.77;-0.67;124.69;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.69;0.30;0.30;0.00;0.00;-0.00;-0.00;0.48;0.63;-0.76;118.67;0.76;1.00
1578084346.379;908;0.76;-0.65;127.56;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.70;0.30;0.30;0.00;0.00;-0.01;0.01;0.50;0.62;-0.74;121.22;0.77;1.00
1578084346.479;920;0.74;-0.63;130.94;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.68;0.30;0.30;0.00;0.00;-0.01;0.01;0.51;0.61;-0.72;123.79;0.77;1.00
1578084346.579;932;0.73;-0.61;133.90;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.68;0.30;0.30;0.00;0.00;-0.01;-0.00;0.50;0.60;-0.71;126.38;0.77;1.00
1578084346.679;944;0.71;-0.59;136.71;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.69;0.30;0.30;0.00;0.00;-0.00;0.00;0.49;0.59;-0.69;128.98;0.78;1.00
1578084346.779;956;0.70;-0.57;139.32;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.70;0.30;0.29;0.00;0.00;-0.00;-0.00;0.50;0.57;-0.68;131.60;0.78;1.00
1578084346.879;968;0.68;-0.55;142.28;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.70;0.30;0.29;0.00;0.00;-0.01;0.00;0.50;0.56;-0.66;134.24;0.78;1.00
1578084346.979;980;0.66;-0.54;145.16;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.70;0.30;0.30;0.00;0.00;0.00;0.00;0.51;0.55;-0.65;136.89;0.79;1.00
1578084347.079;992;0.64;-0.52;148.05;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.66;0.30;0.30;0.00;0.00;0.00;0.01;0.52;0.54;-0.64;138.22;0.79;1.00
1578084347.179;1004;0.62;-0.50;151.05;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.66;0.30;0.30;0.00;0.00;0.01;0.01;0.50;0.52;-0.63;140.89;0.79;1.00
1578084347.279;1016;0.60;-0.49;153.87;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.67;0.30;0.30;0.00;0.00;0.00;0.01;0.48;0.51;-0.62;143.59;0.79;1.00
1578084347.379;1028;0.57;-0.48;156.59;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.67;0.30;0.30;0.00;0.00;0.00;0.01;0.48;0.49;-0.61;146.28;0.79;1.00
1578084347.479;1040;0.55;-0.47;159.16;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.66;0.30;0.30;0.00;0.00;-0.01;0.01;0.47;0.48;-0.59;148.91;0.77;1.00
1578084347.579;1052;0.53;-0.45;161.79;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.64;0.30;0.30;0.00;0.00;-0.01;0.00;0.46;0.46;-0.59;151.45;0.75;1.00
1578084347.679;1064;0.50;-0.45;164.35;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.63;0.30;0.30;0.00;0.00;-0.01;0.01;0.45;0.44;-0.58;153.91;0.74;1.00
1578084347.779;1076;0.48;-0.44;167.09;0.50;-0.61;144.94;0.80;1.00;1;2;0;5;0.59;0.30;0.30;0.00;0.00;-0.02;0.01;0.44;0.42;-0.57;156.30;0.72;1.00
1578084347.879;1088;0.45;-0.43;169.66;0.20;-0.52;179.43;0.53;1.00;1;3;0;5;0.60;0.30;0.30;0.00;0.00;-0.01;0.01;0.43;0.40;-0.56;159.73;0.70;1.00
1578084347.979;1100;0.43;-0.42;171.64;0.20;-0.52;179.43;0.53;1.00;1;3;0;5;0.50;0.30;0.30;0.00;0.00;-0.01;-0.01;0.42;0.38;-0.55;161.92;0.68;1.00
1578084348.079;1112;0.40;-0.42;174.12;0.20;-0.52;179.43;0.53;1.00;1;3;0;5;0.47;0.30;0.30;0.00;0.00;-0.00;-0.00;0.36;0.36;-0.55;164.05;0.67;1.00
1578084348.179;1124;0.37;-0.41;175.99;0.20;-0.52;179.43;0.53;1.00;1;3;0;5;0.47;0.30;0.30;0.00;0.00;-0.01;0.00;0.32;0.34;-0.54;166.10;0.65;1.00
1578084348.279;1136;0.35;-0.41;177.82;0.20;-0.52;179.43;0.53;1.00;1;3;0;5;0.46;0.30;0.30;0.00;0.00;-0.01;-0.00;0.30;0.32;-0.54;168.08;0.63;1.00
1578084348.379;1148;0.32;-0.41;179.51;0.20;-0.52;179.43;0.53;1.00;1;3;0;5;0.46;0.30;0.30;0.00;0.00;0.00;0.01;0.30;0.30;-0.53;170.00;0.62;1.00
1578084348.479;1160;0.30;-0.40;181.24;0.11;-0.53;180.00;0.00;1.00;2;1;1;0;0.45;0.30;0.30;0.00;0.00;-0.00;0.00;0.30;0.28;-0.53;171.85;0.60;1.00
1578084348.579;1172;0.27;-0.40;182.96;0.11;-0.53;180.00;0.00;1.00;2;1;0;0;0.17;0.30;0.30;0.00;0.00;-0.00;0.02;0.30;0.19;-0.53;180.00;0.00;0.07
1578084348.680;1184;0.25;-0.40;184.12;0.11;-0.53;180.00;0.00;1.00;2;1;0;0;0.12;0.30;0.30;0.00;0.00;0.00;0.00;0.21;0.19;-0.53;180.00;0.00;0.07
1578084348.779;1196;0.22;-0.40;184.44;0.11;-0.53;180.00;0.00;1.00;2;1;0;0;0.10;0.29;0.30;0.00;0.00;-0.01;0.01;0.09;0.19;-0.53;180.00;0.00;0.07
1578084348.880;1208;0.19;-0.40;184.75;0.11;-0.53;180.00;0.00;1.00;2;1;0;0;0.09;0.28;0.30;0.00;0.00;-0.00;0.01;0.07;0.19;-0.53;180.00;0.00;0.07
1578084348.979;1220;0.17;-0.40;184.99;0.11;-0.53;180.00;0.00;1.00;2;1;0;0;0.08;0.29;0.29;0.00;0.00;-0.01;0.01;0.05;0.17;-0.53;180.00;0.00;0.49
1578084349.079;1232;0.14;-0.40;185.25;0.11;-0.53;180.00;0.00;1.00;2;1;0;0;0.07;0.30;0.28;0.00;0.00;-0.01;0.02;0.05;0.14;-0.53;180.00;0.00;0.78
1578084349.179;1244;0.12;-0.40;185.50;-0.04;-0.53;180.00;0.00;1.00;2;2;0;0;0.06;0.30;0.28;0.00;0.00;0.00;-0.00;0.04;0.12;-0.53;180.00;0.00;0.92
1578084349.279;1256;0.09;-0.40;185.73;-0.04;-0.53;180.00;0.00;1.00;2;2;0;0;0.04;0.30;0.29;0.00;0.00;-0.00;0.01;0.04;0.09;-0.53;180.00;0.00;1.00
1578084349.379;1268;0.07;-0.40;185.90;-0.04;-0.53;180.00;0.00;1.00;2;2;0;0;0.04;0.30;0.29;0.00;0.00;-0.00;0.02;0.03;0.07;-0.53;180.00;0.00;1.00
1578084349.479;1280;0.04;-0.40;186.04;-0.04;-0.53;180.00;0.00;1.00;2;2;0;0;0.03;0.30;0.29;0.00;0.00;-0.01;0.00;0.03;0.04;-0.53;180.00;0.00;1.00
1578084349.579;1292;0.01;-0.40;186.21;-0.04;-0.53;180.00;0.00;1.00;2;2;0;0;0.02;0.30;0.29;0.00;0.00;-0.01;0.01;0.03;0.02;-0.53;180.00;0.00;1.00
1578084349.679;1304;-0.01;-0.40;186.24;-0.04;-0.53;180.00;0.00;1.00;2;2;0;0;0.02;0.30;0.30;0.00;0.00;-0.01;-0.00;0.02;-0.02;-0.53;180.00;0.00;1.00
1578084349.779;1316;-0.04;-0.40;186.38;-0.19;-0.53;180.00;0.00;1.00;2;3;0;0;0.02;0.30;0.30;0.00;0.00;-0.00;-0.00;0.03;-0.04;-0.53;180.00;0.00;1.00
1578084349.879;1328;-0.07;-0.40;186.50;-0.19;-0.53;180.00;0.00;1.00;2;3;0;0;0.01;0.30;0.30;0.00;0.00;-0.00;0.01;0.02;-0.06;-0.53;180.00;0.00;1.00
1578084349.979;1340;-0.09;-0.40;186.54;-0.19;-0.53;180.00;0.00;1.00;2;3;0;0;0.01;0.30;0.29;0.00;0.00;-0.00;0.00;0.02;-0.09;-0.53;180.00;0.00;1.00
1578084350.079;1352;-0.12;-0.40;186.68;-0.19;-0.53;180.00;0.00;1.00;2;3;0;0;0.00;0.30;0.29;0.00;0.00;-0.00;-0.00;0.02;-0.11;-0.53;180.00;0.00;1.00
1578084350.179;1364;-0.14;-0.40;186.83;-0.19;-0.53;180.00;0.00;1.00;2;3;0;0;-0.01;0.30;0.29;0.00;0.00;-0.00;-0.00;0.02;-0.15;-0.53;180.00;0.00;1.00
1578084350.279;1376;-0.17;-0.40;186.90;-0.19;-0.53;180.00;0.00;1.00;2;3;0;0;-0.01;0.30;0.30;0.00;0.00;-0.01;-0.00;0.02;-0.17;-0.53;180.00;0.00;1.00
1578084350.379;1388;-0.20;-0.40;187.02;-0.35;-0.53;180.00;0.00;1.00;2;4;0;0;-0.02;0.30;0.30;0.00;0.00;-0.00;-0.01;0.02;-0.20;-0.53;180.00;0.00;1.00
1578084350.479;1400;-0.22;-0.40;187.13;-0.35;-0.53;180.00;0.00;1.00;2;4;0;0;-0.02;0.30;0.30;0.00;0.00;-0.01;-0.02;0.01;-0.22;-0.53;180.00;0.00;1.00
1578084350.579;1412;-0.25;-0.40;187.11;-0.35;-0.53;180.00;0.00;1.00;2;4;0;0;-0.02;0.30;0.30;0.00;0.00;0.00;0.02;0.01;-0.24;-0.53;180.00;0.00;1.00
1578084350.679;1424;-0.27;-0.40;187.19;-0.35;-0.53;180.00;0.00;1.00;2;4;0;0;-0.03;0.30;0.30;0.00;0.00;0.01;0.01;0.01;-0.28;-0.53;180.00;0.00;1.00
1578084350.779;1436;-0.30;-0.40;187.24;-0.35;-0.53;180.00;0.00;1.00;2;4;0;0;-0.03;0.30;0.30;0.00;0.00;-0.00;-0.01;0.00;-0.30;-0.53;180.00;0.00;1.00
1578084350.879;1448;-0.32;-0.40;187.28;-0.35;-0.53;180.00;0.00;1.00;2;4;0;0;-0.03;0.30;0.30;0.00;0.00;0.00;-0.01;0.00;-0.33;-0.53;180.00;0.00;1.00
1578084350.979;1460;-0.35;-0.40;187.25;-0.50;-0.53;180.00;0.00;1.00;2;5;0;0;-0.03;0.30;0.30;0.00;0.00;-0.00;0.01;-0.00;-0.35;-0.53;180.00;0.00;1.00
1578084351.079;1472;-0.38;-0.40;187.12;-0.50;-0.53;180.00;0.00;1.00;2;5;0;0;-0.02;0.30;0.30;0.00;0.00;-0.00;0.01;-0.02;-0.37;-0.53;180.00;0.00;1.00
1578084351.179;1484;-0.40;-0.40;186.89;-0.50;-0.53;180.00;0.00;1.00;2;5;0;0;-0.01;0.30;0.30;0.00;0.00;-0.00;0.01;-0.02;-0.40;-0.53;180.00;0.00;1.00
1578084351.279;1496;-0.43;-0.40;186.82;-0.50;-0.53;180.00;0.00;1.00;2;5;0;0;-0.00;0.30;0.30;0.00;0.00;0.00;-0.01;-0.03;-0.43;-0.53;180.00;0.00;1.00
1578084351.379;1508;-0.46;-0.40;186.69;-0.50;-0.53;180.00;0.00;1.00;2;5;0;0;0.00;0.30;0.30;0.00;0.00;-0.00;0.01;-0.02;-0.46;-0.53;180.00;0.00;1.00
1578084351.479;1520;-0.48;-0.39;186.51;-0.50;-0.53;180.00;0.00;1.00;2;5;0;0;0.02;0.30;0.30;0.00;0.00;-0.01;0.00;-0.03;-0.48;-0.53;180.00;0.00;1.00
1578084351.579;1532;-0.51;-0.39;186.44;-0.50;-0.53;180.00;0.00;1.00;2;5;0;0;0.02;0.30;0.29;0.00;0.00;0.00;-0.00;-0.01;-0.51;-0.53;180.00;0.00;1.00
1578084351.679;1544;-0.54;-0.39;186.27;-0.65;-0.53;180.00;0.00;1.00;2;6;0;0;0.03;0.30;0.29;0.00;0.00;-0.01;0.02;-0.01;-0.53;-0.53;180.00;0.00;1.00
1578084351.779;1556;-0.56;-0.39;186.24;-0.65;-0.53;180.00;0.00;1.00;2;6;0;0;0.04;0.30;0.30;0.00;0.00;-0.00;0.00;-0.00;-0.57;-0.53;180.00;0.00;1.00
