t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
246.205;16;1.59;-2.12;92.29;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.79;0.03;0.01;-0.03;-0.06;0.12;-0.26;0.00;1.19;-2.03;90.00;-0.00;0.50;0.068
246.255;20;1.59;-2.12;92.31;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.79;0.07;0.00;-0.01;-0.00;0.03;-0.01;0.01;1.19;-2.03;90.00;-0.00;0.50;0.022
246.345;28;1.59;-2.12;92.36;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.79;0.10;-0.00;-0.00;-0.00;0.00;-0.01;0.01;1.19;-2.03;90.00;-0.00;0.50;0.011
246.445;39;1.59;-2.12;93.83;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.78;0.13;0.10;0.00;0.00;-0.00;-0.01;0.38;1.19;-2.03;90.00;-0.00;0.50;0.014
246.545;47;1.59;-2.11;95.69;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.69;0.15;0.13;-0.00;-0.01;-0.00;-0.00;0.40;1.19;-2.03;90.00;-0.00;0.50;0.012
246.655;58;1.59;-2.09;97.88;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.58;0.18;0.14;-0.02;-0.01;-0.00;-0.00;0.33;1.19;-2.03;90.00;-0.00;0.50;0.023
246.765;70;1.58;-2.07;99.60;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.49;0.20;0.17;-0.00;-0.01;0.02;0.02;0.19;1.19;-2.03;90.00;-0.00;0.50;0.026
246.855;80;1.58;-2.06;100.44;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.44;0.21;0.17;-0.01;-0.01;0.04;0.04;0.15;1.19;-2.03;90.00;-0.00;0.50;0.026
246.965;90;1.58;-2.04;100.76;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.42;0.23;0.22;-0.00;-0.01;0.05;0.03;0.11;1.19;-2.03;90.00;-0.00;0.50;0.025
247.055;98;1.57;-2.02;101.62;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.37;0.24;0.22;-0.01;-0.01;0.01;0.01;0.16;1.19;-2.02;90.00;-0.00;0.50;0.017
247.145;109;1.57;-1.99;102.48;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.31;0.25;0.23;-0.01;-0.01;0.05;0.06;0.19;1.19;-1.99;90.00;-0.00;0.50;0.015
247.275;121;1.56;-1.97;102.94;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.28;0.26;0.23;-0.01;-0.01;0.05;0.05;0.11;1.19;-1.97;90.00;-0.00;0.50;0.035
247.355;131;1.56;-1.94;103.01;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.26;0.27;0.25;-0.00;-0.01;0.04;0.04;0.06;1.19;-1.96;90.00;-0.00;0.50;0.019
247.465;141;1.55;-1.92;103.01;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.25;0.28;0.27;0.00;-0.01;0.05;0.06;0.02;1.19;-1.93;90.00;-0.00;0.50;0.033
247.555;151;1.55;-1.89;103.01;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.23;0.29;0.28;-0.00;-0.01;-0.06;-0.06;-0.05;1.19;-1.90;90.00;-0.00;0.50;0.018
247.665;160;1.54;-1.87;103.08;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.22;0.30;0.28;-0.01;-0.01;0.01;0.02;-0.01;1.19;-1.88;90.00;-0.00;0.50;0.029
247.765;169;1.53;-1.84;103.06;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.20;0.30;0.28;-0.01;-0.01;0.04;0.05;0.04;1.19;-1.85;90.00;0.00;0.50;0.024
247.845;180;1.53;-1.81;102.94;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.19;0.30;0.28;-0.00;-0.01;0.04;0.05;0.04;1.19;-1.81;90.00;0.00;0.50;0.017
247.965;188;1.52;-1.79;102.79;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.19;0.30;0.30;-0.00;-0.01;-0.05;-0.05;-0.08;1.19;-1.79;90.00;0.00;0.50;0.023
248.055;199;1.52;-1.76;102.74;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.18;0.30;0.29;-0.00;-0.01;-0.00;0.01;-0.04;1.19;-1.79;90.00;0.00;0.50;0.021
248.145;207;1.51;-1.73;102.60;1.19;-2.03;90.00;-0.00;0.50;951;0;1;0;0.17;0.30;0.28;-0.00;-0.01;0.04;0.04;0.03;1.19;-1.79;90.00;0.00;0.50;0.010
