t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
13562.825;16;0.45;0.70;-171.91;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.76;-0.02;-0.00;-0.00;0.00;-0.01;-0.01;0.01;0.45;0.55;180.00;0.00;-0.50;0.085;4.58;5.57;-1000.00;-1000.00
13562.845;20;0.45;0.70;-171.93;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.76;-0.05;-0.01;0.00;0.00;-0.01;-0.02;-0.02;0.45;0.55;180.00;0.00;-0.50;0.018;4.58;5.57;-1000.00;-1000.00
13562.955;31;0.45;0.70;-172.76;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.72;-0.07;-0.05;0.00;0.00;-0.00;-0.00;-0.13;0.45;0.55;180.00;0.00;-0.50;0.029;4.58;5.57;-1000.00;-1000.00
13563.075;39;0.46;0.70;-173.47;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.69;-0.09;-0.07;-0.00;0.00;-0.00;0.00;-0.16;0.46;0.55;180.00;0.00;-0.50;0.043;4.58;5.57;-1000.00;-1000.00
13563.185;54;0.47;0.70;-174.80;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.64;-0.11;-0.09;-0.00;-0.01;-0.00;0.00;-0.14;0.47;0.55;180.00;0.00;-0.50;0.041;4.58;5.57;-1000.00;-1000.00
13563.245;58;0.48;0.70;-175.15;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.61;-0.13;-0.10;0.00;-0.01;-0.00;0.00;-0.16;0.48;0.55;180.00;0.00;-0.50;0.016;4.58;5.57;-1000.00;-1000.00
13563.375;72;0.49;0.70;-176.35;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.55;-0.14;-0.13;-0.00;-0.01;-0.00;0.00;-0.13;0.49;0.55;180.00;0.00;-0.50;0.041;4.58;5.57;-1000.00;-1000.00
13563.455;77;0.50;0.70;-176.70;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.53;-0.16;-0.14;0.00;-0.01;-0.01;0.00;-0.13;0.50;0.55;180.00;0.00;-0.50;0.020;4.58;5.57;-1000.00;-1000.00
13563.565;91;0.52;0.70;-177.68;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.49;-0.18;-0.16;0.00;-0.01;0.08;-0.12;-0.11;0.51;0.55;180.00;0.00;-0.50;0.025;4.58;5.57;-1000.00;-1000.00
13563.665;101;0.54;0.70;-178.31;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.46;-0.19;-0.16;0.00;-0.01;-0.03;0.05;-0.10;0.53;0.55;180.00;0.00;-0.50;0.026;4.58;5.57;-1000.00;-1000.00
13563.775;110;0.55;0.70;-178.76;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.43;-0.20;-0.18;0.00;-0.01;-0.02;0.04;-0.09;0.54;0.55;180.00;0.00;-0.50;0.044;4.58;5.57;-1000.00;-1000.00
13563.865;120;0.57;0.70;-179.20;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.41;-0.22;-0.19;0.01;-0.01;-0.03;0.05;-0.09;0.56;0.55;180.00;0.00;-0.50;0.030;4.58;5.57;-1000.00;-1000.00
13563.965;131;0.59;0.70;-179.63;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.39;-0.23;-0.20;0.00;-0.01;-0.03;0.05;-0.09;0.59;0.55;180.00;0.00;-0.50;0.024;4.58;5.57;-1000.00;-1000.00
