t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
834.895;16;1.10;-0.30;0.01;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.04;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.088;0.40;0.84;-1000.00;-1000.00
834.955;21;1.10;-0.30;0.03;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.08;-0.03;-0.00;-0.00;0.00;0.01;0.02;0.95;-0.35;0.00;0.00;-0.50;0.043;0.42;0.82;-1000.00;-1000.00
835.095;37;1.09;-0.30;0.26;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.12;-0.08;0.00;-0.00;0.00;-0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.075;0.45;0.76;-1000.00;-1000.00
835.175;42;1.09;-0.30;0.31;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.15;-0.10;-0.00;-0.00;-0.03;-0.05;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.056;0.46;0.74;-1000.00;-1000.00
835.275;56;1.07;-0.30;0.48;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.10;-0.18;-0.15;-0.00;0.00;-0.01;-0.03;0.03;0.95;-0.35;0.00;0.00;-0.50;0.064;0.47;0.69;-1000.00;-1000.00
835.335;59;1.06;-0.30;0.52;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.10;-0.21;-0.17;0.00;-0.00;0.02;0.03;0.02;0.95;-0.35;0.00;0.00;-0.50;0.026;0.48;0.68;-1000.00;-1000.00
835.475;73;1.04;-0.30;0.82;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.23;-0.21;0.00;0.00;-0.00;-0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.059;0.48;0.64;-1000.00;-1000.00
835.545;83;1.01;-0.30;0.98;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.25;-0.23;-0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.032;0.49;0.61;-1000.00;-1000.00
835.635;92;0.99;-0.30;1.08;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.07;-0.27;-0.25;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.037;0.49;0.58;-1000.00;-1000.00
835.745;101;0.97;-0.30;1.14;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.28;-0.27;0.00;0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.026;0.49;0.56;-1000.00;-1000.00
835.865;111;0.94;-0.30;1.20;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.29;-0.28;0.00;-0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.048;0.49;0.53;-1000.00;-1000.00
836.025;129;0.89;-0.30;1.26;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.30;-0.00;-0.00;0.00;-0.00;0.00;0.93;-0.35;-0.00;0.00;-0.50;0.075;0.49;0.49;-1000.00;-1000.00
836.045;133;0.88;-0.30;1.26;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.30;0.00;-0.00;0.00;-0.00;0.00;0.65;-0.35;0.00;0.00;-0.50;0.028;0.49;0.48;-1000.00;-1000.00
836.165;142;0.86;-0.30;0.92;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;0.00;0.00;-0.00;0.00;0.01;-0.05;0.65;-0.35;0.00;0.00;-0.50;0.029;0.49;0.46;-1000.00;-1000.00
836.265;153;0.86;-0.30;0.70;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;0.00;0.00;-0.00;-0.00;-0.00;-0.02;0.65;-0.35;0.00;0.00;-0.50;0.044;0.49;0.44;-1000.00;-1000.00
836.335;161;0.86;-0.30;0.61;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;0.00;0.00;-0.00;-0.00;-0.00;-0.02;0.65;-0.35;0.00;0.00;-0.50;0.023;0.49;0.43;-1000.00;-1000.00
836.465;175;0.86;-0.30;0.49;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;0.00;0.00;-0.00;-0.00;-0.00;-0.01;0.65;-0.35;0.00;0.00;-0.50;0.049;0.49;0.40;-1000.00;-1000.00
836.525;180;0.86;-0.30;0.46;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.00;-0.00;-0.00;-0.01;-0.01;-0.01;0.65;-0.35;0.00;0.00;-0.50;0.012;0.50;0.39;-1000.00;-1000.00
836.635;191;0.86;-0.30;0.44;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.00;-0.01;-0.00;-0.01;-0.01;0.00;0.65;-0.35;0.00;0.00;-0.50;0.024;0.50;0.37;-1000.00;-1000.00
836.745;199;0.86;-0.30;0.42;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.00;-0.00;-0.00;-0.01;-0.00;0.01;0.65;-0.35;0.00;0.00;-0.50;0.026;0.50;0.37;-1000.00;-1000.00
836.845;210;0.86;-0.30;0.41;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;0.00;0.00;0.00;-0.00;0.01;-0.01;0.65;-0.35;0.00;0.00;-0.50;0.018;0.50;0.37;-1000.00;-1000.00
836.945;218;0.86;-0.30;0.42;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.00;-0.00;-0.00;-0.01;-0.00;0.01;0.65;-0.35;0.00;0.00;-0.50;0.018;0.50;0.37;-1000.00;-1000.00
837.035;229;0.86;-0.30;0.42;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.00;0.00;0.00;0.01;0.01;0.01;0.65;-0.35;0.00;0.00;-0.50;0.017;0.50;0.37;-1000.00;-1000.00
837.155;244;0.86;-0.30;0.43;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.00;0.00;-0.00;-0.01;-0.01;-0.00;0.65;-0.35;0.00;0.00;-0.50;0.042;0.50;0.37;-1000.00;-1000.00
837.255;253;0.86;-0.30;0.45;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.00;-0.00;0.00;0.00;0.02;0.00;0.65;-0.35;0.00;0.00;-0.50;0.043;0.50;0.37;-1000.00;-1000.00
837.355;263;0.86;-0.30;0.47;0.65;-0.35;0.00;0.00;-0.50;217;0;1;2;-0.05;-0.30;-0.00;-0.00;0.00;0.00;0.02;0.00;0.65;-0.35;0.00;0.00;-0.50;0.033;0.50;0.37;-1000.00;-1000.00
