t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
931.065;17;1.10;2.30;0.11;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.13;-0.04;0.00;-0.00;0.00;0.00;0.00;0.00;0.95;2.35;0.00;0.00;-0.50;0.109;0.53;0.68;-1000.00;-1000.00
931.095;20;1.10;2.30;0.10;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.13;-0.08;0.01;0.00;-0.03;0.00;-0.25;-0.00;0.95;2.35;0.00;0.00;-0.50;0.029;0.52;0.68;-1000.00;-1000.00
931.205;30;1.10;2.30;0.12;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.13;-0.12;0.00;0.00;0.00;-0.00;0.00;-0.00;0.95;2.35;0.00;0.00;-0.50;0.055;0.51;0.68;-1000.00;-1000.00
931.305;42;1.10;2.30;-0.10;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.12;-0.15;-0.11;-0.00;-0.00;0.04;0.06;-0.05;0.95;2.35;0.00;0.00;-0.50;0.045;0.49;0.69;-1000.00;-1000.00
931.375;48;1.09;2.30;-0.29;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.11;-0.19;-0.14;0.01;-0.05;0.28;0.00;-0.02;0.95;2.35;0.00;0.00;-0.50;0.026;0.48;0.69;-1000.00;-1000.00
931.495;62;1.06;2.30;-0.71;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.09;-0.21;-0.18;0.00;0.00;0.01;-0.02;-0.05;0.95;2.35;0.00;0.00;-0.50;0.047;0.45;0.69;-1000.00;-1000.00
931.585;71;1.05;2.30;-0.88;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.08;-0.24;-0.21;0.00;0.00;0.00;-0.01;-0.03;0.95;2.35;0.00;0.00;-0.50;0.034;0.44;0.70;-1000.00;-1000.00
931.705;81;1.02;2.30;-1.06;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.07;-0.26;-0.24;-0.00;0.00;-0.00;-0.00;-0.03;0.95;2.35;0.00;0.00;-0.50;0.045;0.41;0.70;-1000.00;-1000.00
931.785;92;1.00;2.30;-1.18;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.06;-0.28;-0.26;-0.00;0.00;-0.00;-0.00;-0.02;0.95;2.35;0.00;0.00;-0.50;0.028;0.39;0.70;-1000.00;-1000.00
931.875;100;0.97;2.30;-1.23;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.06;-0.29;-0.28;-0.00;-0.00;-0.00;-0.00;-0.01;0.95;2.35;0.00;0.00;-0.50;0.022;0.38;0.71;-1000.00;-1000.00
931.985;111;0.94;2.30;-1.28;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.05;-0.30;-0.29;-0.00;-0.00;-0.00;-0.00;-0.01;0.95;2.35;0.00;0.00;-0.50;0.033;0.35;0.71;-1000.00;-1000.00
932.145;126;0.90;2.30;-1.32;0.65;2.35;-0.00;0.11;0.00;226;1;1;5;0.05;-0.31;-0.30;0.00;-0.00;-0.00;0.00;-0.00;0.93;2.35;-0.00;0.00;-0.50;0.062;0.32;0.72;-1000.00;-1000.00
932.175;130;0.89;2.30;-1.32;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;-0.31;0.00;-0.00;-0.00;-0.00;-0.00;0.88;2.38;17.60;0.65;0.50;0.025;0.31;0.72;-1000.00;-1000.00
932.265;140;0.87;2.30;-0.96;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.01;0.00;-0.00;-0.02;0.06;0.05;0.85;2.37;14.37;0.65;0.50;0.009;0.29;0.73;-1000.00;-1000.00
932.365;148;0.87;2.30;-0.83;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.00;-0.00;-0.00;0.00;0.00;0.02;0.86;2.37;15.98;0.65;0.50;0.013;0.27;0.74;-1000.00;-1000.00
932.455;157;0.87;2.30;-0.73;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.00;-0.00;-0.00;0.00;-0.00;0.02;0.86;2.37;15.98;0.65;0.50;0.007;0.25;0.74;-1000.00;-1000.00
932.565;166;0.87;2.30;-0.65;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.00;-0.00;-0.00;0.00;-0.00;0.01;0.86;2.37;15.98;0.65;0.50;0.006;0.23;0.74;-1000.00;-1000.00
932.665;177;0.87;2.30;-0.58;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;-0.00;0.00;0.00;0.01;-0.01;0.02;0.86;2.37;15.98;0.65;0.50;0.010;0.20;0.74;-1000.00;-1000.00
932.765;185;0.87;2.30;-0.51;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;-0.00;0.00;0.00;0.00;0.02;0.00;0.86;2.37;15.98;0.65;0.50;0.007;0.18;0.75;-1000.00;-1000.00
932.865;198;0.87;2.30;-0.46;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;-0.00;-0.00;0.00;-0.01;0.00;0.01;0.86;2.37;15.98;0.65;0.50;0.012;0.15;0.75;-1000.00;-1000.00
932.965;206;0.87;2.30;-0.45;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.00;0.00;-0.00;-0.01;-0.02;-0.01;0.86;2.37;15.98;0.65;0.50;0.009;0.13;0.76;-1000.00;-1000.00
933.065;218;0.87;2.30;-0.43;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.00;0.00;-0.00;-0.01;-0.02;-0.01;0.85;2.37;14.37;0.65;0.50;0.014;0.10;0.77;-1000.00;-1000.00
933.175;228;0.87;2.30;-0.40;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;-0.00;-0.00;-0.00;-0.01;-0.01;0.01;0.85;2.37;14.37;0.65;0.50;0.010;0.07;0.78;-1000.00;-1000.00
933.295;240;0.87;2.30;-0.39;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.00;0.00;-0.00;-0.01;-0.02;-0.01;0.85;2.37;14.37;0.65;0.50;0.013;0.04;0.79;-1000.00;-1000.00
933.365;245;0.87;2.30;-0.37;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;-0.00;-0.00;0.00;0.00;0.02;0.00;0.85;2.37;14.37;0.65;0.50;0.004;0.02;0.80;-1000.00;-1000.00
933.485;260;0.87;2.30;-0.36;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.00;0.00;-0.00;-0.01;-0.02;-0.01;0.85;2.37;14.37;0.65;0.50;0.029;-0.02;0.81;-1000.00;-1000.00
