t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
1005.525;14;1.33;-2.10;89.96;1.19;-2.03;90.00;0.00;0.50;947;0;1;0;0.35;0.03;0.00;0.00;-0.00;-0.00;0.00;0.00;1.19;-2.03;90.00;0.00;0.50;0.092
1005.565;16;1.33;-2.10;89.96;1.19;-2.03;90.00;0.00;0.50;947;0;1;0;0.35;0.06;0.00;0.00;-0.00;-0.00;0.00;0.00;1.19;-2.03;90.00;0.00;0.50;0.028
1005.655;24;1.33;-2.10;89.96;1.19;-2.03;90.00;0.00;0.50;947;0;1;0;0.35;0.09;0.00;0.00;-0.00;-0.00;0.00;0.00;1.19;-2.03;90.00;0.00;0.50;0.020
1005.755;34;1.33;-2.09;90.34;1.19;-2.03;90.00;0.00;0.50;947;0;1;0;0.33;0.12;0.09;-0.00;0.00;-0.01;0.00;0.12;1.19;-2.03;90.00;0.00;0.50;0.024
1005.855;44;1.33;-2.08;91.04;1.19;-2.03;90.00;0.00;0.50;947;0;1;0;0.30;0.14;0.12;-0.00;0.00;-0.00;-0.00;0.12;1.19;-2.03;90.00;0.00;0.50;0.026
1005.995;59;1.33;-2.06;91.94;1.19;-2.03;90.00;0.00;0.50;947;0;1;0;0.25;0.16;0.14;-0.00;-0.00;0.00;0.00;0.09;1.19;-2.03;90.00;0.00;0.50;0.055
1006.065;67;1.33;-2.05;92.28;1.19;-2.03;90.00;0.00;0.50;947;0;1;0;0.23;0.18;0.16;0.00;-0.00;-0.00;0.00;0.06;1.19;-2.03;90.00;0.00;0.50;0.028
1006.165;76;1.33;-2.03;92.58;1.19;-2.03;90.00;0.00;0.50;947;0;1;0;0.22;0.19;0.18;-0.00;-0.00;-0.00;0.00;0.06;1.19;-2.03;90.00;0.00;0.50;0.032
1006.275;87;1.33;-2.01;92.89;1.19;-1.78;90.00;0.00;0.50;948;0;1;0;0.20;0.21;0.20;-0.00;-0.01;-0.00;0.00;0.04;1.19;-2.02;90.00;-0.00;0.50;0.019
1006.365;95;1.33;-2.00;93.06;1.19;-1.78;90.00;0.00;0.50;948;0;1;0;0.19;0.25;0.21;0.00;-0.01;-0.00;0.00;0.03;1.19;-1.78;90.00;0.00;0.50;0.034
1006.455;106;1.33;-1.97;93.33;1.19;-1.78;90.00;0.00;0.50;948;0;1;0;0.17;0.28;0.25;0.00;-0.01;-0.00;0.01;0.05;1.19;-1.78;90.00;0.00;0.50;0.020
1006.555;114;1.32;-1.95;93.55;1.19;-1.78;90.00;0.00;0.50;948;0;1;0;0.16;0.30;0.28;0.00;-0.01;-0.00;0.01;0.05;1.19;-1.78;90.00;0.00;0.50;0.021
1006.665;124;1.32;-1.92;93.77;1.19;-1.78;90.00;0.00;0.50;948;0;1;0;0.14;0.30;0.30;0.00;-0.01;-0.00;0.01;0.04;1.19;-1.78;90.00;0.00;0.50;0.023
1006.745;134;1.32;-1.89;93.90;1.19;-1.78;90.00;0.00;0.50;948;0;1;0;0.13;0.30;0.30;0.00;-0.01;-0.00;0.01;0.01;1.19;-1.78;90.00;0.00;0.50;0.017
1006.885;149;1.32;-1.85;93.91;1.19;-1.78;90.00;0.00;0.50;948;0;1;0;0.12;0.30;0.30;0.00;-0.01;-0.00;0.01;0.00;1.19;-1.78;90.00;0.00;0.50;0.047
1006.995;160;1.31;-1.81;93.89;1.19;-1.78;90.00;0.00;0.50;948;0;1;0;0.12;0.30;0.30;0.00;-0.01;-0.00;0.02;-0.00;1.19;-1.78;90.00;0.00;0.50;0.060
1007.065;164;1.31;-1.80;93.88;1.19;-1.78;90.00;0.00;0.50;948;0;1;0;0.12;0.30;0.30;0.00;-0.01;-0.00;0.02;-0.00;1.19;-1.78;90.00;0.00;0.50;0.034
1007.235;184;1.31;-1.74;93.85;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.11;0.30;0.30;0.00;-0.01;-0.00;0.02;-0.00;1.19;-1.77;90.00;-0.00;0.50;0.043
1007.255;184;1.31;-1.74;93.85;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;-0.39;0.30;0.30;0.00;-0.01;-0.00;0.02;-0.00;1.19;-1.53;90.00;0.07;0.06;0.020
1007.355;196;1.31;-1.70;91.33;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;-0.21;0.30;0.30;-0.00;-0.00;-0.06;-0.02;-0.61;1.19;-1.53;90.00;0.07;0.06;0.026
1007.455;206;1.31;-1.67;89.28;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;-0.05;0.30;0.30;0.01;-0.00;0.04;0.02;-0.22;1.19;-1.53;90.00;0.07;0.06;0.025
1007.555;216;1.31;-1.64;88.95;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.03;0.30;0.30;0.00;-0.00;0.00;-0.00;0.00;1.19;-1.53;90.00;0.07;0.06;0.020
1007.655;224;1.31;-1.62;89.20;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.07;0.30;0.30;-0.00;-0.00;0.00;0.00;0.10;1.19;-1.53;90.00;0.07;0.06;0.016
1007.755;235;1.31;-1.59;89.93;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.11;0.30;0.30;-0.01;0.00;-0.05;-0.05;0.13;1.19;-1.53;90.00;0.07;0.06;0.020
1007.855;244;1.31;-1.56;90.50;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.15;0.29;0.30;-0.00;-0.00;0.03;-0.01;0.11;1.19;-1.53;90.00;0.07;0.06;0.021
1007.955;254;1.31;-1.53;91.23;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.22;0.28;0.29;0.00;0.00;0.00;0.00;0.13;1.19;-1.52;90.07;0.12;0.11;0.023
1008.065;268;1.31;-1.49;92.49;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.30;0.27;0.28;0.00;-0.00;0.00;0.01;0.15;1.19;-1.50;90.51;0.20;0.18;0.029
1008.155;273;1.31;-1.48;93.08;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.33;0.27;0.28;-0.00;-0.01;0.00;0.01;0.23;1.19;-1.48;91.08;0.25;0.23;0.023
1008.265;288;1.31;-1.44;94.90;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.38;0.27;0.25;-0.04;-0.01;0.01;0.01;0.22;1.19;-1.46;91.97;0.30;0.27;0.030
1008.365;297;1.30;-1.41;95.96;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.41;0.26;0.27;-0.00;-0.01;-0.08;-0.07;0.19;1.19;-1.44;92.77;0.33;0.30;0.026
1008.455;306;1.30;-1.39;97.17;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.44;0.26;0.26;0.00;-0.01;-0.00;-0.00;0.18;1.19;-1.42;93.76;0.36;0.33;0.021
1008.555;316;1.30;-1.36;98.43;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.50;0.26;0.25;-0.01;-0.01;0.02;0.03;0.20;1.18;-1.39;95.64;0.41;0.38;0.022
1008.655;324;1.30;-1.34;99.48;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.55;0.27;0.29;-0.04;-0.04;0.31;0.07;0.44;1.18;-1.36;97.20;0.44;0.41;0.019
1008.755;335;1.29;-1.32;101.90;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.57;0.27;0.27;-0.00;-0.01;-0.06;-0.06;0.37;1.17;-1.34;99.01;0.48;0.44;0.021
1008.855;344;1.29;-1.29;104.01;1.16;-1.28;103.50;0.54;0.50;949;1;1;3;0.59;0.28;0.26;-0.02;-0.01;0.10;0.12;0.52;1.17;-1.31;101.11;0.51;0.47;0.021
1008.955;354;1.28;-1.27;106.52;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.57;0.28;0.28;-0.00;-0.01;-0.07;-0.08;0.41;1.17;-1.29;102.27;0.53;0.48;0.023
1009.045;363;1.27;-1.24;108.73;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.42;0.29;0.26;-0.01;-0.01;0.08;0.12;0.46;1.16;-1.26;104.78;0.54;0.50;0.014
1009.155;373;1.26;-1.21;110.49;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.43;0.30;0.29;0.01;-0.01;-0.06;-0.07;0.15;1.15;-1.25;106.06;0.54;0.50;0.015
1009.255;387;1.25;-1.18;112.19;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.49;0.30;0.30;-0.01;-0.01;-0.04;-0.07;0.25;1.15;-1.22;108.61;0.54;0.50;0.022
1009.345;392;1.24;-1.16;113.06;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.51;0.30;0.30;-0.01;-0.01;0.04;0.06;0.39;1.14;-1.21;109.88;0.54;0.50;0.010
1009.455;407;1.23;-1.12;115.57;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.55;0.30;0.30;-0.02;-0.00;-0.01;-0.02;0.20;1.13;-1.18;112.42;0.54;0.50;0.024
1009.545;415;1.22;-1.10;116.70;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.58;0.30;0.30;-0.04;-0.01;0.03;0.05;0.29;1.12;-1.16;113.69;0.54;0.50;0.015
1009.655;424;1.21;-1.07;118.00;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.64;0.30;0.32;-0.04;-0.01;0.05;0.04;0.31;1.10;-1.12;117.50;0.54;0.50;0.023
1009.755;435;1.20;-1.04;120.08;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.67;0.30;0.33;-0.04;-0.00;0.03;0.06;0.37;1.09;-1.09;120.03;0.54;0.50;0.015
1009.855;443;1.19;-1.02;122.11;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.67;0.30;0.33;-0.05;-0.01;0.03;0.03;0.40;1.08;-1.08;121.29;0.54;0.50;0.013
1009.945;452;1.17;-0.99;124.39;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.69;0.30;0.32;-0.08;-0.01;0.04;0.06;0.54;1.06;-1.05;123.82;0.54;0.50;0.014
1010.065;467;1.15;-0.94;128.68;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.69;0.30;0.31;-0.09;-0.01;0.03;0.06;0.64;1.04;-1.03;126.34;0.54;0.50;0.029
1010.155;475;1.14;-0.92;130.91;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.66;0.30;0.34;-0.07;-0.01;-0.02;-0.08;0.46;1.04;-1.02;127.60;0.54;0.50;0.017
1010.255;486;1.12;-0.89;134.02;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.66;0.30;0.33;-0.08;-0.01;0.02;0.03;0.47;1.02;-0.99;130.12;0.54;0.50;0.019
1010.345;494;1.11;-0.86;136.19;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.67;0.30;0.33;-0.08;-0.01;0.01;0.03;0.48;1.00;-0.97;132.63;0.54;0.50;0.012
1010.455;505;1.09;-0.83;139.40;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.66;0.30;0.32;-0.08;-0.01;0.01;0.03;0.53;0.97;-0.95;135.14;0.54;0.50;0.017
1010.555;513;1.07;-0.81;142.02;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.62;0.30;0.31;-0.07;-0.01;0.01;0.05;0.48;0.96;-0.94;136.39;0.53;0.50;0.015
1010.665;528;1.04;-0.78;145.96;0.88;-0.87;145.14;0.53;0.50;949;2;1;3;0.61;0.30;0.30;-0.09;-0.01;0.00;0.09;0.58;0.94;-0.91;138.90;0.53;0.50;0.028
1010.765;536;1.02;-0.76;147.78;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.60;0.30;0.32;-0.03;-0.01;0.01;-0.16;0.46;0.93;-0.90;140.15;0.53;0.50;0.032
1010.855;547;1.00;-0.74;151.10;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.40;0.30;0.30;-0.01;-0.01;-0.00;0.01;0.44;0.90;-0.88;142.65;0.53;0.50;0.017
1010.955;556;0.97;-0.73;151.92;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.43;0.30;0.31;-0.00;-0.00;0.01;0.04;0.12;0.89;-0.88;143.89;0.53;0.50;0.021
1011.055;566;0.95;-0.71;153.15;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.48;0.30;0.30;-0.00;-0.01;0.02;-0.10;0.21;0.87;-0.86;146.38;0.53;0.50;0.022
1011.145;574;0.93;-0.70;154.60;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.50;0.30;0.30;-0.03;-0.01;-0.01;0.06;0.33;0.84;-0.84;148.82;0.52;0.50;0.010
1011.245;584;0.90;-0.69;156.20;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.52;0.30;0.31;0.00;-0.01;0.04;-0.19;0.25;0.81;-0.83;151.21;0.51;0.50;0.015
1011.345;594;0.87;-0.67;158.47;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.49;0.30;0.29;-0.00;-0.01;-0.00;0.02;0.36;0.80;-0.82;152.38;0.50;0.50;0.011
1011.445;605;0.84;-0.66;160.39;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.50;0.30;0.32;-0.04;-0.04;0.06;0.26;0.45;0.77;-0.80;154.69;0.50;0.50;0.007
1011.555;613;0.82;-0.65;162.08;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.48;0.30;0.29;-0.01;-0.01;-0.00;0.00;0.33;0.76;-0.80;155.83;0.49;0.50;0.013
1011.645;622;0.79;-0.64;163.56;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.49;0.30;0.31;-0.02;-0.00;-0.00;0.03;0.36;0.73;-0.79;158.07;0.48;0.50;0.009
1011.745;633;0.76;-0.63;165.90;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.46;0.30;0.30;-0.00;-0.01;0.02;-0.04;0.32;0.72;-0.78;159.16;0.48;0.50;0.011
1011.855;646;0.73;-0.62;168.36;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.44;0.30;0.29;-0.01;-0.01;-0.03;0.07;0.34;0.69;-0.77;161.32;0.47;0.50;0.018
1011.955;656;0.70;-0.62;169.87;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.43;0.30;0.30;0.00;-0.01;0.09;-0.18;0.22;0.67;-0.77;162.38;0.46;0.50;0.019
1012.045;664;0.67;-0.61;171.52;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.43;0.30;0.29;-0.01;-0.01;-0.02;0.04;0.32;0.64;-0.76;164.47;0.45;0.50;0.008
1012.155;675;0.64;-0.61;173.30;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.43;0.30;0.32;-0.04;-0.04;0.01;0.29;0.44;0.61;-0.75;166.51;0.44;0.50;0.019
1012.245;683;0.62;-0.61;174.92;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.42;0.30;0.29;-0.00;-0.01;0.00;-0.01;0.30;0.58;-0.74;168.49;0.43;0.50;0.010
1012.345;696;0.58;-0.60;177.26;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.40;0.30;0.29;-0.01;-0.01;-0.05;0.08;0.35;0.57;-0.74;169.47;0.43;0.50;0.009
1012.455;706;0.55;-0.60;178.80;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.37;0.30;0.30;0.00;-0.01;0.11;-0.15;0.22;0.54;-0.73;171.39;0.42;0.50;0.018
1012.545;716;0.52;-0.60;180.25;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.36;0.30;0.30;-0.03;-0.01;0.05;-0.07;0.17;0.52;-0.73;172.33;0.42;0.50;0.015
1012.645;725;0.49;-0.59;181.45;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.38;0.30;0.30;-0.05;-0.01;-0.03;0.03;0.21;0.49;-0.73;174.17;0.41;0.50;0.013
1012.755;734;0.46;-0.59;182.35;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.40;0.30;0.30;-0.00;-0.01;0.11;-0.13;0.16;0.46;-0.73;175.97;0.40;0.50;0.020
1012.845;744;0.43;-0.59;183.83;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.40;0.30;0.30;-0.03;-0.01;0.05;-0.06;0.21;0.43;-0.72;177.72;0.39;0.50;0.014
1012.945;753;0.41;-0.59;185.19;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.41;0.30;0.30;-0.05;-0.01;-0.05;0.05;0.27;0.40;-0.72;179.43;0.38;0.50;0.010
1013.045;763;0.38;-0.59;186.39;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.38;0.30;0.31;-0.02;-0.00;-0.03;0.05;0.28;0.40;-0.72;179.43;0.38;0.50;0.011
1013.145;772;0.35;-0.59;187.70;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.35;0.30;0.30;-0.02;-0.01;0.04;-0.05;0.16;0.40;-0.72;179.43;0.38;0.50;0.014
1013.255;786;0.31;-0.59;189.11;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.32;0.30;0.30;-0.03;-0.01;0.07;-0.07;0.11;0.40;-0.72;179.43;0.38;0.50;0.017
1013.345;796;0.28;-0.60;189.85;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.31;0.29;0.29;-0.00;-0.01;-0.02;0.01;0.06;0.40;-0.72;179.43;0.38;0.50;0.011
1013.435;805;0.25;-0.60;190.19;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.31;0.28;0.27;-0.01;-0.01;-0.05;0.05;0.11;0.40;-0.72;179.43;0.38;0.50;0.008
1013.545;814;0.23;-0.61;190.29;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.32;0.27;0.27;-0.00;-0.01;-0.04;0.04;0.10;0.40;-0.72;179.43;0.38;0.50;0.017
1013.645;824;0.20;-0.61;190.50;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.33;0.26;0.27;-0.00;-0.01;0.02;-0.03;-0.03;0.40;-0.72;179.43;0.38;0.50;0.009
1013.745;835;0.18;-0.62;190.73;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.33;0.24;0.24;-0.00;-0.01;-0.02;0.01;-0.01;0.40;-0.72;179.43;0.38;0.50;0.015
1013.845;843;0.16;-0.62;190.76;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.34;0.22;0.22;-0.00;-0.01;-0.04;0.04;0.08;0.40;-0.72;179.43;0.38;0.50;0.012
1013.945;852;0.14;-0.62;190.64;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.36;0.20;0.23;0.00;-0.01;0.09;-0.09;-0.08;0.40;-0.72;179.43;0.38;0.50;0.011
1014.035;862;0.11;-0.62;190.77;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.37;0.18;0.21;-0.03;-0.01;0.13;-0.12;-0.02;0.40;-0.72;179.43;0.38;0.50;0.007
1014.145;876;0.09;-0.62;191.39;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.37;0.16;0.17;-0.01;-0.01;-0.05;0.05;0.11;0.40;-0.72;179.43;0.38;0.50;0.018
1014.235;885;0.07;-0.63;191.52;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.37;0.14;0.14;0.00;-0.01;-0.05;0.05;0.05;0.40;-0.72;179.43;0.38;0.50;0.013
1014.345;894;0.06;-0.63;191.53;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.38;0.11;0.12;-0.00;-0.01;-0.02;0.01;-0.04;0.40;-0.72;179.43;0.38;0.50;0.014
1014.445;905;0.05;-0.63;191.25;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.39;0.09;0.09;-0.00;-0.01;-0.04;0.04;-0.01;0.40;-0.72;179.43;0.38;0.50;0.018
1014.555;913;0.04;-0.63;191.05;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.41;0.06;0.07;-0.00;-0.01;-0.03;0.02;-0.05;0.40;-0.72;179.43;0.38;0.50;0.014
1014.645;923;0.04;-0.63;190.69;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.43;0.04;0.05;0.00;-0.01;-0.02;0.02;-0.06;0.40;-0.72;179.43;0.38;0.50;0.013
1014.755;933;0.03;-0.63;190.29;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.45;0.02;0.03;0.00;-0.01;-0.02;0.02;-0.07;0.40;-0.72;179.43;0.38;0.50;0.016
1014.855;947;0.03;-0.64;189.47;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.48;-0.00;0.02;0.00;-0.00;0.04;-0.03;-0.13;0.40;-0.72;179.43;0.38;0.50;0.016
1014.955;956;0.03;-0.64;188.95;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.51;-0.02;-0.01;0.00;-0.00;-0.02;0.02;-0.10;0.40;-0.72;179.43;0.38;0.50;0.017
1015.055;966;0.03;-0.64;188.44;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.53;-0.04;-0.02;0.00;0.00;0.00;-0.01;-0.07;0.40;-0.72;179.43;0.38;0.50;0.017
1015.145;972;0.03;-0.64;188.14;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.54;-0.05;-0.03;0.00;0.00;0.00;-0.00;-0.10;0.40;-0.72;179.43;0.38;0.50;0.010
1015.255;986;0.04;-0.63;187.36;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.57;-0.07;-0.06;0.00;-0.00;0.00;0.01;-0.06;0.40;-0.72;179.43;0.38;0.50;0.019
1015.355;995;0.05;-0.63;186.92;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.58;-0.08;-0.08;0.01;-0.00;0.00;0.01;-0.09;0.40;-0.72;179.43;0.38;0.50;0.020
1015.445;1004;0.05;-0.63;186.46;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.60;-0.09;-0.08;-0.00;-0.00;-0.04;-0.07;-0.07;0.40;-0.72;179.43;0.38;0.50;0.014
1015.545;1014;0.06;-0.63;185.78;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.62;-0.10;-0.10;0.00;-0.00;0.01;0.01;-0.10;0.40;-0.72;179.43;0.38;0.50;0.011
1015.635;1023;0.07;-0.63;185.21;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.64;-0.10;-0.11;0.00;-0.01;0.02;0.05;-0.16;0.40;-0.72;179.43;0.38;0.50;0.008
1015.745;1032;0.08;-0.63;184.59;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.66;-0.11;-0.11;-0.00;-0.01;0.03;0.05;-0.17;0.40;-0.72;179.43;0.38;0.50;0.012
1015.865;1047;0.10;-0.63;183.52;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.69;-0.11;-0.12;0.00;-0.01;0.03;0.04;-0.13;0.40;-0.72;179.43;0.38;0.50;0.018
1015.955;1055;0.11;-0.63;183.11;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.70;-0.11;-0.12;-0.00;-0.01;0.03;0.06;-0.18;0.40;-0.72;179.43;0.38;0.50;0.011
1016.035;1062;0.12;-0.63;182.53;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.72;-0.11;-0.11;-0.00;-0.01;-0.02;-0.03;-0.08;0.40;-0.72;179.43;0.38;0.50;0.007
1016.145;1074;0.13;-0.63;181.55;0.40;-0.72;179.43;0.38;0.50;949;3;1;3;0.75;-0.11;-0.11;0.03;-0.01;-0.03;-0.04;-0.13;0.40;-0.72;179.43;0.38;0.50;0.011
