t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
2257.995;16;1.10;-0.31;0.41;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.04;-0.00;0.00;0.00;0.01;0.01;0.01;0.95;-0.35;0.00;0.00;-0.50;0.090;-0.82;-0.86;-1000.00;-1000.00
2258.025;16;1.10;-0.31;0.41;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.08;-0.00;0.00;0.00;0.01;0.01;0.01;0.95;-0.35;0.00;0.00;-0.50;0.024;-0.82;-0.86;-1000.00;-1000.00
2258.135;29;1.09;-0.31;0.53;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.12;-0.08;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.028;-0.82;-0.86;-1000.00;-1000.00
2258.245;39;1.08;-0.31;0.67;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.15;-0.12;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.037;-0.82;-0.86;-1000.00;-1000.00
2258.335;47;1.07;-0.31;0.75;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.18;-0.15;-0.00;-0.00;0.02;0.04;0.01;0.95;-0.35;0.00;0.00;-0.50;0.032;-0.82;-0.86;-1000.00;-1000.00
2258.445;58;1.05;-0.31;0.86;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.06;-0.21;-0.18;-0.00;-0.00;0.02;0.04;0.02;0.95;-0.35;0.00;0.00;-0.50;0.041;-0.82;-0.86;-1000.00;-1000.00
2258.535;66;1.04;-0.31;0.94;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.06;-0.23;-0.21;-0.00;0.00;0.00;0.01;0.03;0.95;-0.35;0.00;0.00;-0.50;0.034;-0.82;-0.86;-1000.00;-1000.00
2258.625;76;1.02;-0.31;1.04;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.05;-0.25;-0.23;-0.00;0.00;-0.01;-0.03;0.02;0.95;-0.35;0.00;0.00;-0.50;0.024;-0.82;-0.86;-1000.00;-1000.00
2258.745;90;0.98;-0.31;1.15;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.05;-0.27;-0.25;-0.00;0.00;-0.01;-0.03;0.01;0.95;-0.35;0.00;0.00;-0.50;0.044;-0.82;-0.86;-1000.00;-1000.00
2258.835;100;0.96;-0.31;1.20;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.04;-0.28;-0.27;-0.00;0.00;-0.01;-0.03;0.01;0.95;-0.35;0.00;0.00;-0.50;0.024;-0.82;-0.86;-1000.00;-1000.00
