t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
13001.865;13;0.45;0.70;-171.91;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.76;-0.02;0.00;0.00;-0.00;0.00;-0.00;-0.00;0.45;0.55;180.00;0.00;-0.50;0.041;4.53;5.54;-1000.00;-1000.00
13001.945;20;0.45;0.70;-171.91;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.76;-0.05;0.00;0.00;-0.00;0.00;-0.00;-0.00;0.45;0.55;180.00;0.00;-0.50;0.021;4.53;5.54;-1000.00;-1000.00
13002.065;33;0.45;0.70;-172.74;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.72;-0.07;-0.05;0.00;0.00;0.00;-0.00;-0.14;0.45;0.55;180.00;0.00;-0.50;0.046;4.53;5.54;-1000.00;-1000.00
13002.145;39;0.46;0.70;-173.28;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.69;-0.09;-0.07;0.00;0.00;0.00;0.00;-0.17;0.46;0.55;180.00;0.00;-0.50;0.028;4.53;5.54;-1000.00;-1000.00
13002.245;47;0.46;0.70;-174.08;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.66;-0.11;-0.09;-0.00;-0.00;-0.00;0.00;-0.19;0.46;0.55;180.00;0.00;-0.50;0.019;4.53;5.54;-1000.00;-1000.00
13002.345;58;0.47;0.70;-175.19;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.60;-0.13;-0.11;-0.00;-0.01;-0.00;0.00;-0.17;0.47;0.55;180.00;0.00;-0.50;0.020;4.53;5.54;-1000.00;-1000.00
13002.455;70;0.49;0.70;-176.24;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.55;-0.14;-0.13;-0.00;-0.01;-0.00;0.00;-0.14;0.48;0.55;180.00;0.00;-0.50;0.026;4.53;5.54;-1000.00;-1000.00
13002.555;81;0.50;0.70;-177.01;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.52;-0.16;-0.14;0.00;-0.01;-0.01;0.00;-0.12;0.49;0.55;180.00;0.00;-0.50;0.036;4.53;5.54;-1000.00;-1000.00
13002.655;90;0.51;0.70;-177.60;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.49;-0.18;-0.14;0.02;-0.01;-0.04;0.06;-0.12;0.51;0.55;180.00;0.00;-0.50;0.028;4.53;5.54;-1000.00;-1000.00
13002.765;100;0.53;0.70;-178.19;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.46;-0.19;-0.18;-0.00;-0.01;0.06;-0.10;-0.08;0.52;0.55;180.00;0.00;-0.50;0.038;4.53;5.54;-1000.00;-1000.00
13002.845;108;0.54;0.70;-178.64;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.44;-0.20;-0.17;0.00;-0.01;-0.04;0.06;-0.11;0.54;0.55;180.00;0.00;-0.50;0.023;4.53;5.54;-1000.00;-1000.00
13002.945;119;0.57;0.70;-179.16;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.42;-0.22;-0.19;0.00;-0.01;-0.05;0.08;-0.10;0.57;0.55;180.00;0.00;-0.50;0.027;4.53;5.54;-1000.00;-1000.00
13003.045;127;0.58;0.70;-179.53;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.40;-0.23;-0.21;0.00;-0.01;0.00;-0.02;-0.07;0.58;0.55;180.00;0.00;-0.50;0.022;4.53;5.54;-1000.00;-1000.00
13003.155;138;0.61;0.70;-179.94;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.38;-0.24;-0.23;0.00;-0.01;-0.01;0.01;-0.06;0.60;0.55;180.00;0.00;-0.50;0.026;4.53;5.54;-1000.00;-1000.00
13003.245;147;0.63;0.70;-180.28;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.36;-0.26;-0.23;0.01;-0.01;-0.03;0.05;-0.08;0.63;0.55;180.00;0.00;-0.50;0.023;4.53;5.54;-1000.00;-1000.00
13003.345;157;0.65;0.70;-180.61;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.34;-0.27;-0.24;0.01;-0.01;-0.03;0.05;-0.07;0.64;0.55;180.00;0.00;-0.50;0.021;4.53;5.54;-1000.00;-1000.00
13003.445;168;0.68;0.70;-180.88;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.33;-0.27;-0.25;0.00;-0.01;-0.03;0.04;-0.07;0.64;0.55;180.00;0.00;-0.50;0.022;4.53;5.54;-1000.00;-1000.00
13003.545;181;0.71;0.70;-181.17;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.31;-0.28;-0.26;0.01;-0.01;-0.02;0.04;-0.05;0.64;0.55;180.00;0.00;-0.50;0.022;4.53;5.54;-1000.00;-1000.00
13003.645;187;0.73;0.70;-181.26;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.30;-0.28;-0.26;0.00;-0.01;-0.02;0.04;-0.04;0.64;0.55;180.00;0.00;-0.50;0.017;4.53;5.54;-1000.00;-1000.00
13003.755;200;0.76;0.70;-181.41;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.29;-0.27;-0.26;0.00;-0.01;-0.02;0.04;-0.04;0.64;0.55;180.00;0.00;-0.50;0.025;4.53;5.54;-1000.00;-1000.00
13003.845;210;0.79;0.70;-181.48;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.29;-0.27;-0.26;0.00;-0.01;-0.02;0.04;-0.03;0.64;0.55;180.00;0.00;-0.50;0.032;4.53;5.54;-1000.00;-1000.00
13003.955;219;0.81;0.70;-181.52;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.28;-0.26;-0.26;0.00;-0.01;-0.02;0.04;-0.03;0.64;0.55;180.00;0.00;-0.50;0.035;4.53;5.54;-1000.00;-1000.00
13004.045;229;0.84;0.70;-181.46;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.28;-0.25;-0.25;0.01;-0.01;-0.03;0.05;-0.01;0.64;0.55;180.00;0.00;-0.50;0.020;4.53;5.54;-1000.00;-1000.00
13004.165;242;0.87;0.70;-181.42;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.28;-0.23;-0.23;0.00;-0.01;-0.02;0.04;-0.03;0.64;0.55;180.00;0.00;-0.50;0.039;4.53;5.54;-1000.00;-1000.00
13004.265;252;0.89;0.69;-181.32;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.29;-0.22;-0.22;0.01;-0.01;-0.03;0.05;-0.02;0.64;0.55;180.00;0.00;-0.50;0.040;4.53;5.54;-1000.00;-1000.00
13004.345;261;0.91;0.69;-181.22;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.29;-0.20;-0.20;0.01;-0.01;-0.03;0.06;-0.01;0.64;0.55;180.00;0.00;-0.50;0.024;4.53;5.54;-1000.00;-1000.00
13004.455;271;0.93;0.69;-181.08;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.29;-0.18;-0.19;0.00;-0.01;-0.03;0.05;-0.01;0.64;0.55;180.00;0.00;-0.50;0.025;4.53;5.54;-1000.00;-1000.00
