t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
434.585;14;1.10;-0.30;-0.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.04;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.086;1.02;2.02;-1000.00;-1000.00
434.615;16;1.10;-0.30;-0.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.08;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.013;1.02;2.02;-1000.00;-1000.00
434.725;24;1.10;-0.30;-0.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.12;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.013;1.02;2.02;-1000.00;-1000.00
434.835;35;1.10;-0.30;0.15;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.15;-0.12;0.00;-0.00;0.00;-0.01;0.05;0.95;-0.35;0.00;0.00;-0.50;0.027;1.02;2.02;-1000.00;-1000.00
434.915;44;1.08;-0.30;0.32;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.19;-0.15;0.00;-0.00;-0.01;-0.03;0.02;0.95;-0.35;0.00;0.00;-0.50;0.013;1.02;2.02;-1000.00;-1000.00
435.025;55;1.07;-0.30;0.58;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.21;-0.18;-0.00;0.00;0.00;0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.017;1.02;2.02;-1000.00;-1000.00
435.115;63;1.05;-0.30;0.75;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.24;-0.21;-0.00;0.00;0.00;-0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.016;1.02;2.02;-1000.00;-1000.00
435.225;78;1.02;-0.30;1.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.26;-0.24;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.023;1.02;2.02;-1000.00;-1000.00
435.315;87;0.99;-0.30;1.08;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.07;-0.28;-0.26;0.00;0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.017;1.02;2.02;-1000.00;-1000.00
435.425;97;0.97;-0.30;1.14;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.29;-0.28;0.00;0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.019;1.02;2.02;-1000.00;-1000.00
