t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
1279.845;16;1.10;-0.30;0.02;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.04;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.094;1.88;2.58;-1000.00;-1000.00
1279.855;16;1.10;-0.30;0.02;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.08;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.016;1.88;2.58;-1000.00;-1000.00
1279.975;28;1.09;-0.30;0.22;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.12;-0.08;0.00;-0.00;0.00;-0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.030;1.88;2.58;-1000.00;-1000.00
1280.065;35;1.09;-0.30;0.29;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.15;-0.12;0.00;0.00;0.01;0.01;0.03;0.95;-0.35;0.00;0.00;-0.50;0.021;1.88;2.58;-1000.00;-1000.00
1280.175;47;1.07;-0.30;0.44;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.10;-0.18;-0.15;-0.00;-0.00;0.02;0.04;0.03;0.95;-0.35;0.00;0.00;-0.50;0.035;1.88;2.58;-1000.00;-1000.00
1280.275;58;1.05;-0.30;0.62;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.21;-0.18;-0.00;0.00;0.00;-0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.025;1.88;2.58;-1000.00;-1000.00
1280.365;66;1.04;-0.30;0.80;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.23;-0.21;0.00;0.00;0.00;-0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.025;1.88;2.58;-1000.00;-1000.00
1280.465;77;1.01;-0.30;0.98;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.25;-0.23;0.00;0.00;0.00;-0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.024;1.88;2.58;-1000.00;-1000.00
1280.565;85;0.99;-0.30;1.07;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.07;-0.27;-0.25;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.019;1.88;2.58;-1000.00;-1000.00
1280.665;94;0.97;-0.30;1.15;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.28;-0.27;-0.00;0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.013;1.88;2.58;-1000.00;-1000.00
1280.765;105;0.94;-0.30;1.21;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.29;-0.28;0.00;-0.00;0.00;-0.00;0.01;0.94;-0.35;-0.00;0.00;-0.50;0.021;1.88;2.58;-1000.00;-1000.00
1280.895;117;0.90;-0.30;1.26;0.65;-0.35;0.00;-0.00;0.37;217;0;1;7;-0.05;-0.30;-0.29;0.00;-0.00;0.00;-0.00;0.00;0.92;-0.35;-0.00;0.00;-0.50;0.042;1.88;2.58;-1000.00;-1000.00
1280.975;128;0.87;-0.30;1.28;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.30;-0.30;0.00;-0.00;0.00;-0.00;0.00;0.89;-0.34;8.71;0.51;0.45;0.032;1.88;2.58;-1000.00;-1000.00
1281.065;136;0.86;-0.30;0.96;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.30;-0.01;0.00;-0.00;-0.00;0.00;-0.05;0.87;-0.34;7.48;0.48;0.45;0.021;1.88;2.58;-1000.00;-1000.00
