t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
1595606584.432;11;1.11;-0.38;3.03;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;0.21;-0.04;-0.00;0.00;0.00;-0.00;0.01;0.00;0.95;-0.35;0.00;0.00;-0.50;0.012;0.70;2.25;1.38;-1.07
1595606584.525;20;1.11;-0.38;3.00;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;0.21;-0.08;-0.00;0.00;0.00;-0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.005;0.69;2.25;1.38;-1.07
1595606584.625;30;1.11;-0.38;2.76;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;0.20;-0.12;-0.01;0.00;0.00;-0.00;0.04;-0.06;0.95;-0.35;0.00;0.00;-0.50;0.005;0.69;2.25;1.38;-1.07
1595606584.725;40;1.10;-0.38;2.57;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;0.19;-0.16;-0.03;0.00;0.00;-0.00;0.02;-0.06;0.95;-0.35;0.00;0.00;-0.50;0.006;0.69;2.25;1.38;-1.07
1595606584.826;50;1.09;-0.38;2.12;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;0.17;-0.19;-0.10;0.00;0.00;-0.00;0.04;-0.07;0.95;-0.35;0.00;0.00;-0.50;0.006;0.69;2.25;1.38;-1.07
1595606584.925;60;1.07;-0.38;1.63;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;0.15;-0.22;-0.14;0.00;0.00;-0.00;0.00;-0.09;0.95;-0.35;0.00;0.00;-0.50;0.006;0.70;2.25;1.38;-1.07
1595606585.025;70;1.05;-0.38;1.15;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;0.13;-0.24;-0.15;0.00;0.00;-0.00;0.02;-0.09;0.95;-0.35;0.00;0.00;-0.50;0.006;0.71;2.25;1.38;-1.07
1595606585.125;80;1.03;-0.38;0.73;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;0.11;-0.26;-0.20;0.00;0.00;0.01;0.01;-0.08;0.95;-0.35;0.00;0.00;-0.50;0.006;0.73;2.25;1.38;-1.07
1595606585.225;90;1.01;-0.38;0.30;0.76;-0.35;-0.00;0.00;-0.50;363;2;1;2;0.09;-0.28;-0.23;0.00;0.00;0.00;0.01;-0.08;0.95;-0.35;0.00;0.00;-0.50;0.006;0.75;2.24;1.38;-1.07
1595606585.324;100;0.98;-0.38;-0.11;0.76;-0.35;-0.00;0.00;-0.50;363;2;1;2;0.07;-0.30;-0.24;0.00;0.00;-0.00;0.02;-0.07;0.95;-0.35;0.00;0.00;-0.50;0.004;0.77;2.24;1.38;-1.07
