t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
1595951714.880;15;1.07;2.39;2.13;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.01;-0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.95;2.35;0.00;0.00;-0.50;0.048;-0.38;0.85;-100.00;-100.00
1595951714.941;21;1.07;2.39;1.96;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;-0.00;-0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.95;2.35;0.00;0.00;-0.50;0.009;-0.41;0.85;-100.00;-100.00
1595951715.041;30;1.07;2.39;1.96;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;-0.00;-0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.95;2.35;0.00;0.00;-0.50;0.009;-0.45;0.84;-100.00;-100.00
1595951715.141;41;1.07;2.39;2.02;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.00;-0.14;0.00;0.00;0.00;-0.00;0.02;-0.00;0.95;2.35;0.00;0.00;-0.50;0.009;-0.49;0.82;-100.00;-100.00
1595951715.241;51;1.06;2.39;1.86;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;-0.01;-0.17;-0.04;0.00;0.00;-0.00;-0.01;-0.01;0.95;2.35;0.00;0.00;-0.50;0.009;-0.53;0.81;-100.00;-100.00
1595951715.340;61;1.05;2.39;1.97;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;-0.00;-0.19;-0.10;0.00;0.00;0.00;0.01;-0.00;0.95;2.35;0.00;0.00;-0.50;0.009;-0.57;0.79;-100.00;-100.00
1595951715.441;71;1.03;2.39;2.05;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.00;-0.22;-0.13;0.00;0.00;-0.00;-0.01;-0.01;0.95;2.35;0.00;0.00;-0.50;0.009;-0.60;0.76;-100.00;-100.00
1595951715.541;81;1.01;2.39;1.74;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;-0.01;-0.24;-0.16;0.00;0.00;-0.00;-0.01;-0.01;0.95;2.35;0.00;0.00;-0.50;0.009;-0.64;0.74;-100.00;-100.00
1595951715.638;91;0.99;2.39;1.70;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;-0.01;-0.26;-0.19;0.00;0.00;-0.00;-0.01;-0.01;0.95;2.35;0.00;0.00;-0.50;0.006;-0.67;0.71;-100.00;-100.00
1595951715.739;101;0.97;2.39;1.82;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;-0.00;-0.27;-0.21;0.00;0.00;-0.00;0.01;-0.00;0.95;2.35;0.00;0.00;-0.50;0.007;-0.70;0.67;-100.00;-100.00
1595951715.838;111;0.95;2.39;1.83;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.00;-0.28;-0.23;0.00;0.00;0.01;0.00;-0.00;0.95;2.35;0.00;0.00;-0.50;0.006;-0.72;0.64;-100.00;-100.00
1595951715.953;121;0.92;2.38;1.66;0.65;2.35;-0.00;0.11;0.00;226;1;1;5;-0.00;-0.29;-0.25;0.00;0.00;0.02;0.00;-0.01;0.93;2.35;-0.00;0.00;-0.50;0.014;-0.74;0.61;-100.00;-100.00
1595951716.045;131;0.90;2.38;1.34;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.66;-0.26;-0.26;0.00;0.00;0.02;-0.01;0.00;0.91;2.39;20.85;0.66;0.50;0.013;-0.77;0.57;-100.00;-100.00
1595951716.138;141;0.87;2.38;1.32;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;-0.21;-0.27;0.00;0.00;-0.01;0.00;-0.15;0.88;2.38;17.60;0.65;0.50;0.006;-0.78;0.53;-100.00;-100.00
1595951716.237;151;0.85;2.38;-2.83;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;-0.15;-0.26;0.00;0.00;-0.02;-0.02;-0.50;0.86;2.37;15.98;0.65;0.50;0.005;-0.79;0.49;-100.00;-100.00
1595951716.335;160;0.84;2.38;-6.02;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;-0.10;-0.29;0.00;0.00;-0.02;-0.03;-0.49;0.85;2.37;14.37;0.65;0.50;0.003;-0.81;0.46;-100.00;-100.00
1595951716.435;170;0.83;2.38;-8.34;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;-0.05;-0.17;0.00;0.00;0.01;-0.00;-0.40;0.83;2.37;12.78;0.64;0.49;0.003;-0.81;0.42;-100.00;-100.00
