t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
109282.505;13;0.67;-2.19;96.96;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;-0.00;0.00;0.00;0.02;0.00;-0.02;0.66;-2.16;90.00;-0.00;0.50;0.044
109282.555;16;0.67;-2.19;96.97;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.00;-0.00;0.00;0.04;0.01;-0.01;0.66;-2.16;90.00;-0.00;0.50;0.003
109282.655;24;0.68;-2.19;96.92;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.00;-0.01;-0.01;-0.06;-0.03;-0.00;0.66;-2.16;90.00;-0.00;0.50;0.007
109282.765;35;0.68;-2.19;97.01;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;-0.00;-0.01;-0.06;0.02;-0.30;-0.00;0.66;-2.16;90.00;-0.00;0.50;0.003
109282.855;47;0.67;-2.19;97.06;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.00;0.00;-0.01;0.12;0.09;0.02;0.66;-2.16;90.00;-0.00;0.50;0.005
109282.955;57;0.68;-2.19;97.06;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.00;0.00;0.00;0.02;-0.02;0.02;0.66;-2.16;90.00;-0.00;0.50;0.003
109283.055;67;0.68;-2.19;97.11;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;-0.00;-0.00;-0.00;-0.08;-0.06;0.03;0.66;-2.16;90.00;-0.00;0.50;0.007
109283.165;76;0.68;-2.19;97.09;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.02;-0.01;-0.01;-0.13;-0.07;0.12;0.66;-2.16;90.00;-0.00;0.50;0.005
109283.265;85;0.68;-2.19;97.08;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;-0.00;0.00;-0.01;-0.09;-0.05;0.04;0.66;-2.16;90.00;-0.00;0.50;0.009
109283.355;96;0.68;-2.19;97.02;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.00;-0.01;0.00;-0.03;0.01;0.01;0.66;-2.16;90.00;-0.00;0.50;0.003
109283.505;109;0.67;-2.19;97.03;0.66;-2.16;90.00;-0.00;0.50;726;0;1;0;0.00;0.00;-0.01;0.01;0.00;-0.00;-0.00;-0.04;0.66;-2.16;90.00;-0.00;0.50;0.022
109283.555;115;0.67;-2.19;96.95;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;-0.00;-0.00;-0.00;0.02;0.03;-0.01;0.66;-2.16;90.00;-0.00;0.50;0.003
109283.655;128;0.67;-2.19;96.71;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;-0.01;0.01;-0.00;-0.01;0.04;0.01;0.66;-2.16;90.00;-0.00;0.50;0.004
109283.755;138;0.67;-2.20;96.55;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;-0.01;0.01;-0.01;0.08;0.12;-0.07;0.66;-2.16;90.00;-0.00;0.50;0.005
109283.865;147;0.67;-2.20;96.48;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.01;-0.01;0.01;-0.02;-0.00;0.04;0.66;-2.16;90.00;-0.00;0.50;0.004
109283.955;157;0.67;-2.20;96.41;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.00;0.01;-0.01;0.07;0.05;-0.04;0.66;-2.16;90.00;-0.00;0.50;0.003
109284.055;166;0.67;-2.20;96.34;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.01;-0.00;-0.01;-0.06;-0.04;0.05;0.66;-2.16;90.00;-0.00;0.50;0.003
109284.165;176;0.67;-2.20;96.17;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.01;0.00;0.00;-0.00;-0.00;0.05;0.66;-2.16;90.00;-0.00;0.50;0.009
109284.255;184;0.67;-2.20;96.09;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.00;0.00;-0.01;0.10;0.09;0.01;0.66;-2.16;90.00;-0.00;0.50;0.003
109284.355;195;0.67;-2.20;96.00;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.01;-0.02;-0.04;0.11;-0.25;-0.05;0.66;-2.16;90.00;-0.00;0.50;0.007
109284.495;210;0.67;-2.20;95.90;0.66;-2.16;90.00;-0.00;0.50;726;0;1;0;0.00;0.00;-0.01;-0.00;-0.00;0.02;-0.01;-0.02;0.66;-2.16;90.00;-0.00;0.50;0.029
109284.565;218;0.67;-2.20;95.90;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.02;-0.00;0.01;-0.03;0.02;0.06;0.66;-2.16;90.00;-0.00;0.50;0.003
109284.665;227;0.67;-2.20;95.76;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.01;-0.01;0.01;0.02;0.00;-0.00;0.66;-2.16;90.00;-0.00;0.50;0.005
109284.755;237;0.67;-2.20;95.60;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;-0.01;-0.01;-0.00;0.07;-0.04;-0.06;0.66;-2.16;90.00;-0.00;0.50;0.004
109284.865;246;0.67;-2.20;95.65;0.66;-2.16;90.00;-0.00;0.50;726;0;0;0;0.00;0.00;0.00;-0.00;0.01;-0.01;0.02;-0.00;0.66;-2.16;90.00;-0.00;0.50;0.008
