t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
5069.105;14;1.23;-2.13;0.02;1.36;-2.26;0.00;0.00;-0.50;369;0;1;1;-0.31;-0.02;0.00;0.00;-0.00;0.00;0.00;0.00;1.23;-2.26;0.00;-0.00;-0.50;0.044
5069.185;20;1.23;-2.13;0.02;1.36;-2.26;0.00;0.00;-0.50;369;0;1;1;-0.31;-0.05;0.00;0.00;-0.00;0.00;0.00;0.00;1.23;-2.26;0.00;-0.00;-0.50;0.030
5069.265;29;1.23;-2.13;0.02;1.36;-2.26;0.00;0.00;-0.50;369;0;1;1;-0.31;-0.07;0.00;0.00;-0.00;0.00;0.00;0.00;1.23;-2.26;0.00;-0.00;-0.50;0.012
5069.375;39;1.22;-2.13;0.26;1.36;-2.26;0.00;0.00;-0.50;369;0;1;1;-0.30;-0.09;-0.07;-0.00;0.00;0.01;0.02;0.08;1.22;-2.26;0.00;-0.00;-0.50;0.015
5069.465;47;1.22;-2.13;0.65;1.36;-2.26;0.00;0.00;-0.50;369;0;1;1;-0.28;-0.11;-0.09;0.00;0.00;0.00;-0.00;0.09;1.22;-2.26;0.00;-0.00;-0.50;0.012
5069.585;58;1.21;-2.13;1.16;0.96;-2.26;0.00;0.00;-0.50;62;0;1;1;-0.25;-0.13;-0.11;0.00;0.00;-0.00;-0.00;0.08;1.21;-2.26;0.00;-0.00;-0.50;0.017
5069.665;66;1.20;-2.13;1.49;0.96;-2.26;0.00;0.00;-0.50;62;0;1;1;-0.23;-0.17;-0.13;-0.00;0.00;0.00;-0.00;0.07;0.96;-2.26;0.00;0.00;-0.50;0.014
5069.775;81;1.17;-2.13;2.14;0.96;-2.26;0.00;0.00;-0.50;62;0;1;1;-0.20;-0.21;-0.17;0.00;-0.00;-0.00;-0.00;0.08;0.96;-2.26;0.00;0.00;-0.50;0.020
5069.875;89;1.16;-2.13;2.48;0.96;-2.26;0.00;0.00;-0.50;62;0;1;1;-0.18;-0.25;-0.21;0.00;-0.00;-0.00;-0.01;0.07;0.96;-2.26;0.00;0.00;-0.50;0.023
5069.975;101;1.13;-2.13;2.92;0.96;-2.26;0.00;0.00;-0.50;62;0;1;1;-0.16;-0.28;-0.25;0.00;-0.01;-0.00;-0.00;0.06;0.96;-2.26;0.00;0.00;-0.50;0.018
5070.075;109;1.11;-2.13;3.15;0.96;-2.26;0.00;0.00;-0.50;62;0;1;1;-0.14;-0.30;-0.28;-0.00;-0.01;-0.00;-0.01;0.04;0.96;-2.26;0.00;0.00;-0.50;0.019
5070.165;118;1.08;-2.14;3.33;0.96;-2.26;0.00;0.00;-0.50;62;0;1;1;-0.13;-0.30;-0.30;-0.00;-0.01;-0.01;-0.00;0.03;0.96;-2.26;0.00;0.00;-0.50;0.016
