t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
440.865;16;1.10;-0.30;-0.00;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.04;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-2.45;0.00;0.00;-0.50;0.107;1.21;2.20;-1000.00;-1000.00
440.895;20;1.10;-0.30;-0.00;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.08;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-2.45;0.00;0.00;-0.50;0.040;1.21;2.20;-1000.00;-1000.00
440.985;28;1.10;-0.30;0.74;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.12;-0.07;-0.01;0.00;-0.01;-0.02;0.25;0.95;-2.45;0.00;0.00;-0.50;0.037;1.21;2.20;-1000.00;-1000.00
441.095;41;1.09;-0.30;3.03;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.15;-0.10;-0.01;-0.01;-0.02;-0.06;0.33;0.95;-2.45;0.00;0.00;-0.50;0.046;1.21;2.20;-1000.00;-1000.00
441.195;49;1.08;-0.30;4.64;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.18;-0.15;0.01;-0.01;0.04;0.07;0.37;0.95;-2.45;0.00;0.00;-0.50;0.039;1.21;2.20;-1000.00;-1000.00
441.295;60;1.06;-0.30;7.04;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.21;-0.16;-0.01;-0.01;-0.04;-0.06;0.41;0.95;-2.45;0.00;0.00;-0.50;0.044;1.21;2.20;-1000.00;-1000.00
441.395;69;1.04;-0.31;9.20;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.24;-0.21;-0.07;-0.01;-0.04;-0.11;0.53;0.95;-2.45;0.00;0.00;-0.50;0.038;1.21;2.20;-1000.00;-1000.00
441.495;80;1.02;-0.32;12.47;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.26;-0.24;-0.07;-0.01;0.02;0.01;0.55;0.95;-2.45;0.00;0.00;-0.50;0.041;1.21;2.20;-1000.00;-1000.00
441.605;88;1.00;-0.33;15.14;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.27;-0.27;-0.06;-0.01;0.04;0.09;0.55;0.95;-2.45;0.00;0.00;-0.50;0.047;1.21;2.20;-1000.00;-1000.00
441.695;98;0.98;-0.35;18.56;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.29;-0.29;-0.06;-0.01;0.04;0.17;0.56;0.95;-2.45;0.00;0.00;-0.50;0.043;1.21;2.20;-1000.00;-1000.00
441.785;107;0.96;-0.36;22.11;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.30;-0.30;-0.12;-0.01;-0.01;-0.14;0.77;0.95;-2.45;0.00;0.00;-0.50;0.032;1.21;2.21;-1000.00;-1000.00
441.905;123;0.92;-0.40;28.32;0.95;-2.45;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.31;-0.35;-0.11;-0.05;0.18;0.06;0.65;0.94;-2.45;-0.00;0.00;-0.50;0.056;1.21;2.21;-1000.00;-1000.00
