t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
2767.415;15;1.10;-0.30;0.16;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.04;-0.00;-0.00;0.00;0.01;0.01;0.01;0.95;-0.35;0.00;0.00;-0.50;0.092;2.58;2.01;-1000.00;-1000.00
2767.435;16;1.10;-0.30;0.16;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.08;-0.00;0.00;-0.00;-0.01;-0.01;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.013;2.58;2.01;-1000.00;-1000.00
2767.555;24;1.09;-0.30;0.29;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.12;-0.08;-0.00;0.00;-0.01;-0.03;0.02;0.95;-0.35;0.00;0.00;-0.50;0.030;2.58;2.01;-1000.00;-1000.00
2767.655;39;1.08;-0.30;0.54;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.15;-0.12;-0.00;-0.00;0.02;0.04;0.02;0.95;-0.35;0.00;0.00;-0.50;0.034;2.58;2.01;-1000.00;-1000.00
2767.735;44;1.07;-0.30;0.61;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.18;-0.15;-0.00;-0.00;0.02;0.05;0.03;0.95;-0.35;0.00;0.00;-0.50;0.012;2.58;2.01;-1000.00;-1000.00
2767.835;57;1.05;-0.30;0.83;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.21;-0.18;0.00;-0.00;0.02;0.04;0.03;0.95;-0.35;0.00;0.00;-0.50;0.017;2.58;2.01;-1000.00;-1000.00
2767.955;68;1.03;-0.30;1.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.23;-0.21;-0.00;0.00;-0.01;-0.03;0.03;0.95;-0.35;0.00;0.00;-0.50;0.031;2.58;2.01;-1000.00;-1000.00
2768.055;76;1.01;-0.30;1.12;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.06;-0.25;-0.23;0.00;0.00;-0.00;-0.01;0.03;0.95;-0.35;0.00;0.00;-0.50;0.033;2.58;2.01;-1000.00;-1000.00
2768.135;86;0.99;-0.30;1.25;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.27;-0.25;-0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.017;2.58;2.01;-1000.00;-1000.00
2768.235;94;0.97;-0.30;1.31;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.05;-0.28;-0.27;-0.00;0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.018;2.58;2.01;-1000.00;-1000.00
2768.325;105;0.94;-0.30;1.37;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.05;-0.29;-0.28;0.00;-0.00;0.00;-0.00;0.01;0.94;-0.35;-0.00;0.00;-0.50;0.009;2.58;2.01;-1000.00;-1000.00
2768.475;118;0.90;-0.30;1.40;0.65;-0.35;0.00;-0.00;0.37;217;0;1;7;-0.04;-0.30;-0.29;0.00;-0.00;0.00;-0.00;0.00;0.91;-0.35;-0.00;0.00;-0.50;0.035;2.58;2.01;-1000.00;-1000.00
2768.545;128;0.87;-0.30;1.42;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.75;-0.26;-0.30;0.00;-0.00;0.00;-0.00;0.00;0.89;-0.34;8.71;0.51;0.45;0.023;2.58;2.01;-1000.00;-1000.00
2768.645;137;0.85;-0.30;-1.59;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.70;-0.22;-0.27;-0.01;-0.00;-0.04;0.08;-0.88;0.86;-0.34;6.37;0.44;0.44;0.025;2.58;2.01;-1000.00;-1000.00
2768.735;146;0.82;-0.30;-5.00;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.75;-0.18;-0.23;0.00;-0.01;-0.04;0.09;-0.48;0.84;-0.35;5.36;0.41;0.44;0.015;2.58;2.01;-1000.00;-1000.00
2768.835;157;0.80;-0.30;-7.24;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.73;-0.14;-0.16;0.03;-0.01;0.07;-0.10;-0.35;0.81;-0.35;3.66;0.35;0.43;0.018;2.58;2.01;-1000.00;-1000.00
2768.935;165;0.79;-0.29;-8.35;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.72;-0.10;-0.15;0.03;-0.01;-0.03;0.05;-0.12;0.79;-0.35;2.95;0.32;0.42;0.018;2.58;2.01;-1000.00;-1000.00
2769.045;176;0.78;-0.29;-8.92;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.69;-0.07;-0.11;0.02;-0.01;-0.02;0.04;-0.03;0.78;-0.35;2.32;0.29;0.42;0.018;2.58;2.01;-1000.00;-1000.00
2769.145;185;0.77;-0.29;-8.84;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.65;-0.04;-0.07;-0.00;-0.01;-0.01;0.04;0.07;0.76;-0.35;1.79;0.25;0.41;0.022;2.58;2.01;-1000.00;-1000.00
2769.235;195;0.76;-0.29;-8.30;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.62;-0.01;-0.03;-0.00;-0.01;0.03;-0.06;0.12;0.76;-0.35;1.79;0.25;0.41;0.012;2.58;2.01;-1000.00;-1000.00
2769.335;204;0.76;-0.29;-7.49;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.58;0.02;-0.01;0.00;-0.01;-0.03;0.07;0.21;0.76;-0.35;1.79;0.25;0.41;0.019;2.58;2.01;-1000.00;-1000.00
