t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
1595263978.938;9;-1.25;2.04;5.57;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.12;0.02;-0.00;0.00;0.00;0.00;0.00;0.00;-1.25;2.20;0.00;0.00;0.50;0.022
1595263979.022;18;-1.25;2.04;5.59;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.11;0.05;-0.00;0.00;0.00;0.00;0.01;0.00;-1.25;2.20;0.00;0.00;0.50;0.008
1595263979.123;28;-1.25;2.04;5.54;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.12;0.07;0.01;0.00;0.00;0.00;-0.01;-0.02;-1.25;2.20;0.00;0.00;0.50;0.008
1595263979.223;38;-1.24;2.04;5.56;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.12;0.09;0.02;0.00;0.00;0.00;-0.00;-0.01;-1.24;2.20;0.00;0.00;0.50;0.008
1595263979.323;48;-1.24;2.04;5.45;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.12;0.11;0.04;0.00;0.00;0.00;-0.01;-0.02;-1.24;2.20;0.00;0.00;0.50;0.008
1595263979.423;58;-1.23;2.04;5.52;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.12;0.13;0.06;0.00;0.00;0.00;-0.00;-0.00;-1.23;2.20;0.00;0.00;0.50;0.008
1595263979.523;68;-1.22;2.04;5.32;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.13;0.14;0.08;0.00;0.00;-0.00;-0.00;0.01;-1.23;2.20;0.00;0.00;0.50;0.008
1595263979.623;78;-1.21;2.04;5.70;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.11;0.16;0.10;0.00;0.00;0.00;0.01;0.03;-1.22;2.20;0.00;0.00;0.50;0.008
1595263979.723;88;-1.20;2.04;5.68;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.12;0.18;0.12;0.00;0.00;0.01;0.00;0.02;-1.20;2.20;0.00;0.00;0.50;0.008
1595263979.823;98;-1.18;2.04;5.96;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.10;0.19;0.14;0.00;0.00;-0.01;0.01;0.02;-1.18;2.20;0.00;0.00;0.50;0.008
1595263979.923;108;-1.17;2.04;6.22;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.10;0.21;0.19;0.00;0.00;-0.01;-0.00;0.04;-1.17;2.20;0.00;0.00;0.50;0.008
1595263980.023;118;-1.15;2.04;6.21;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.09;0.22;0.17;0.00;0.00;-0.02;0.01;0.03;-1.16;2.20;0.00;0.00;0.50;0.008
1595263980.122;128;-1.13;2.04;6.34;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.09;0.23;0.18;0.00;0.00;-0.01;0.01;0.03;-1.13;2.20;0.00;0.00;0.50;0.007
1595263980.223;138;-1.11;2.04;6.44;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.08;0.25;0.19;0.00;0.00;0.00;0.01;0.04;-1.11;2.20;0.00;0.00;0.50;0.008
1595263980.322;148;-1.09;2.04;6.70;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.07;0.26;0.21;0.00;0.00;0.02;0.01;0.03;-1.10;2.20;0.00;0.00;0.50;0.008
1595263980.422;158;-1.07;2.04;6.83;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.07;0.27;0.23;0.00;0.00;0.01;-0.01;0.02;-1.07;2.20;0.00;0.00;0.50;0.007
1595263980.523;168;-1.05;2.04;7.06;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.05;0.28;0.24;0.00;0.00;0.01;-0.02;0.03;-1.05;2.20;0.00;0.00;0.50;0.008
1595263980.623;178;-1.02;2.03;7.20;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.05;0.29;0.25;0.00;0.00;0.01;-0.01;0.01;-1.02;2.20;0.00;0.00;0.50;0.008
1595263980.722;188;-1.00;2.04;7.10;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.05;0.30;0.26;0.00;0.00;0.00;0.00;0.00;-1.00;2.20;0.00;0.00;0.50;0.008
1595263980.824;198;-0.97;2.03;7.14;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.05;0.31;0.20;0.00;0.00;0.00;-0.00;0.01;-0.98;2.20;0.00;0.00;0.50;0.009
1595263980.930;208;-0.94;2.03;7.26;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.05;0.32;0.28;0.00;0.00;0.00;-0.01;0.01;-0.94;2.20;0.00;0.00;0.50;0.015
1595263981.030;218;-0.91;2.03;7.31;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.04;0.33;0.29;0.00;0.00;-0.01;-0.01;0.01;-0.92;2.20;0.00;0.00;0.50;0.015
1595263981.130;228;-0.89;2.03;7.35;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.04;0.33;0.30;0.00;0.00;-0.00;0.02;0.01;-0.89;2.20;0.00;0.00;0.50;0.015
1595263981.230;238;-0.86;2.03;7.36;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.04;0.34;0.31;0.00;0.00;-0.01;-0.02;0.02;-0.86;2.20;0.00;0.00;0.50;0.015
1595263981.330;248;-0.83;2.03;7.40;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.04;0.35;0.32;0.00;0.00;0.03;-0.03;0.02;-0.83;2.20;0.00;0.00;0.50;0.015
1595263981.430;258;-0.80;2.03;7.45;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.04;0.36;0.32;0.00;0.00;0.00;0.02;0.01;-0.80;2.20;0.00;0.00;0.50;0.015
1595263981.530;268;-0.76;2.03;7.58;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.03;0.36;0.33;0.00;0.00;-0.04;-0.01;0.02;-0.77;2.20;0.00;-0.00;0.50;0.015
1595263981.630;278;-0.73;2.03;7.56;-1.30;2.20;0.00;-0.00;0.50;323;0;1;0;0.03;0.37;0.34;0.00;0.00;-0.01;-0.01;0.01;-0.74;2.20;0.00;-0.00;0.50;0.015
