t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
246969.745;14;1.23;-2.14;91.12;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.05;0.02;-0.00;-0.00;-0.00;0.01;-0.01;0.01;1.19;-2.03;90.00;-0.00;0.05;0.063
246969.805;16;1.23;-2.14;91.11;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.05;0.03;0.00;0.00;-0.00;0.02;-0.01;-0.01;1.19;-2.03;90.00;-0.00;0.05;0.016
246969.905;30;1.23;-2.14;91.13;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.05;0.04;0.00;0.00;-0.00;0.02;-0.01;-0.01;1.19;-2.03;90.00;-0.00;0.05;0.022
246970.005;39;1.23;-2.14;91.21;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.05;0.06;0.04;-0.00;0.00;-0.02;0.00;0.01;1.19;-2.03;90.00;-0.00;0.05;0.017
246970.095;48;1.23;-2.13;91.25;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.05;0.07;0.06;0.00;0.00;-0.01;-0.00;0.01;1.19;-2.03;90.00;-0.00;0.05;0.010
246970.195;58;1.23;-2.13;91.29;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.05;0.08;0.07;0.00;0.00;-0.01;0.00;0.01;1.19;-2.03;90.00;-0.00;0.05;0.011
246970.315;67;1.23;-2.12;91.32;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.04;0.09;0.08;0.00;-0.01;-0.05;0.03;-0.00;1.19;-2.03;90.00;-0.00;0.05;0.027
246970.395;78;1.23;-2.11;91.34;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.04;0.09;0.09;-0.00;0.00;0.03;-0.01;-0.00;1.19;-2.03;90.00;-0.00;0.05;0.016
246970.485;86;1.23;-2.11;91.38;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.04;0.10;0.10;0.00;0.00;-0.00;-0.00;0.01;1.19;-2.03;90.00;-0.00;0.05;0.007
246970.605;96;1.23;-2.10;91.41;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.04;0.11;0.10;0.00;-0.00;-0.06;0.03;0.00;1.19;-2.03;90.00;-0.00;0.05;0.014
246970.695;107;1.23;-2.08;91.45;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.04;0.11;0.11;-0.01;0.01;-0.00;-0.02;0.01;1.19;-2.03;90.00;-0.00;0.05;0.009
246970.795;115;1.23;-2.08;91.50;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.03;0.11;0.11;0.00;0.00;0.00;0.00;0.01;1.19;-2.03;90.00;-0.00;0.05;0.017
246970.905;129;1.23;-2.06;91.58;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.03;0.11;0.11;0.00;-0.00;-0.00;-0.00;0.01;1.19;-2.03;90.00;-0.00;0.05;0.016
246970.995;138;1.23;-2.05;91.60;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.03;0.11;0.11;0.00;-0.00;-0.00;0.00;0.00;1.19;-2.03;90.00;-0.00;0.05;0.011
246971.085;147;1.23;-2.04;91.62;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.03;0.11;0.11;0.00;-0.00;0.00;0.00;0.00;1.19;-2.03;90.00;-0.00;0.05;0.004
246971.185;157;1.23;-2.03;91.63;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.02;0.11;0.11;0.00;-0.00;0.00;0.00;0.00;1.19;-2.03;90.00;-0.00;0.12;0.006
246971.305;166;1.23;-2.02;91.63;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.02;0.11;0.11;0.00;-0.00;-0.00;-0.00;0.00;1.19;-2.02;90.00;-0.00;0.21;0.016
246971.395;176;1.23;-2.01;91.64;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.02;0.12;0.12;0.00;-0.00;-0.00;-0.00;0.00;1.19;-2.01;90.00;-0.00;0.28;0.014
246971.495;184;1.23;-2.00;91.65;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.02;0.13;0.12;0.00;-0.00;-0.00;-0.00;0.00;1.19;-2.00;90.00;-0.00;0.33;0.010
246971.595;194;1.23;-1.98;91.65;1.19;-1.95;90.00;-0.00;0.50;954;1;1;2;0.02;0.14;0.13;0.00;-0.00;-0.00;-0.00;0.00;1.19;-1.99;90.00;-0.00;0.38;0.009
246971.695;209;1.23;-1.96;91.67;1.19;-1.79;90.00;0.00;0.50;954;2;1;2;0.02;0.16;0.15;0.00;-0.00;-0.00;-0.00;0.00;1.19;-1.97;90.00;-0.00;0.44;0.007
246971.795;218;1.23;-1.95;91.68;1.19;-1.79;90.00;0.00;0.50;954;2;1;2;0.02;0.17;0.16;0.00;-0.00;-0.00;-0.00;0.00;1.19;-1.95;90.00;-0.00;0.50;0.013
246971.915;228;1.23;-1.93;91.68;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.01;0.19;0.18;0.00;-0.00;-0.00;-0.00;0.00;1.19;-1.94;90.00;0.00;0.50;0.011
246971.995;239;1.23;-1.91;91.69;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;-0.30;0.20;0.19;0.00;-0.00;-0.00;-0.00;0.00;1.19;-1.78;89.97;0.10;0.06;0.017
246972.115;247;1.23;-1.90;90.96;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;-0.23;0.20;0.19;-0.00;-0.00;-0.06;-0.03;-0.23;1.19;-1.78;89.97;0.10;0.06;0.027
246972.185;258;1.23;-1.87;89.80;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;-0.12;0.21;0.21;0.00;0.00;0.00;0.00;-0.13;1.19;-1.78;89.97;0.10;0.06;0.004
246972.285;266;1.23;-1.86;89.62;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;-0.07;0.21;0.21;0.00;-0.00;0.00;-0.00;-0.02;1.19;-1.78;89.97;0.10;0.06;0.023
246972.395;277;1.23;-1.83;89.65;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;-0.01;0.21;0.21;-0.00;-0.00;0.00;-0.00;0.03;1.19;-1.78;89.97;0.10;0.06;0.013
246972.495;286;1.23;-1.82;89.94;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.03;0.21;0.21;-0.00;-0.00;0.00;0.00;0.07;1.19;-1.78;89.97;0.10;0.06;0.007
246972.615;300;1.23;-1.79;90.56;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.07;0.20;0.21;-0.00;-0.00;0.00;0.00;0.07;1.19;-1.78;89.97;0.10;0.06;0.021
246972.705;309;1.23;-1.77;91.02;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.18;0.20;0.21;-0.00;0.01;-0.02;0.01;0.08;1.19;-1.77;89.99;0.17;0.11;0.027
246972.815;319;1.23;-1.75;91.63;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.29;0.20;0.20;-0.00;0.00;0.04;-0.02;0.12;1.19;-1.75;90.43;0.29;0.18;0.005
246972.895;329;1.23;-1.73;92.70;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.38;0.20;0.20;-0.00;0.00;-0.00;0.00;0.20;1.19;-1.73;91.41;0.38;0.24;0.011
246973.015;338;1.22;-1.71;93.88;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.42;0.20;0.20;0.00;-0.00;0.00;0.00;0.22;1.19;-1.72;92.19;0.43;0.27;0.033
246973.115;349;1.22;-1.69;95.22;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.50;0.20;0.20;-0.00;-0.01;0.00;0.00;0.20;1.19;-1.70;93.82;0.50;0.32;0.029
246973.205;357;1.22;-1.67;96.29;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.56;0.21;0.19;-0.03;-0.01;0.00;-0.00;0.28;1.19;-1.68;95.24;0.55;0.35;0.025
246973.325;370;1.22;-1.65;98.41;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.61;0.21;0.19;-0.01;-0.01;0.06;0.05;0.36;1.18;-1.66;96.98;0.59;0.38;0.039
246973.405;376;1.22;-1.63;99.35;1.16;-1.57;107.65;0.79;0.50;955;1;1;5;0.69;0.22;0.21;0.00;-0.01;-0.04;-0.04;0.28;1.18;-1.64;99.06;0.64;0.41;0.017
