t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
925.855;15;1.10;-0.30;-0.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.04;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.079;-0.98;0.28;-1000.00;-1000.00
925.905;16;1.10;-0.30;-0.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.08;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.026;-0.98;0.28;-1000.00;-1000.00
925.985;25;1.10;-0.30;0.07;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.12;-0.07;-0.00;-0.00;0.00;-0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.011;-0.98;0.28;-1000.00;-1000.00
926.095;39;1.09;-0.30;0.32;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.15;-0.12;0.00;-0.00;-0.01;-0.03;0.01;0.95;-0.35;0.00;0.00;-0.50;0.017;-0.98;0.28;-1000.00;-1000.00
926.195;49;1.07;-0.30;0.47;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.10;-0.18;-0.15;-0.00;-0.00;0.02;0.04;0.02;0.95;-0.35;0.00;0.00;-0.50;0.022;-0.98;0.28;-1000.00;-1000.00
926.305;58;1.06;-0.30;0.59;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.21;-0.18;0.00;-0.00;0.02;0.03;0.03;0.95;-0.35;0.00;0.00;-0.50;0.024;-0.98;0.28;-1000.00;-1000.00
926.395;69;1.03;-0.30;0.81;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.23;-0.21;0.00;0.00;-0.00;-0.01;0.03;0.95;-0.35;0.00;0.00;-0.50;0.025;-0.98;0.28;-1000.00;-1000.00
926.495;77;1.01;-0.30;0.94;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.25;-0.23;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.016;-0.98;0.28;-1000.00;-1000.00
926.585;86;0.99;-0.30;1.05;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.07;-0.27;-0.25;-0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.012;-0.98;0.28;-1000.00;-1000.00
926.685;97;0.96;-0.30;1.15;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.28;-0.27;0.00;0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.011;-0.98;0.28;-1000.00;-1000.00
926.795;105;0.94;-0.30;1.19;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.29;-0.28;-0.00;-0.00;0.00;-0.00;0.01;0.94;-0.35;-0.00;0.00;-0.50;0.022;-0.98;0.28;-1000.00;-1000.00
