t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
252.975;16;1.10;-0.30;-0.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.04;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.088;-0.97;0.34;-1000.00;-1000.00
253.015;20;1.10;-0.30;-0.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.08;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.027;-0.97;0.34;-1000.00;-1000.00
253.105;29;1.10;-0.30;0.11;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.12;-0.08;0.00;-0.00;0.00;-0.01;0.03;0.95;-0.35;0.00;0.00;-0.50;0.022;-0.97;0.34;-1000.00;-1000.00
253.215;39;1.09;-0.30;0.27;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.15;-0.12;0.00;-0.00;-0.01;-0.02;0.03;0.95;-0.35;0.00;0.00;-0.50;0.031;-0.97;0.34;-1000.00;-1000.00
253.305;48;1.08;-0.30;0.39;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.10;-0.18;-0.15;-0.00;0.00;0.00;0.01;0.04;0.95;-0.35;0.00;0.00;-0.50;0.022;-0.97;0.34;-1000.00;-1000.00
253.395;58;1.06;-0.30;0.57;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.21;-0.18;0.00;0.00;0.00;-0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.016;-0.97;0.34;-1000.00;-1000.00
253.505;69;1.04;-0.30;0.81;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.23;-0.21;0.00;0.00;0.00;-0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.018;-0.97;0.34;-1000.00;-1000.00
253.605;77;1.02;-0.30;0.94;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.26;-0.23;-0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.022;-0.97;0.34;-1000.00;-1000.00
253.715;92;0.98;-0.30;1.10;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.27;-0.26;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.030;-0.97;0.34;-1000.00;-1000.00
253.795;97;0.97;-0.30;1.13;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.28;-0.27;-0.00;-0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.011;-0.97;0.34;-1000.00;-1000.00
253.895;108;0.94;-0.30;1.19;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.29;-0.28;0.00;-0.00;0.00;-0.00;0.01;0.94;-0.35;-0.00;0.00;-0.50;0.015;-0.97;0.34;-1000.00;-1000.00
254.045;123;0.90;-0.30;1.24;0.65;-0.35;0.00;-0.00;0.37;217;0;1;7;-0.05;-0.30;-0.30;-0.00;-0.00;0.00;0.00;0.00;0.91;-0.35;-0.00;0.00;-0.50;0.043;-0.97;0.34;-1000.00;-1000.00
254.115;127;0.88;-0.30;1.24;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.76;-0.27;-0.30;-0.00;-0.00;0.00;-0.00;0.00;0.89;-0.34;8.71;0.51;0.45;0.027;-0.97;0.34;-1000.00;-1000.00
254.215;142;0.84;-0.30;-3.01;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.75;-0.23;-0.27;0.01;-0.00;0.00;0.02;-0.88;0.86;-0.34;6.37;0.44;0.44;0.031;-0.97;0.34;-1000.00;-1000.00
254.305;147;0.83;-0.30;-5.03;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;0.73;-0.19;-0.24;0.01;-0.01;-0.03;0.07;-0.60;0.83;-0.35;4.46;0.38;0.43;0.020;-0.97;0.34;-1000.00;-1000.00
