t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
1382.285;15;1.08;-2.14;100.08;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.46;0.02;-0.00;0.00;0.00;-0.01;0.01;0.01;1.06;-2.13;90.00;0.00;0.50;0.055
1382.365;20;1.08;-2.14;100.08;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.46;0.05;-0.00;-0.00;-0.00;0.01;-0.00;0.01;1.06;-2.13;90.00;0.00;0.50;0.029
1382.455;28;1.08;-2.14;99.88;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.45;0.07;0.04;-0.00;-0.00;-0.05;-0.03;-0.09;1.06;-2.13;90.00;0.00;0.50;0.027
1382.565;43;1.07;-2.13;98.98;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.41;0.09;0.07;0.00;0.00;-0.00;0.00;-0.10;1.06;-2.13;90.00;0.00;0.50;0.031
1382.665;52;1.07;-2.12;98.43;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.38;0.11;0.09;0.00;-0.00;0.00;0.00;-0.10;1.06;-2.12;90.00;0.00;0.50;0.033
1382.765;62;1.07;-2.11;97.84;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.36;0.13;0.11;0.00;-0.00;-0.00;0.00;-0.10;1.06;-2.11;90.00;0.00;0.50;0.032
1382.855;71;1.07;-2.10;97.35;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.34;0.14;0.13;0.00;-0.01;-0.00;0.00;-0.09;1.06;-2.11;90.00;0.00;0.50;0.022
1382.955;81;1.07;-2.08;96.85;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.32;0.16;0.14;0.00;-0.01;-0.00;0.00;-0.08;1.06;-2.09;90.00;0.00;0.50;0.025
1383.055;90;1.07;-2.07;96.44;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.30;0.18;0.16;-0.00;-0.01;-0.00;-0.00;-0.07;1.06;-2.07;90.00;0.00;0.50;0.019
1383.155;100;1.07;-2.05;96.04;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.29;0.19;0.18;-0.00;-0.01;-0.00;-0.00;-0.07;1.06;-2.06;90.00;0.00;0.50;0.023
1383.245;108;1.06;-2.04;95.75;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.28;0.20;0.19;-0.00;-0.01;-0.00;-0.00;-0.06;1.06;-2.04;90.00;0.00;0.50;0.009
1383.355;119;1.06;-2.02;95.37;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.26;0.22;0.21;-0.00;-0.01;-0.00;-0.00;-0.06;1.06;-2.01;90.00;0.00;0.50;0.020
1383.465;132;1.06;-1.99;94.97;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.25;0.23;0.22;-0.00;-0.01;-0.00;-0.00;-0.05;1.06;-2.00;90.00;0.00;0.50;0.025
1383.545;138;1.06;-1.97;94.82;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.24;0.24;0.23;-0.00;-0.01;-0.00;-0.00;-0.04;1.06;-1.98;90.00;0.00;0.50;0.011
1383.655;150;1.06;-1.95;94.50;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.23;0.25;0.25;0.00;-0.01;-0.00;-0.00;-0.05;1.06;-1.95;90.00;0.00;0.50;0.024
1383.755;160;1.05;-1.92;94.24;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.23;0.27;0.26;0.00;-0.01;-0.00;0.00;-0.05;1.06;-1.93;90.00;0.00;0.50;0.020
1383.845;171;1.05;-1.89;94.11;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.23;0.28;0.26;0.01;-0.01;-0.01;0.01;0.01;1.06;-1.89;90.00;0.00;0.50;0.011
1383.945;179;1.05;-1.87;94.01;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.23;0.29;0.28;-0.01;-0.01;0.05;-0.03;-0.09;1.06;-1.87;90.00;0.00;0.50;0.009
