t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
2111.485;16;1.55;0.55;90.11;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;-0.09;0.01;-0.03;-0.06;0.13;-0.27;-0.01;0.95;-0.35;0.00;0.00;-0.50;0.097;-0.88;1.71;-1000.00;-1000.00
2111.525;20;1.55;0.55;90.13;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;-0.18;0.00;-0.00;0.01;-0.01;0.01;0.01;0.95;-0.35;0.00;0.00;-0.50;0.041;-0.89;1.73;-1000.00;-1000.00
2111.615;28;1.55;0.55;90.16;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;-0.27;0.01;-0.03;-0.06;0.10;-0.27;0.00;0.95;-0.35;0.00;0.00;-0.50;0.031;-0.90;1.77;-1000.00;-1000.00
2111.705;39;1.55;0.54;87.75;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;-0.35;-0.23;0.04;-0.01;0.09;0.04;-0.95;0.95;-0.35;0.00;0.00;-0.50;0.027;-0.92;1.82;-1000.00;-1000.00
2111.815;47;1.54;0.52;82.62;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;-0.42;-0.36;0.05;-0.01;-0.11;-0.07;-1.15;0.95;-0.35;0.00;0.00;-0.50;0.025;-0.93;1.85;-1000.00;-1000.00
2112.015;71;1.49;0.43;67.26;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;-0.49;-0.50;0.19;-0.05;0.04;-0.17;-1.11;0.95;-0.35;0.00;0.00;-0.50;0.117;-0.96;1.96;-1000.00;-1000.00
2112.055;72;1.48;0.42;65.95;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;-0.50;-0.49;0.18;-0.01;0.08;-0.02;-1.29;0.95;-0.35;0.00;0.00;-0.50;0.038;-0.96;1.96;-1000.00;-1000.00
2112.115;80;1.45;0.39;59.50;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;-0.50;-0.56;0.13;-0.01;-0.09;-0.02;-1.40;0.95;-0.35;0.00;0.00;-0.50;0.031;-0.95;2.00;-1000.00;-1000.00
2112.235;91;1.41;0.35;50.99;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;-0.50;-0.56;0.09;-0.01;-0.05;0.03;-1.29;0.95;-0.35;0.00;0.00;-0.50;0.050;-0.94;2.05;-1000.00;-1000.00
2112.315;99;1.37;0.32;45.10;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.59;-0.50;-0.57;0.10;-0.01;-0.09;0.02;-1.27;0.95;-0.35;0.00;0.00;-0.50;0.031;-0.94;2.08;-1000.00;-1000.00
2112.405;110;1.32;0.29;38.86;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.39;-0.50;-0.57;0.11;-0.01;-0.13;0.05;-0.60;0.95;-0.35;0.00;0.00;-0.50;0.023;-0.93;2.13;-1000.00;-1000.00
2112.515;119;1.28;0.26;36.71;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.31;-0.50;-0.50;0.04;-0.01;0.06;-0.02;-0.30;0.95;-0.35;0.00;0.00;-0.50;0.029;-0.92;2.16;-1000.00;-1000.00
2112.625;130;1.23;0.23;35.65;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.33;-0.50;-0.48;0.01;-0.01;0.04;-0.00;-0.11;0.95;-0.35;0.00;0.00;-0.50;0.043;-0.90;2.21;-1000.00;-1000.00
2112.715;139;1.19;0.21;35.21;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.37;-0.50;-0.49;0.03;-0.01;0.07;-0.02;-0.15;0.95;-0.35;0.00;0.00;-0.50;0.030;-0.88;2.24;-1000.00;-1000.00
2112.815;149;1.15;0.18;34.13;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.38;-0.50;-0.49;0.03;-0.01;0.04;0.00;-0.22;0.95;-0.35;0.00;0.00;-0.50;0.030;-0.85;2.27;-1000.00;-1000.00
2112.925;162;1.10;0.15;32.65;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.39;-0.50;-0.49;0.04;-0.01;0.04;-0.01;-0.20;0.95;-0.35;0.00;0.00;-0.50;0.040;-0.82;2.31;-1000.00;-1000.00
2113.015;168;1.07;0.14;31.87;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.38;-0.50;-0.48;0.02;-0.01;0.03;-0.02;-0.25;0.95;-0.35;0.00;0.00;-0.50;0.036;-0.80;2.33;-1000.00;-1000.00
2113.115;181;1.01;0.10;30.10;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.37;-0.50;-0.49;0.02;-0.01;0.05;-0.02;-0.28;0.95;-0.35;0.00;0.00;-0.50;0.030;-0.74;2.35;-1000.00;-1000.00
2113.205;187;0.99;0.09;29.34;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.37;-0.50;-0.49;0.02;-0.01;0.04;-0.01;-0.19;0.95;-0.35;0.00;0.00;-0.50;0.026;-0.72;2.36;-1000.00;-1000.00
2113.305;200;0.93;0.06;27.77;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.36;-0.50;-0.49;0.02;-0.01;0.03;0.00;-0.22;0.95;-0.35;-0.00;0.00;-0.50;0.027;-0.65;2.38;-1000.00;-1000.00
2113.425;211;0.88;0.04;26.61;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.36;-0.50;-0.49;0.02;-0.01;0.04;-0.01;-0.22;0.90;-0.35;-0.00;0.00;-0.50;0.039;-0.60;2.39;-1000.00;-1000.00
2113.525;220;0.84;0.02;25.72;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.36;-0.49;-0.50;0.02;-0.01;-0.02;0.01;-0.16;0.86;-0.35;-0.00;0.00;-0.50;0.036;-0.56;2.41;-1000.00;-1000.00
2113.625;231;0.79;0.00;24.56;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.35;-0.49;-0.49;0.01;-0.01;-0.08;0.05;-0.15;0.82;-0.35;-0.00;0.00;-0.50;0.042;-0.53;2.42;-1000.00;-1000.00
2113.735;239;0.75;-0.01;23.78;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.35;-0.49;-0.48;-0.00;-0.01;-0.09;0.07;-0.16;0.77;-0.35;-0.00;0.00;-0.50;0.046;-0.50;2.43;-1000.00;-1000.00
2113.845;254;0.69;-0.04;22.20;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.34;-0.48;-0.47;0.01;-0.01;0.06;-0.04;-0.21;0.73;-0.35;-0.00;0.00;-0.50;0.052;-0.44;2.44;-1000.00;-1000.00
2113.925;258;0.67;-0.05;21.85;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.34;-0.48;-0.47;0.02;-0.01;0.05;-0.02;-0.15;0.69;-0.35;-0.00;0.00;-0.50;0.047;-0.43;2.45;-1000.00;-1000.00
2114.055;273;0.60;-0.07;20.71;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.34;-0.48;-0.46;0.01;-0.01;0.04;-0.02;-0.14;0.66;-0.35;-0.00;0.00;-0.50;0.060;-0.37;2.45;-1000.00;-1000.00
2114.145;281;0.57;-0.08;20.08;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.34;-0.47;-0.45;0.01;-0.00;0.02;-0.00;-0.15;0.66;-0.35;-0.00;0.00;-0.50;0.048;-0.34;2.45;-1000.00;-1000.00
2114.225;289;0.54;-0.10;19.46;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.34;-0.45;-0.45;0.01;-0.00;0.02;0.00;-0.13;0.66;-0.35;-0.00;0.00;-0.50;0.043;-0.30;2.45;-1000.00;-1000.00
2114.325;300;0.49;-0.11;18.69;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.34;-0.44;-0.44;0.02;-0.01;0.03;-0.01;-0.11;0.66;-0.35;-0.00;0.00;-0.50;0.047;-0.25;2.45;-1000.00;-1000.00
2114.425;309;0.45;-0.12;18.27;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.34;-0.42;-0.42;0.01;-0.00;0.03;-0.01;-0.08;0.66;-0.35;-0.00;0.00;-0.50;0.043;-0.21;2.44;-1000.00;-1000.00
2114.505;319;0.41;-0.13;17.87;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.35;-0.39;-0.41;0.02;-0.00;0.03;-0.02;-0.07;0.66;-0.35;-0.00;0.00;-0.50;0.024;-0.17;2.44;-1000.00;-1000.00
2114.635;333;0.35;-0.14;16.55;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.31;-0.36;-0.40;0.06;-0.01;0.05;-0.05;-0.24;0.66;-0.35;-0.00;0.00;-0.50;0.061;-0.11;2.44;-1000.00;-1000.00
2114.715;338;0.34;-0.15;16.16;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.30;-0.33;-0.38;0.03;-0.01;-0.07;0.06;-0.08;0.66;-0.35;-0.00;0.00;-0.50;0.037;-0.08;2.44;-1000.00;-1000.00
2114.805;346;0.31;-0.15;15.56;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.28;-0.30;-0.35;0.04;-0.01;0.04;-0.04;-0.09;0.66;-0.35;-0.00;0.00;-0.50;0.023;-0.05;2.44;-1000.00;-1000.00
2114.915;356;0.28;-0.16;15.18;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.28;-0.26;-0.29;0.01;-0.01;0.06;-0.06;-0.09;0.66;-0.35;-0.00;0.00;-0.50;0.032;-0.00;2.43;-1000.00;-1000.00
2115.035;370;0.24;-0.17;15.12;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.30;-0.23;-0.26;0.00;-0.01;0.01;-0.00;0.01;0.66;-0.35;-0.00;0.00;-0.50;0.058;0.06;2.43;-1000.00;-1000.00
2115.125;381;0.21;-0.18;15.21;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.32;-0.19;-0.23;0.00;-0.01;-0.06;0.06;0.06;0.66;-0.35;-0.00;0.00;-0.50;0.032;0.11;2.43;-1000.00;-1000.00
2115.215;389;0.20;-0.18;15.41;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.34;-0.15;-0.18;0.01;-0.01;0.06;-0.06;0.02;0.66;-0.35;-0.00;0.00;-0.50;0.032;0.15;2.43;-1000.00;-1000.00
2115.325;399;0.18;-0.18;15.70;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.37;-0.11;-0.15;0.00;-0.01;-0.04;0.04;0.09;0.66;-0.35;-0.00;0.00;-0.50;0.030;0.19;2.43;-1000.00;-1000.00
2115.415;409;0.17;-0.19;16.10;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.40;-0.07;-0.11;0.00;-0.01;0.02;-0.01;0.08;0.66;-0.35;-0.00;0.00;-0.50;0.033;0.24;2.42;-1000.00;-1000.00
2115.505;418;0.16;-0.19;16.65;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.43;-0.03;-0.08;0.00;-0.01;-0.05;0.05;0.13;0.66;-0.35;-0.00;0.00;-0.50;0.026;0.28;2.42;-1000.00;-1000.00
2115.605;428;0.15;-0.19;17.25;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.46;0.00;-0.03;0.00;-0.01;0.06;-0.05;0.11;0.66;-0.35;-0.00;0.00;-0.50;0.023;0.33;2.42;-1000.00;-1000.00
2115.735;440;0.15;-0.19;18.19;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.51;0.04;0.01;-0.00;-0.01;0.04;-0.03;0.12;0.66;-0.35;-0.00;0.00;-0.50;0.044;0.38;2.42;-1000.00;-1000.00
2115.815;447;0.15;-0.19;18.69;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.54;0.07;0.02;-0.00;-0.00;0.01;0.01;0.18;0.66;-0.35;-0.00;0.00;-0.50;0.025;0.41;2.42;-1000.00;-1000.00
2115.945;462;0.16;-0.19;20.16;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.60;0.10;0.07;0.00;0.00;-0.00;0.01;0.14;0.66;-0.35;-0.00;0.00;-0.50;0.051;0.48;2.41;-1000.00;-1000.00
2116.005;466;0.16;-0.19;20.48;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.61;0.13;0.08;0.00;0.00;0.00;-0.00;0.19;0.66;-0.35;-0.00;0.00;-0.50;0.022;0.50;2.41;-1000.00;-1000.00
2116.115;481;0.18;-0.18;22.14;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.68;0.15;0.13;-0.00;-0.00;0.01;0.07;0.17;0.66;-0.35;-0.00;0.00;-0.50;0.029;0.57;2.41;-1000.00;-1000.00
2116.225;489;0.19;-0.18;23.21;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.72;0.18;0.16;-0.00;-0.01;-0.01;-0.05;0.27;0.66;-0.35;-0.00;0.00;-0.50;0.037;0.61;2.41;-1000.00;-1000.00
2116.335;502;0.21;-0.17;25.24;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.78;0.20;0.19;0.00;-0.01;-0.01;-0.05;0.29;0.66;-0.35;-0.00;0.00;-0.50;0.043;0.67;2.41;-1000.00;-1000.00
2116.425;509;0.22;-0.16;26.43;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.21;0.19;0.00;-0.01;0.01;0.10;0.31;0.66;-0.35;-0.00;0.00;-0.50;0.043;0.70;2.41;-1000.00;-1000.00
2116.515;517;0.24;-0.16;28.19;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.23;0.20;-0.03;-0.01;0.01;0.09;0.36;0.66;-0.35;-0.00;0.00;-0.50;0.019;0.74;2.41;-1000.00;-1000.00
2116.635;532;0.27;-0.15;31.90;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.24;0.23;-0.08;-0.01;0.02;-0.15;0.53;0.66;-0.35;-0.00;0.00;-0.50;0.047;0.81;2.40;-1000.00;-1000.00
2116.725;541;0.29;-0.14;34.37;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.25;0.21;-0.05;-0.01;0.01;-0.01;0.46;0.66;-0.35;-0.00;0.00;-0.50;0.033;0.84;2.40;-1000.00;-1000.00
2116.825;552;0.31;-0.13;37.27;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.25;0.22;-0.04;-0.01;-0.03;0.17;0.43;0.66;-0.35;-0.00;0.00;-0.50;0.042;0.84;2.41;-1000.00;-1000.00
2116.935;560;0.33;-0.12;39.65;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.25;0.23;-0.04;-0.01;-0.02;0.11;0.46;0.66;-0.35;-0.00;0.00;-0.50;0.056;0.84;2.41;-1000.00;-1000.00
2117.035;571;0.35;-0.11;42.92;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.25;0.24;-0.06;-0.01;0.01;-0.05;0.54;0.66;-0.35;-0.00;0.00;-0.50;0.049;0.84;2.41;-1000.00;-1000.00
2117.135;580;0.37;-0.10;45.57;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.25;0.23;-0.06;-0.01;0.02;-0.05;0.53;0.66;-0.35;-0.00;0.00;-0.50;0.047;0.84;2.41;-1000.00;-1000.00
2117.225;589;0.39;-0.09;48.12;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.25;0.23;-0.07;-0.01;0.02;-0.05;0.52;0.66;-0.35;-0.00;0.00;-0.50;0.046;0.84;2.41;-1000.00;-1000.00
2117.345;604;0.42;-0.07;52.28;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.24;0.22;-0.05;-0.01;-0.00;-0.04;0.47;0.66;-0.35;-0.00;0.00;-0.50;0.066;0.84;2.41;-1000.00;-1000.00
2117.465;614;0.43;-0.05;54.89;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.23;0.22;-0.06;-0.01;0.02;-0.04;0.46;0.66;-0.35;-0.00;0.00;-0.50;0.094;0.84;2.41;-1000.00;-1000.00
2117.535;620;0.44;-0.04;56.39;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.22;0.21;-0.05;-0.01;-0.00;-0.04;0.43;0.66;-0.35;-0.00;0.00;-0.50;0.052;0.84;2.41;-1000.00;-1000.00
2117.625;628;0.46;-0.03;58.25;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.21;0.21;-0.04;-0.01;-0.01;-0.04;0.38;0.66;-0.35;-0.00;0.00;-0.50;0.041;0.84;2.41;-1000.00;-1000.00
2117.775;643;0.47;-0.01;61.25;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.20;0.21;-0.03;-0.01;0.01;-0.04;0.34;0.66;-0.35;-0.00;0.00;-0.50;0.091;0.85;2.41;-1000.00;-1000.00
2117.855;654;0.49;0.01;63.27;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.18;0.19;-0.02;-0.00;-0.01;-0.03;0.29;0.66;-0.35;-0.00;0.00;-0.50;0.076;0.85;2.41;-1000.00;-1000.00
2117.935;662;0.50;0.02;64.44;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.17;0.19;-0.01;-0.00;-0.03;0.04;0.21;0.66;-0.35;-0.00;0.00;-0.50;0.050;0.85;2.41;-1000.00;-1000.00
2118.035;671;0.50;0.04;65.53;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;0.79;0.16;0.19;-0.01;-0.00;0.02;-0.05;0.23;0.66;-0.35;-0.00;0.00;-0.50;0.049;0.85;2.41;-1000.00;-1000.00
