t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
2905.805;16;1.25;-3.35;-0.04;1.06;-3.35;-0.00;0.00;-0.50;580;2;1;2;-0.00;-0.02;0.00;0.00;-0.00;0.00;0.00;0.00;1.25;-3.35;0.00;0.00;-0.50;0.101;3.30;3.66;-1000.00;-1000.00
2905.825;16;1.25;-3.35;-0.04;1.06;-3.35;-0.00;0.00;-0.50;580;2;1;2;-0.00;-0.05;0.00;0.00;-0.00;0.00;0.00;0.00;1.25;-3.35;0.00;0.00;-0.50;0.022;3.30;3.66;-1000.00;-1000.00
2905.915;24;1.25;-3.35;-0.04;1.06;-3.35;-0.00;0.00;-0.50;580;2;1;2;-0.00;-0.07;0.00;0.00;-0.00;0.00;0.00;0.00;1.25;-3.35;0.00;0.00;-0.50;0.013;3.30;3.66;-1000.00;-1000.00
2906.035;39;1.25;-3.35;-0.04;1.06;-3.35;-0.00;0.00;-0.50;580;2;1;2;-0.00;-0.09;-0.07;0.00;-0.00;-0.00;-0.00;0.00;1.25;-3.35;0.00;0.00;-0.50;0.029;3.30;3.66;-1000.00;-1000.00
2906.125;48;1.24;-3.35;-0.04;1.06;-3.35;-0.00;0.00;-0.50;580;2;1;2;-0.00;-0.11;-0.09;0.00;-0.00;-0.00;-0.00;0.00;1.24;-3.35;-0.00;0.00;-0.50;0.024;3.30;3.66;-1000.00;-1000.00
2906.215;54;1.23;-3.35;-0.04;1.06;-3.35;-0.00;0.00;-0.50;580;2;1;2;-0.00;-0.13;-0.11;0.00;-0.00;-0.00;-0.00;0.00;1.23;-3.35;-0.00;0.00;-0.50;0.011;3.30;3.66;-1000.00;-1000.00
2906.355;72;1.21;-3.35;-0.03;0.95;-3.35;0.00;-0.00;0.37;392;0;1;7;-0.00;-0.14;-0.14;-0.00;-0.00;0.00;0.00;0.00;1.22;-3.35;-0.00;0.00;-0.50;0.036;3.30;3.66;-1000.00;-1000.00
2906.435;77;1.20;-3.35;-0.03;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.79;-0.12;-0.14;0.00;-0.00;-0.00;-0.00;0.00;1.21;-3.34;10.05;0.54;0.46;0.023;3.30;3.66;-1000.00;-1000.00
2906.545;90;1.19;-3.35;-1.86;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.79;-0.08;-0.12;0.00;-0.00;-0.01;0.01;-0.38;1.19;-3.34;8.71;0.51;0.45;0.034;3.30;3.66;-1000.00;-1000.00
2906.635;100;1.18;-3.35;-3.17;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.79;-0.04;-0.07;0.00;-0.01;0.03;-0.05;-0.17;1.17;-3.34;7.48;0.48;0.45;0.028;3.30;3.66;-1000.00;-1000.00
2906.715;105;1.17;-3.35;-3.36;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.79;-0.01;-0.05;-0.00;-0.01;-0.01;0.02;0.00;1.17;-3.34;7.48;0.48;0.45;0.016;3.30;3.66;-1000.00;-1000.00
2906.835;117;1.17;-3.35;-2.98;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.79;0.02;-0.01;-0.01;-0.01;0.02;-0.02;0.09;1.17;-3.34;7.48;0.48;0.45;0.021;3.30;3.66;-1000.00;-1000.00
2906.925;127;1.17;-3.35;-2.11;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.79;0.06;0.02;0.01;-0.00;-0.04;0.08;0.23;1.17;-3.34;7.48;0.48;0.45;0.022;3.30;3.66;-1000.00;-1000.00
2907.025;137;1.18;-3.35;-0.79;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.79;0.08;0.06;0.00;0.00;0.00;0.01;0.22;1.17;-3.34;7.48;0.48;0.45;0.015;3.30;3.66;-1000.00;-1000.00
2907.125;145;1.18;-3.35;0.27;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.78;0.11;0.09;-0.01;-0.00;-0.02;-0.02;0.25;1.17;-3.34;7.48;0.48;0.45;0.015;3.30;3.66;-1000.00;-1000.00
2907.225;156;1.19;-3.35;1.84;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.78;0.13;0.12;-0.01;-0.01;-0.04;-0.07;0.29;1.19;-3.34;8.71;0.51;0.45;0.017;3.30;3.66;-1000.00;-1000.00
2907.335;169;1.21;-3.35;3.90;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.79;0.15;0.13;0.01;-0.01;0.04;0.08;0.26;1.21;-3.34;10.05;0.54;0.46;0.038;3.30;3.66;-1000.00;-1000.00
2907.415;175;1.22;-3.35;4.91;1.33;-3.30;24.90;0.79;0.50;392;1;1;7;0.79;0.18;0.17;-0.01;-0.01;-0.06;-0.11;0.36;1.22;-3.33;11.51;0.57;0.46;0.012;3.30;3.66;-1000.00;-1000.00
2907.535;187;1.24;-3.35;7.11;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.78;0.19;0.18;0.00;-0.01;0.01;0.05;0.30;1.22;-3.33;11.51;0.57;0.46;0.025;3.30;3.66;-1000.00;-1000.00
2907.615;197;1.26;-3.35;9.19;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.75;0.21;0.18;-0.02;-0.01;0.05;0.10;0.33;1.24;-3.33;13.10;0.60;0.47;0.012;3.30;3.66;-1000.00;-1000.00
2907.715;207;1.28;-3.35;11.47;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.76;0.23;0.20;-0.04;-0.01;0.04;0.10;0.35;1.25;-3.33;14.82;0.63;0.47;0.012;3.30;3.66;-1000.00;-1000.00
2907.815;216;1.30;-3.35;13.88;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.79;0.25;0.24;-0.05;-0.01;-0.05;-0.07;0.51;1.29;-3.32;18.67;0.70;0.49;0.010;3.30;3.66;-1000.00;-1000.00
2907.925;226;1.32;-3.35;17.13;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.79;0.27;0.25;-0.09;-0.01;-0.02;-0.13;0.68;1.30;-3.31;20.80;0.73;0.49;0.020;3.30;3.66;-1000.00;-1000.00
2908.015;235;1.34;-3.35;20.33;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.79;0.29;0.24;-0.07;-0.01;0.00;-0.02;0.61;1.32;-3.30;23.09;0.76;0.50;0.012;3.30;3.66;-1000.00;-1000.00
2908.125;244;1.37;-3.34;23.42;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.79;0.31;0.26;-0.06;-0.00;-0.01;0.09;0.61;1.34;-3.29;25.52;0.79;0.50;0.014;3.30;3.66;-1000.00;-1000.00
2908.215;255;1.40;-3.34;27.84;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.79;0.32;0.26;-0.08;-0.01;-0.02;0.05;0.69;1.37;-3.28;30.48;0.79;0.50;0.010;3.30;3.66;-1000.00;-1000.00
2908.315;267;1.43;-3.33;33.02;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.73;0.34;0.26;-0.11;-0.06;0.17;0.10;0.75;1.38;-3.27;32.96;0.79;0.50;0.014;3.30;3.66;-1000.00;-1000.00
2908.405;277;1.46;-3.32;37.14;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.73;0.35;0.28;-0.09;-0.06;0.16;0.13;0.63;1.41;-3.25;37.91;0.79;0.50;0.007;3.30;3.66;-1000.00;-1000.00
2908.515;286;1.49;-3.31;41.00;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.70;0.37;0.31;-0.08;-0.01;-0.01;0.01;0.76;1.43;-3.24;40.39;0.79;0.50;0.013;3.30;3.66;-1000.00;-1000.00
2908.615;297;1.52;-3.29;45.58;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.66;0.38;0.31;-0.08;-0.01;-0.05;0.12;0.65;1.44;-3.22;42.87;0.79;0.50;0.012;3.30;3.66;-1000.00;-1000.00
2908.715;305;1.54;-3.28;48.71;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.70;0.39;0.32;-0.07;-0.01;-0.06;0.12;0.58;1.47;-3.20;47.82;0.79;0.50;0.013;3.30;3.66;-1000.00;-1000.00
2908.815;316;1.57;-3.26;53.34;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.67;0.40;0.33;-0.09;-0.01;-0.03;0.03;0.77;1.48;-3.18;50.30;0.79;0.50;0.010;3.30;3.66;-1000.00;-1000.00
2908.915;324;1.59;-3.24;56.73;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.66;0.40;0.35;-0.08;-0.01;-0.01;-0.03;0.71;1.49;-3.17;52.78;0.79;0.50;0.010;3.30;3.66;-1000.00;-1000.00
2909.015;338;1.63;-3.20;62.33;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.68;0.41;0.34;-0.08;-0.01;0.01;-0.03;0.67;1.51;-3.14;57.73;0.79;0.50;0.022;3.30;3.66;-1000.00;-1000.00
2909.125;349;1.65;-3.17;66.81;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.65;0.41;0.34;-0.08;-0.00;0.00;-0.02;0.72;1.52;-3.12;60.21;0.79;0.50;0.019;3.30;3.66;-1000.00;-1000.00
2909.215;357;1.66;-3.15;69.87;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.71;0.41;0.35;-0.06;-0.00;-0.01;-0.01;0.61;1.54;-3.09;65.17;0.79;0.50;0.012;3.30;3.66;-1000.00;-1000.00
2909.315;368;1.68;-3.11;74.68;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.72;0.41;0.36;-0.06;0.00;-0.08;0.07;0.86;1.55;-3.06;70.12;0.79;0.50;0.012;3.30;3.66;-1000.00;-1000.00
2909.415;376;1.70;-3.08;79.10;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.68;0.41;0.38;-0.08;0.00;-0.05;0.07;0.98;1.56;-3.04;72.60;0.79;0.50;0.011;3.30;3.66;-1000.00;-1000.00
2909.525;387;1.72;-3.04;85.69;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.65;0.41;0.40;-0.16;-0.01;0.12;-0.05;1.09;1.57;-3.01;77.56;0.79;0.50;0.020;3.30;3.66;-1000.00;-1000.00
2909.615;395;1.73;-3.01;90.21;1.57;-2.94;86.23;0.79;0.50;392;2;1;7;0.61;0.40;0.39;-0.11;0.00;-0.10;0.04;0.89;1.57;-2.99;80.03;0.79;0.50;0.009;3.30;3.66;-1000.00;-1000.00
2909.725;406;1.74;-2.97;95.70;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.61;0.39;0.40;-0.14;-0.04;0.25;-0.02;0.96;1.57;-2.95;84.99;0.79;0.50;0.020;3.30;3.66;-1000.00;-1000.00
2909.805;414;1.74;-2.94;99.23;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.18;0.39;0.38;-0.11;-0.01;0.07;-0.02;0.81;1.57;-2.93;87.47;0.78;0.50;0.004;3.30;3.66;-1000.00;-1000.00
2909.905;424;1.74;-2.90;101.65;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.30;0.40;0.38;-0.03;-0.01;-0.16;0.06;-0.12;1.57;-2.90;92.39;0.78;0.50;0.005;3.30;3.66;-1000.00;-1000.00
2910.025;438;1.74;-2.85;102.49;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.49;0.40;0.39;-0.03;-0.01;0.06;-0.03;0.22;1.57;-2.88;94.83;0.78;0.50;0.016;3.30;3.66;-1000.00;-1000.00
2910.115;447;1.73;-2.81;104.49;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.61;0.41;0.42;-0.03;-0.01;0.10;-0.06;0.53;1.57;-2.84;99.69;0.77;0.50;0.008;3.30;3.66;-1000.00;-1000.00
2910.215;457;1.72;-2.77;108.27;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.66;0.42;0.41;-0.08;-0.06;0.11;0.15;0.80;1.56;-2.81;104.50;0.77;0.50;0.014;3.30;3.66;-1000.00;-1000.00
2910.315;465;1.72;-2.74;111.93;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.66;0.42;0.40;-0.09;-0.01;0.02;-0.01;0.83;1.56;-2.79;106.88;0.77;0.50;0.007;3.30;3.66;-1000.00;-1000.00
2910.415;476;1.71;-2.69;116.90;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.67;0.43;0.39;-0.09;-0.01;-0.04;-0.02;0.74;1.54;-2.76;111.63;0.76;0.50;0.005;3.30;3.66;-1000.00;-1000.00
2910.515;484;1.70;-2.66;120.55;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.66;0.43;0.40;-0.12;-0.01;0.15;0.01;0.88;1.54;-2.74;113.98;0.76;0.50;0.006;3.30;3.66;-1000.00;-1000.00
2910.615;495;1.69;-2.62;125.52;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.67;0.43;0.40;-0.10;-0.01;0.05;-0.01;0.78;1.52;-2.71;118.66;0.75;0.50;0.009;3.30;3.66;-1000.00;-1000.00
2910.705;503;1.67;-2.59;128.94;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.67;0.43;0.37;-0.08;-0.01;-0.16;-0.03;0.70;1.51;-2.69;120.99;0.75;0.50;0.004;3.30;3.66;-1000.00;-1000.00
2910.805;517;1.65;-2.54;135.39;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.65;0.42;0.40;-0.09;-0.01;0.01;-0.00;0.78;1.49;-2.66;125.60;0.75;0.50;0.004;3.30;3.66;-1000.00;-1000.00
2910.915;527;1.62;-2.51;139.61;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.67;0.42;0.39;-0.08;-0.01;0.05;0.01;0.71;1.47;-2.63;130.18;0.74;0.50;0.009;3.30;3.66;-1000.00;-1000.00
2911.015;537;1.60;-2.48;143.65;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.65;0.41;0.37;-0.09;-0.01;0.04;0.01;0.73;1.46;-2.62;132.45;0.74;0.50;0.005;3.30;3.66;-1000.00;-1000.00
2911.105;545;1.58;-2.46;146.73;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.69;0.40;0.36;-0.08;-0.01;0.03;-0.01;0.62;1.43;-2.59;136.96;0.74;0.50;0.009;3.30;3.66;-1000.00;-1000.00
2911.205;556;1.55;-2.43;150.90;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.66;0.39;0.35;-0.08;-0.01;0.03;0.01;0.69;1.42;-2.58;139.20;0.73;0.50;0.005;3.30;3.66;-1000.00;-1000.00
2911.315;564;1.53;-2.41;153.88;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.65;0.38;0.35;-0.06;-0.00;0.03;-0.01;0.58;1.40;-2.57;141.43;0.73;0.50;0.006;3.30;3.66;-1000.00;-1000.00
2911.415;575;1.49;-2.39;157.38;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.67;0.37;0.34;-0.05;-0.00;0.03;-0.01;0.50;1.38;-2.55;145.84;0.72;0.50;0.006;3.30;3.66;-1000.00;-1000.00
2911.505;583;1.47;-2.38;159.72;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.66;0.35;0.33;-0.05;-0.00;0.02;-0.01;0.52;1.36;-2.54;147.96;0.70;0.50;0.006;3.30;3.66;-1000.00;-1000.00
2911.625;598;1.43;-2.36;164.39;1.39;-2.56;144.20;0.73;0.50;392;3;1;7;0.59;0.34;0.33;-0.05;-0.00;-0.09;-0.07;0.58;1.35;-2.53;150.01;0.68;0.50;0.015;3.30;3.66;-1000.00;-1000.00
