t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
5921.355;15;1.01;-2.20;87.25;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;0.01;0.03;-0.00;-0.00;0.00;-0.02;0.00;0.00;1.06;-2.16;90.00;-0.00;0.50;0.063
5921.425;20;1.01;-2.20;87.26;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;0.01;0.06;-0.00;-0.00;-0.00;0.00;-0.01;0.01;1.06;-2.16;90.00;-0.00;0.50;0.036
5921.505;29;1.01;-2.20;87.28;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;0.00;0.08;-0.00;-0.00;0.00;-0.01;0.01;0.01;1.06;-2.16;90.00;-0.00;0.50;0.019
5921.615;39;1.01;-2.19;87.35;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;0.00;0.11;0.08;-0.01;0.01;-0.01;-0.02;-0.00;1.06;-2.16;90.00;-0.00;0.50;0.026
5921.725;47;1.01;-2.19;87.39;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;0.00;0.13;0.11;-0.00;0.00;-0.02;-0.01;0.00;1.06;-2.16;90.00;-0.00;0.50;0.030
5921.815;57;1.01;-2.17;87.40;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;0.00;0.15;0.13;0.00;0.00;-0.00;0.00;0.00;1.06;-2.16;90.00;-0.00;0.50;0.017
5921.905;67;1.01;-2.16;87.41;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;0.00;0.16;0.15;-0.00;-0.00;-0.00;0.00;0.00;1.06;-2.16;90.00;-0.00;0.50;0.013
5922.035;82;1.01;-2.14;87.42;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;0.00;0.18;0.17;-0.00;-0.00;-0.00;0.00;0.00;1.06;-2.15;90.00;0.00;0.50;0.034
5922.115;88;1.01;-2.13;87.43;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;0.01;0.19;0.18;0.00;-0.00;-0.00;0.00;0.00;1.06;-2.13;90.00;0.00;0.50;0.021
5922.215;101;1.01;-2.10;87.45;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.01;0.21;0.20;-0.00;-0.00;-0.00;0.00;0.00;1.06;-2.11;90.00;0.00;0.50;0.018
5922.305;110;1.01;-2.08;87.47;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.01;0.22;0.21;0.00;-0.00;-0.00;0.00;0.00;1.06;-2.10;90.00;0.00;0.50;0.019
5922.415;120;1.01;-2.06;87.49;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.01;0.23;0.22;0.00;-0.00;-0.00;0.00;0.00;1.06;-2.07;90.00;0.00;0.50;0.021
5922.505;129;1.02;-2.04;87.52;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.01;0.25;0.23;0.00;-0.00;-0.00;0.00;0.00;1.06;-2.04;90.00;0.00;0.50;0.012
5922.615;139;1.02;-2.02;87.55;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.01;0.26;0.25;0.00;-0.00;-0.00;0.00;0.00;1.06;-2.01;90.00;0.00;0.50;0.018
5922.715;147;1.02;-2.00;87.57;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.01;0.27;0.26;0.00;-0.00;-0.00;0.00;0.01;1.06;-2.00;90.00;0.00;0.50;0.020
5922.805;158;1.02;-1.97;87.61;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.01;0.28;0.27;0.00;-0.00;-0.00;0.00;0.01;1.06;-1.97;90.00;0.00;0.50;0.010
5922.905;166;1.02;-1.95;87.64;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.01;0.29;0.28;0.00;-0.00;-0.00;0.00;0.01;1.06;-1.94;90.00;0.00;0.50;0.011
5923.015;177;1.02;-1.91;87.67;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.02;0.30;0.29;0.00;0.00;-0.00;0.00;0.00;1.06;-1.92;90.00;0.00;0.50;0.018
5923.115;191;1.02;-1.87;87.70;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.02;0.30;0.30;0.00;0.00;-0.00;0.00;0.01;1.06;-1.89;90.00;0.00;0.50;0.025
5923.205;197;1.02;-1.85;87.70;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.02;0.30;0.30;0.00;-0.00;-0.04;0.03;-0.00;1.06;-1.86;90.00;0.00;0.50;0.010
5923.305;207;1.02;-1.82;87.73;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;0.02;0.30;0.30;-0.00;0.00;0.02;-0.02;0.00;1.06;-1.82;90.00;0.00;0.50;0.013
5923.415;221;1.03;-1.78;87.77;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.02;0.30;0.30;-0.00;0.00;0.02;-0.02;0.00;1.06;-1.80;90.00;0.00;0.50;0.023
5923.505;230;1.03;-1.75;87.81;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.02;0.30;0.30;0.00;-0.00;-0.04;0.02;0.00;1.06;-1.76;90.00;0.00;0.50;0.015
5923.605;240;1.03;-1.72;87.84;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.03;0.30;0.30;0.00;-0.00;-0.03;0.02;-0.00;1.06;-1.74;90.00;0.00;0.50;0.017
5923.715;250;1.03;-1.69;87.86;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.03;0.30;0.30;0.00;-0.00;-0.03;0.02;0.00;1.06;-1.71;90.00;0.00;0.50;0.013
5923.795;256;1.03;-1.68;87.88;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.03;0.30;0.30;0.00;-0.00;-0.03;0.02;0.00;1.06;-1.68;90.00;0.00;0.50;0.005
5923.905;269;1.03;-1.64;87.93;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.03;0.30;0.30;-0.00;0.00;0.03;-0.02;0.01;1.06;-1.65;90.00;0.00;0.50;0.011
5924.005;279;1.03;-1.61;87.97;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.03;0.30;0.30;-0.00;0.00;0.03;-0.02;0.01;1.06;-1.60;90.00;-0.00;0.50;0.008
5924.105;288;1.03;-1.58;88.01;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.03;0.30;0.30;0.00;-0.00;-0.03;0.02;0.00;1.06;-1.58;90.00;-0.00;0.50;0.008
5924.205;298;1.03;-1.55;88.05;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.03;0.30;0.30;0.00;-0.00;-0.03;0.02;0.00;1.06;-1.54;90.00;-0.00;0.50;0.011
5924.295;307;1.04;-1.52;88.09;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;0.03;0.30;0.30;-0.00;0.00;0.03;-0.02;0.01;1.06;-1.52;90.00;-0.00;0.50;0.007
5924.405;317;1.04;-1.49;88.13;1.06;-1.27;90.00;-0.00;0.50;1024;3;1;0;0.03;0.30;0.30;-0.00;0.00;0.03;-0.02;0.01;1.06;-1.50;90.00;-0.00;0.50;0.012
