t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
92115.605;12;-0.29;-2.23;-176.11;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.01;-0.00;0.00;0.00;-0.01;-0.01;0.01;-0.31;-2.28;180.00;0.00;0.07;0.033
92115.695;20;-0.29;-2.23;-176.11;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.01;0.00;0.00;0.00;0.00;-0.01;-0.00;-0.31;-2.28;180.00;0.00;0.07;0.042
92115.795;29;-0.29;-2.23;-176.11;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.02;0.02;0.00;-0.03;-0.02;0.22;0.00;-0.31;-2.28;180.00;0.00;0.07;0.044
92115.885;39;-0.29;-2.23;-176.12;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.02;0.02;0.00;-0.00;0.01;0.02;-0.01;-0.31;-2.28;180.00;0.00;0.07;0.028
92115.955;43;-0.29;-2.23;-176.12;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.03;0.02;0.00;-0.00;0.01;0.02;-0.01;-0.31;-2.28;180.00;0.00;0.07;0.007
92116.065;57;-0.30;-2.23;-176.11;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.03;0.04;0.00;-0.03;-0.02;0.24;-0.01;-0.31;-2.28;180.00;0.00;0.07;0.024
92116.185;65;-0.30;-2.23;-176.14;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.04;0.03;-0.01;-0.00;0.06;-0.06;-0.03;-0.31;-2.28;180.00;0.00;0.07;0.028
92116.275;80;-0.30;-2.23;-176.14;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.04;0.03;-0.00;0.01;0.00;-0.03;0.01;-0.31;-2.28;180.00;0.00;0.07;0.026
92116.395;89;-0.31;-2.23;-176.12;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.04;0.05;0.00;-0.03;-0.03;0.23;0.01;-0.31;-2.28;180.00;0.00;0.07;0.041
92116.475;97;-0.31;-2.23;-176.12;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.04;0.04;0.00;0.00;0.00;-0.01;-0.01;-0.31;-2.28;180.00;0.00;0.07;0.027
92116.575;108;-0.32;-2.23;-176.14;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.04;0.04;0.00;0.00;0.00;-0.04;0.00;-0.31;-2.28;180.00;0.00;0.07;0.020
92116.685;116;-0.32;-2.23;-176.16;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.05;0.05;0.00;-0.03;-0.01;0.22;-0.00;-0.32;-2.28;180.00;0.00;0.14;0.023
92116.775;127;-0.32;-2.23;-176.18;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.05;0.06;0.00;-0.03;-0.01;0.22;-0.00;-0.32;-2.28;180.00;0.00;0.18;0.018
92116.875;138;-0.33;-2.23;-176.19;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.06;0.05;-0.00;0.01;0.00;-0.04;-0.00;-0.33;-2.28;180.00;0.00;0.21;0.014
92116.965;146;-0.33;-2.23;-176.21;-0.39;-2.28;180.00;0.00;0.50;876;1;1;0;-0.05;0.07;0.06;0.00;-0.00;0.01;0.02;-0.01;-0.33;-2.28;180.00;0.00;0.25;0.010
92117.075;156;-0.34;-2.23;-176.21;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.05;0.08;0.06;-0.00;0.00;0.02;-0.07;0.01;-0.34;-2.28;180.00;0.00;0.28;0.019
92117.175;167;-0.35;-2.23;-176.23;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.06;0.09;0.08;0.00;0.00;-0.00;-0.00;-0.01;-0.35;-2.28;180.00;0.00;0.35;0.019
92117.275;176;-0.36;-2.23;-176.26;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.06;0.11;0.09;-0.00;0.01;0.00;-0.03;-0.01;-0.36;-2.28;180.00;0.00;0.39;0.020
92117.385;186;-0.37;-2.23;-176.34;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.05;0.12;0.11;-0.00;0.01;-0.01;-0.01;-0.02;-0.37;-2.28;180.00;0.00;0.42;0.025
92117.475;196;-0.38;-2.23;-176.45;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.05;0.14;0.12;0.00;0.01;-0.01;0.00;-0.03;-0.38;-2.28;180.00;0.00;0.46;0.009
92117.555;205;-0.39;-2.23;-176.55;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.05;0.16;0.14;-0.00;0.00;0.01;-0.01;-0.02;-0.39;-2.28;180.00;0.00;0.49;0.025
92117.675;219;-0.41;-2.23;-176.64;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.04;0.17;0.16;-0.00;0.00;0.00;-0.01;-0.02;-0.40;-2.28;180.00;0.00;0.50;0.017
92117.765;227;-0.42;-2.23;-176.70;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.04;0.19;0.18;0.00;0.00;-0.02;0.02;-0.01;-0.42;-2.28;180.00;0.00;0.50;0.021
92117.865;236;-0.44;-2.23;-176.73;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.04;0.20;0.19;-0.00;-0.00;0.02;-0.03;-0.00;-0.44;-2.28;180.00;0.00;0.50;0.013
92117.965;245;-0.46;-2.24;-176.78;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.04;0.21;0.20;-0.00;0.00;-0.02;0.03;-0.02;-0.45;-2.28;180.00;0.00;0.50;0.006
92118.055;255;-0.48;-2.24;-176.84;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.04;0.23;0.22;-0.00;0.00;-0.02;0.03;-0.02;-0.47;-2.28;180.00;0.00;0.50;0.007
92118.175;269;-0.51;-2.24;-176.94;-0.54;-2.28;180.00;-0.00;0.50;876;2;1;0;-0.04;0.24;0.23;0.00;0.00;-0.00;-0.00;-0.01;-0.50;-2.28;180.00;0.00;0.50;0.013
92118.265;275;-0.52;-2.24;-176.98;-0.69;-2.28;180.00;0.00;0.50;876;3;1;0;-0.04;0.25;0.24;0.00;0.00;-0.00;-0.00;-0.01;-0.53;-2.28;180.00;-0.00;0.50;0.010
92118.365;288;-0.56;-2.24;-177.07;-0.69;-2.28;180.00;0.00;0.50;876;3;1;0;-0.04;0.27;0.25;0.00;0.00;-0.00;-0.00;-0.01;-0.55;-2.28;180.00;-0.00;0.50;0.013
92118.455;293;-0.57;-2.24;-177.10;-0.69;-2.28;180.00;0.00;0.50;876;3;1;0;-0.04;0.28;0.27;-0.00;0.00;-0.00;-0.00;-0.01;-0.57;-2.28;180.00;-0.00;0.50;0.008
92118.565;308;-0.61;-2.24;-177.20;-0.69;-2.28;180.00;0.00;0.50;876;3;1;0;-0.04;0.29;0.28;0.00;0.00;-0.00;-0.00;-0.01;-0.60;-2.28;180.00;0.00;0.50;0.011
92118.655;317;-0.64;-2.24;-177.25;-0.69;-2.28;180.00;0.00;0.50;876;3;1;0;-0.04;0.30;0.29;0.00;0.00;-0.00;-0.00;-0.01;-0.62;-2.28;180.00;0.00;0.50;0.007
92118.765;327;-0.67;-2.25;-177.32;-0.69;-2.28;180.00;0.00;0.50;876;3;1;0;-0.04;0.30;0.30;0.00;0.00;-0.00;-0.00;-0.01;-0.66;-2.28;180.00;0.00;0.50;0.012
92118.865;335;-0.69;-2.25;-177.36;-0.85;-2.28;180.00;-0.00;0.50;876;4;1;0;-0.04;0.30;0.30;0.00;0.00;-0.00;-0.00;-0.01;-0.69;-2.28;180.00;0.00;0.50;0.005
92118.965;346;-0.72;-2.25;-177.42;-0.85;-2.28;180.00;-0.00;0.50;876;4;1;0;-0.04;0.30;0.30;0.00;0.00;-0.00;-0.00;-0.01;-0.72;-2.28;180.00;0.00;0.50;0.002
92119.065;355;-0.75;-2.25;-177.47;-0.85;-2.28;180.00;-0.00;0.50;876;4;1;0;-0.05;0.30;0.30;0.00;0.00;-0.00;0.00;-0.01;-0.75;-2.28;180.00;0.00;0.50;0.003
92119.155;365;-0.78;-2.25;-177.52;-0.85;-2.28;180.00;-0.00;0.50;876;4;1;0;-0.05;0.30;0.30;0.00;0.00;-0.00;0.00;-0.01;-0.78;-2.28;180.00;-0.00;0.50;0.002
92119.255;373;-0.80;-2.25;-177.56;-0.85;-2.28;180.00;-0.00;0.50;876;4;1;0;-0.05;0.30;0.30;0.00;0.00;-0.00;0.00;-0.01;-0.81;-2.28;180.00;-0.00;0.50;0.005
92119.355;384;-0.84;-2.25;-177.61;-1.00;-2.28;180.00;0.00;0.50;876;5;1;0;-0.05;0.30;0.30;0.00;0.00;-0.00;0.00;-0.01;-0.84;-2.28;180.00;-0.00;0.50;0.002
92119.465;398;-0.88;-2.26;-177.67;-1.00;-2.28;180.00;0.00;0.50;876;5;1;0;-0.05;0.30;0.30;0.00;0.00;-0.00;0.00;-0.01;-0.87;-2.28;180.00;-0.00;0.50;0.006
92119.555;402;-0.89;-2.26;-177.69;-1.00;-2.28;180.00;0.00;0.50;876;5;1;0;-0.05;0.30;0.30;0.00;0.00;-0.00;0.00;-0.01;-0.89;-2.28;180.00;-0.00;0.50;0.001
92119.655;417;-0.94;-2.26;-177.76;-1.00;-2.28;180.00;0.00;0.50;876;5;1;0;-0.05;0.30;0.30;0.00;0.00;-0.00;0.00;-0.01;-0.94;-2.28;180.00;-0.00;0.50;0.003
92119.755;426;-0.96;-2.26;-177.81;-1.00;-2.28;180.00;0.00;0.50;876;5;1;0;-0.05;0.30;0.30;0.00;0.00;-0.00;0.00;-0.01;-0.96;-2.28;180.00;0.00;0.50;0.001
92119.855;435;-0.99;-2.26;-177.85;-1.00;-2.28;180.00;0.00;0.50;876;5;1;0;-0.05;0.30;0.30;0.00;0.00;-0.00;0.00;-0.01;-0.99;-2.28;180.00;0.00;0.50;0.001
92119.955;446;-1.02;-2.26;-177.90;-1.15;-2.28;180.00;-0.00;0.50;876;6;1;0;-0.05;0.30;0.30;0.00;-0.00;0.00;0.00;-0.01;-1.02;-2.28;180.00;0.00;0.50;0.001
92120.055;454;-1.05;-2.26;-177.93;-1.15;-2.28;180.00;-0.00;0.50;876;6;1;0;-0.05;0.30;0.30;0.00;-0.00;0.00;0.00;-0.01;-1.04;-2.28;180.00;0.00;0.50;0.001
92120.155;464;-1.08;-2.26;-177.98;-1.15;-2.28;180.00;-0.00;0.50;876;6;1;0;-0.05;0.30;0.30;0.00;-0.00;0.00;0.00;-0.01;-1.08;-2.28;180.00;0.00;0.50;0.001
92120.255;475;-1.11;-2.26;-178.02;-1.15;-2.28;180.00;-0.00;0.50;876;6;1;0;-0.05;0.30;0.30;-0.00;-0.00;0.00;0.00;-0.01;-1.11;-2.28;180.00;-0.00;0.50;0.001
92120.365;483;-1.14;-2.27;-178.06;-1.15;-2.28;180.00;-0.00;0.50;876;6;1;0;-0.05;0.30;0.30;-0.00;-0.00;0.00;0.00;-0.01;-1.13;-2.28;180.00;-0.00;0.50;0.003
92120.455;494;-1.17;-2.27;-178.11;-1.30;-2.28;180.00;0.00;0.50;876;7;1;0;-0.05;0.30;0.30;-0.00;-0.00;0.00;0.00;-0.01;-1.16;-2.28;180.00;-0.00;0.50;0.001
92120.585;506;-1.20;-2.27;-178.16;-1.52;-2.26;162.35;-0.79;0.50;1602;1;1;6;-0.05;0.30;0.30;-0.00;-0.00;0.00;0.00;-0.01;-1.21;-2.28;180.00;-0.00;0.50;0.024
92120.675;515;-1.23;-2.27;-178.19;-1.52;-2.26;162.35;-0.79;0.50;1602;1;1;6;0.08;0.30;0.30;-0.00;-0.00;0.00;0.00;-0.01;-1.32;-2.28;180.03;-0.10;0.06;0.016
92120.765;525;-1.26;-2.27;-177.79;-1.52;-2.26;162.35;-0.79;0.50;1602;1;1;6;-0.02;0.30;0.31;-0.00;-0.03;0.02;0.23;0.17;-1.32;-2.28;180.03;-0.10;0.06;0.005
92120.865;533;-1.29;-2.27;-177.42;-1.52;-2.26;162.35;-0.79;0.50;1602;1;1;6;-0.10;0.29;0.30;-0.00;0.00;0.01;0.03;-0.00;-1.32;-2.28;180.03;-0.10;0.06;0.013
