t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
1008.925;16;1.55;0.55;-179.98;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.09;0.00;0.00;-0.00;-0.00;-0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.107;-0.86;2.24;-1000.00;-1000.00
1008.945;20;1.55;0.55;-179.98;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.18;0.00;0.00;-0.00;-0.00;-0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.027;-0.85;2.25;-1000.00;-1000.00
1009.065;29;1.55;0.55;-179.98;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.27;0.00;0.00;-0.00;-0.00;-0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.056;-0.83;2.28;-1000.00;-1000.00
1009.165;39;1.56;0.55;-178.60;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.35;-0.20;-0.05;0.01;0.02;-0.01;0.89;0.95;-0.35;0.00;0.00;-0.50;0.046;-0.80;2.31;-1000.00;-1000.00
1009.255;47;1.58;0.56;-173.68;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.43;-0.33;-0.08;-0.01;0.03;0.07;1.27;0.95;-0.35;0.00;0.00;-0.50;0.035;-0.78;2.33;-1000.00;-1000.00
1009.345;58;1.62;0.57;-165.65;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.50;-0.41;-0.17;-0.04;-0.02;0.29;1.56;0.95;-0.35;0.00;0.00;-0.50;0.033;-0.74;2.35;-1000.00;-1000.00
1009.445;66;1.65;0.60;-158.98;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.50;-0.50;-0.16;-0.06;0.21;0.07;1.59;0.95;-0.35;0.00;0.00;-0.50;0.032;-0.71;2.36;-1000.00;-1000.00
1009.565;81;1.71;0.65;-146.05;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.50;-0.54;-0.08;-0.01;0.03;0.05;1.46;0.95;-0.35;0.00;0.00;-0.50;0.050;-0.64;2.38;-1000.00;-1000.00
1009.655;87;1.74;0.68;-141.31;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.50;-0.60;-0.14;-0.05;-0.18;-0.04;1.33;0.95;-0.35;0.00;0.00;-0.50;0.038;-0.61;2.39;-1000.00;-1000.00
1009.755;100;1.78;0.75;-131.20;0.95;-0.35;0.00;0.00;-0.50;403;0;1;2;-0.79;-0.50;-0.61;-0.18;-0.00;0.01;0.01;1.36;0.95;-0.35;0.00;0.00;-0.50;0.042;-0.57;2.41;-1000.00;-1000.00
