t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
11992.415;16;0.45;0.70;-163.42;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.79;-0.02;0.00;0.00;-0.00;0.00;-0.00;-0.00;0.45;0.55;180.00;0.00;-0.50;0.082;4.48;5.47;-1000.00;-1000.00
11992.495;24;0.45;0.70;-163.61;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.79;-0.05;-0.02;-0.00;0.00;0.05;-0.04;-0.06;0.45;0.55;180.00;0.00;-0.50;0.054;4.48;5.47;-1000.00;-1000.00
11992.545;28;0.45;0.70;-163.77;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.79;-0.07;-0.03;-0.00;0.00;0.06;-0.05;-0.09;0.46;0.55;180.00;0.00;-0.50;0.015;4.48;5.47;-1000.00;-1000.00
11992.655;39;0.46;0.70;-164.88;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.79;-0.09;-0.07;0.00;0.00;0.00;0.00;-0.20;0.46;0.55;180.00;0.00;-0.50;0.019;4.48;5.47;-1000.00;-1000.00
11992.765;52;0.47;0.70;-166.40;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.79;-0.11;-0.09;-0.00;-0.01;-0.00;0.00;-0.20;0.47;0.55;180.00;0.00;-0.50;0.033;4.48;5.47;-1000.00;-1000.00
11992.875;62;0.48;0.70;-167.65;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.79;-0.13;-0.11;-0.00;-0.01;-0.00;0.00;-0.21;0.48;0.55;180.00;0.00;-0.50;0.036;4.48;5.47;-1000.00;-1000.00
11992.955;72;0.49;0.71;-169.00;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.79;-0.14;-0.10;0.02;-0.01;-0.05;0.05;-0.25;0.48;0.55;180.00;0.00;-0.50;0.026;4.48;5.47;-1000.00;-1000.00
11993.065;81;0.50;0.71;-170.36;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.79;-0.16;-0.12;0.01;-0.01;-0.06;0.06;-0.29;0.50;0.55;180.00;0.00;-0.50;0.037;4.48;5.47;-1000.00;-1000.00
11993.165;92;0.52;0.71;-172.23;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.77;-0.17;-0.17;0.05;-0.01;-0.04;0.06;-0.35;0.51;0.55;180.00;0.00;-0.50;0.035;4.48;5.47;-1000.00;-1000.00
11993.255;100;0.53;0.71;-173.79;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.68;-0.19;-0.17;0.07;-0.01;-0.07;0.11;-0.47;0.53;0.55;180.00;0.00;-0.50;0.029;4.48;5.47;-1000.00;-1000.00
11993.375;111;0.55;0.70;-175.99;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.57;-0.20;-0.20;0.06;-0.01;-0.03;0.05;-0.33;0.55;0.55;180.00;0.00;-0.50;0.039;4.48;5.47;-1000.00;-1000.00
11993.475;119;0.57;0.70;-177.28;0.35;0.55;180.00;0.00;-0.50;1070;0;1;2;0.50;-0.22;-0.20;0.07;-0.01;-0.07;0.11;-0.31;0.57;0.55;180.00;0.00;-0.50;0.040;4.48;5.47;-1000.00;-1000.00
