t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
1595613982.851;12;1.12;-0.30;0.35;0.95;-0.35;0.00;0.00;-0.50;363;0;1;2;-0.10;-0.04;-0.00;0.00;0.00;-0.00;0.01;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.030;-100.00;-100.00;-100.00;-100.00
1595613982.943;21;1.12;-0.30;0.36;0.95;-0.35;0.00;0.00;-0.50;363;0;1;2;-0.09;-0.09;-0.00;0.00;0.00;-0.00;0.01;0.00;0.95;-0.35;0.00;0.00;-0.50;0.023;-100.00;-100.00;-100.00;-100.00
1595613983.042;31;1.12;-0.30;0.56;0.95;-0.35;0.00;0.00;-0.50;363;0;1;2;-0.09;-0.13;-0.00;0.00;0.00;0.00;0.01;0.02;0.95;-0.35;0.00;0.00;-0.50;0.021;-100.00;-100.00;-100.00;-100.00
1595613983.141;41;1.11;-0.30;0.78;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;-0.08;-0.16;-0.04;0.00;0.00;0.00;-0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.020;-100.00;-100.00;-100.00;-100.00
1595613983.231;50;1.10;-0.30;0.86;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;-0.07;-0.20;-0.09;0.00;0.00;-0.00;0.02;0.02;0.95;-0.35;0.00;0.00;-0.50;0.010;-100.00;-100.00;-100.00;-100.00
1595613983.329;60;1.09;-0.30;1.07;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;-0.06;-0.23;-0.13;0.00;0.00;-0.00;-0.02;0.03;0.95;-0.35;0.00;0.00;-0.50;0.009;-100.00;-100.00;-100.00;-100.00
1595613983.430;70;1.07;-0.30;1.23;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;-0.05;-0.25;-0.15;0.00;0.00;0.00;0.01;0.04;0.95;-0.35;0.00;0.00;-0.50;0.009;-100.00;-100.00;-100.00;-100.00
1595613983.529;80;1.05;-0.30;1.59;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;-0.04;-0.28;-0.20;0.00;0.00;-0.00;-0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.009;-100.00;-100.00;-100.00;-100.00
1595613983.629;90;1.02;-0.30;1.76;0.85;-0.35;-0.00;0.00;-0.50;363;1;1;2;-0.03;-0.30;-0.23;0.00;0.00;-0.00;0.01;0.04;0.95;-0.35;0.00;0.00;-0.50;0.009;-100.00;-100.00;-100.00;-100.00
1595613983.729;100;1.00;-0.30;1.90;0.76;-0.35;-0.00;0.00;-0.50;363;2;1;2;-0.02;-0.31;-0.24;0.00;0.00;-0.00;0.02;0.04;0.95;-0.35;0.00;0.00;-0.50;0.009;-100.00;-100.00;-100.00;-100.00
1595613983.826;110;0.97;-0.30;2.10;0.76;-0.35;-0.00;0.00;-0.50;363;2;1;2;-0.01;-0.32;-0.27;0.00;0.00;0.01;0.01;0.03;0.95;-0.35;0.00;0.00;-0.50;0.006;-100.00;-100.00;-100.00;-100.00
1595613983.926;120;0.94;-0.31;2.16;0.76;-0.35;-0.00;0.00;-0.50;363;2;1;2;-0.00;-0.33;-0.29;0.00;0.00;0.01;0.01;0.02;0.94;-0.35;-0.00;0.00;-0.50;0.006;-100.00;-100.00;-100.00;-100.00
1595613984.042;131;0.91;-0.31;2.37;0.65;-0.35;0.00;0.00;-0.50;205;0;1;2;0.01;-0.34;-0.30;0.00;0.00;0.00;0.01;0.03;0.91;-0.35;-0.00;0.00;-0.50;0.015;-100.00;-100.00;-100.00;-100.00
1595613984.158;143;0.87;-0.31;2.58;0.35;-0.35;0.00;-0.00;0.37;909;0;1;7;0.01;-0.37;-0.31;0.00;0.00;0.00;0.01;0.02;0.65;-0.35;0.00;0.00;-0.50;0.026;-100.00;-100.00;-100.00;-100.00
1595613984.243;151;0.85;-0.31;2.66;0.97;0.06;86.23;0.79;0.50;909;2;1;7;0.79;-0.35;-0.32;0.00;0.00;-0.01;0.01;0.04;0.81;-0.25;37.91;0.79;0.50;0.022;-100.00;-100.00;-100.00;-100.00
1595613984.332;160;0.82;-0.31;2.73;0.97;0.06;86.23;0.79;0.50;909;2;1;7;0.79;-0.28;-0.34;0.00;0.00;-0.01;0.01;0.01;0.78;-0.27;32.96;0.79;0.50;0.011;-100.00;-100.00;-100.00;-100.00
1595613984.432;170;0.78;-0.31;-1.54;0.97;0.06;86.23;0.79;0.50;909;2;1;7;0.79;-0.20;-0.36;0.00;0.00;0.01;-0.01;-0.70;0.77;-0.28;30.48;0.79;0.50;0.011;-100.00;-100.00;-100.00;-100.00
1595613984.532;180;0.75;-0.32;-5.54;0.97;0.06;86.23;0.79;0.50;909;2;1;7;0.79;-0.13;-0.30;0.00;0.00;-0.01;-0.00;-0.67;0.74;-0.29;25.52;0.79;0.50;0.011;-100.00;-100.00;-100.00;-100.00
1595613984.632;190;0.74;-0.32;-8.45;0.97;0.06;86.23;0.79;0.50;909;2;1;7;0.79;-0.06;-0.22;0.00;0.00;-0.00;0.02;-0.47;0.74;-0.29;25.52;0.79;0.50;0.011;-100.00;-100.00;-100.00;-100.00
