t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
2399.455;13;1.03;-2.20;91.21;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.15;0.03;-0.00;-0.00;0.00;-0.00;0.01;0.01;1.06;-2.16;90.00;-0.00;0.50;0.038
2399.525;20;1.03;-2.20;91.22;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.15;0.06;0.00;0.00;-0.00;0.02;-0.01;-0.01;1.06;-2.16;90.00;-0.00;0.50;0.017
2399.645;29;1.03;-2.20;91.16;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.14;0.08;0.05;-0.00;0.00;-0.05;-0.01;-0.01;1.06;-2.16;90.00;-0.00;0.50;0.023
2399.735;39;1.03;-2.19;91.06;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.14;0.11;0.08;0.01;0.00;0.03;0.03;-0.01;1.06;-2.16;90.00;-0.00;0.50;0.022
2399.855;52;1.03;-2.18;90.80;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.13;0.13;0.11;0.00;0.00;0.01;0.01;-0.04;1.06;-2.16;90.00;-0.00;0.50;0.032
2399.925;58;1.03;-2.17;90.67;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.12;0.15;0.13;0.00;0.00;-0.00;-0.00;-0.04;1.06;-2.16;90.00;-0.00;0.50;0.013
2400.035;71;1.02;-2.15;90.42;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.11;0.16;0.15;0.00;0.00;-0.00;0.00;-0.03;1.06;-2.16;90.00;-0.00;0.50;0.017
2400.145;80;1.02;-2.14;90.27;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.10;0.18;0.17;0.00;0.00;-0.00;0.00;-0.03;1.06;-2.15;90.00;0.00;0.50;0.022
2400.225;90;1.02;-2.12;90.14;1.06;-2.16;90.00;-0.00;0.50;1024;0;1;0;-0.10;0.19;0.18;0.00;0.00;-0.00;0.00;-0.02;1.06;-2.13;90.00;0.00;0.50;0.016
2400.345;100;1.02;-2.10;90.04;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.09;0.21;0.19;0.00;0.00;-0.00;0.00;-0.02;1.06;-2.11;90.00;0.00;0.50;0.033
2400.435;110;1.02;-2.08;89.95;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.09;0.22;0.21;0.00;0.00;-0.00;0.00;-0.01;1.06;-2.09;90.00;0.00;0.50;0.020
2400.535;119;1.02;-2.06;89.88;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.08;0.23;0.22;0.00;0.00;-0.00;0.00;-0.01;1.06;-2.07;90.00;0.00;0.50;0.022
2400.645;129;1.02;-2.04;89.81;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.08;0.24;0.23;0.00;0.00;-0.00;0.00;-0.01;1.06;-2.05;90.00;0.00;0.50;0.024
2400.735;140;1.02;-2.01;89.74;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.08;0.26;0.24;0.00;0.00;-0.00;0.00;-0.01;1.06;-2.01;90.00;0.00;0.50;0.021
2400.825;148;1.02;-1.99;89.70;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.07;0.27;0.26;0.00;0.00;-0.00;0.00;-0.01;1.06;-1.99;90.00;0.00;0.50;0.011
2400.925;159;1.03;-1.96;89.64;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.07;0.28;0.27;0.00;-0.00;-0.00;-0.00;-0.01;1.06;-1.97;90.00;0.00;0.50;0.010
2401.035;167;1.03;-1.94;89.60;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.07;0.29;0.28;0.00;-0.00;0.00;-0.00;-0.01;1.06;-1.94;90.00;0.00;0.50;0.012
2401.125;176;1.03;-1.92;89.56;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.07;0.30;0.29;-0.00;-0.00;0.00;-0.00;-0.01;1.06;-1.92;90.00;0.00;0.50;0.009
2401.225;186;1.03;-1.89;89.52;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.06;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.01;1.06;-1.88;90.00;0.00;0.50;0.010
2401.335;201;1.03;-1.84;89.47;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.06;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.86;90.00;0.00;0.50;0.020
2401.425;205;1.03;-1.83;89.46;1.06;-1.86;90.00;0.00;0.50;1024;1;1;0;-0.06;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.83;90.00;0.00;0.50;0.009
2401.535;221;1.03;-1.78;89.45;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;-0.06;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.78;90.00;0.00;0.50;0.019
2401.625;229;1.03;-1.76;89.44;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;-0.06;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.77;90.00;0.00;0.50;0.016
2401.725;240;1.03;-1.72;89.43;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;-0.06;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.72;90.00;0.00;0.50;0.012
2401.825;249;1.03;-1.70;89.42;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;-0.05;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.70;90.00;0.00;0.50;0.006
2401.925;259;1.03;-1.67;89.42;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;-0.05;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.68;90.00;0.00;0.50;0.016
2402.025;270;1.03;-1.63;89.41;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;-0.05;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.64;90.00;0.00;0.50;0.011
2402.125;278;1.03;-1.61;89.40;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;-0.05;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.60;90.00;-0.00;0.50;0.006
2402.225;287;1.03;-1.58;89.40;1.06;-1.56;90.00;-0.00;0.50;1024;2;1;0;-0.05;0.30;0.30;-0.00;-0.00;0.00;-0.00;-0.00;1.06;-1.58;90.00;-0.00;0.50;0.012
