t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
9970.855;14;1.10;-0.30;0.02;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.04;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.057;4.00;3.83;-1000.00;-1000.00
9970.925;20;1.10;-0.30;0.02;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.08;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.020;4.00;3.83;-1000.00;-1000.00
9971.025;28;1.10;-0.30;0.02;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.12;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;-0.35;0.00;0.00;-0.50;0.018;4.00;3.83;-1000.00;-1000.00
9971.135;39;1.10;-0.30;0.20;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.15;-0.12;0.00;-0.00;0.00;-0.01;0.05;0.95;-0.35;0.00;0.00;-0.50;0.032;4.00;3.84;-1000.00;-1000.00
9971.235;48;1.08;-0.30;0.34;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.10;-0.19;-0.15;0.00;-0.00;0.02;0.05;0.04;0.95;-0.35;0.00;0.00;-0.50;0.030;4.00;3.83;-1000.00;-1000.00
9971.315;58;1.07;-0.30;0.53;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.21;-0.18;-0.00;0.00;-0.03;-0.05;0.03;0.95;-0.35;0.00;0.00;-0.50;0.017;4.00;3.83;-1000.00;-1000.00
9971.435;71;1.04;-0.30;0.84;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.24;-0.21;0.00;0.00;0.00;-0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.032;4.00;3.84;-1000.00;-1000.00
9971.535;81;1.02;-0.30;1.00;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.26;-0.24;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.033;4.00;3.84;-1000.00;-1000.00
9971.635;89;1.00;-0.30;1.08;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.28;-0.26;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.028;4.00;3.84;-1000.00;-1000.00
9971.715;100;0.97;-0.30;1.16;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.29;-0.27;0.00;0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.010;4.00;3.84;-1000.00;-1000.00
9971.815;108;0.95;-0.30;1.20;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.30;-0.29;0.00;-0.00;0.00;-0.00;0.01;0.95;-0.35;-0.00;0.00;-0.50;0.011;4.00;3.84;-1000.00;-1000.00
9971.965;123;0.90;-0.30;1.24;0.65;-0.35;0.00;-0.00;0.37;217;0;1;7;-0.05;-0.31;-0.30;-0.00;-0.00;0.00;0.00;0.00;0.92;-0.35;-0.00;0.00;-0.50;0.035;4.00;3.84;-1000.00;-1000.00
9972.025;127;0.89;-0.30;1.25;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;-0.31;-0.00;-0.00;0.00;-0.00;0.00;0.89;-0.34;8.71;0.51;0.45;0.021;4.00;3.84;-1000.00;-1000.00
9972.115;138;0.87;-0.30;0.94;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;-0.01;0.00;-0.00;-0.00;0.00;-0.05;0.87;-0.34;7.48;0.48;0.45;0.013;4.00;3.84;-1000.00;-1000.00
9972.215;146;0.87;-0.30;0.76;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;0.01;-0.01;0.00;-0.01;-0.01;-0.04;0.87;-0.34;7.48;0.48;0.45;0.016;4.00;3.84;-1000.00;-1000.00
9972.335;161;0.87;-0.30;0.59;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;0.00;0.00;-0.00;-0.00;-0.00;-0.02;0.87;-0.34;7.48;0.48;0.45;0.030;4.00;3.84;-1000.00;-1000.00
9972.425;170;0.87;-0.30;0.51;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;0.00;0.00;-0.00;-0.00;-0.00;-0.01;0.87;-0.34;7.48;0.48;0.45;0.025;4.00;3.84;-1000.00;-1000.00
9972.525;180;0.87;-0.30;0.47;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;0.00;0.00;0.00;-0.00;0.01;-0.01;0.87;-0.34;7.48;0.48;0.45;0.020;4.00;3.84;-1000.00;-1000.00
9972.615;189;0.87;-0.30;0.45;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;0.00;0.00;0.00;-0.00;0.01;-0.01;0.87;-0.34;7.48;0.48;0.45;0.013;4.00;3.84;-1000.00;-1000.00
9972.745;200;0.87;-0.30;0.43;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;-0.00;0.00;-0.00;-0.01;-0.01;-0.01;0.87;-0.34;7.48;0.48;0.45;0.033;4.00;3.84;-1000.00;-1000.00
9972.825;208;0.87;-0.30;0.44;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;0.00;0.00;0.00;-0.00;0.01;-0.00;0.87;-0.34;7.48;0.48;0.45;0.015;4.00;3.84;-1000.00;-1000.00
9972.935;222;0.87;-0.30;0.44;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.05;-0.31;0.00;0.00;0.00;-0.00;0.01;-0.00;0.87;-0.34;7.48;0.48;0.45;0.032;4.00;3.84;-1000.00;-1000.00
