t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
928.145;16;1.10;2.30;-0.01;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.12;-0.04;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;2.35;0.00;0.00;-0.50;0.098;1.47;0.79;-1000.00;-1000.00
928.185;20;1.10;2.30;-0.01;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.12;-0.08;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;2.35;0.00;0.00;-0.50;0.040;1.47;0.79;-1000.00;-1000.00
928.295;32;1.10;2.30;-0.01;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.12;-0.12;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;2.35;0.00;0.00;-0.50;0.051;1.47;0.79;-1000.00;-1000.00
928.395;39;1.10;2.30;-0.13;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.11;-0.15;-0.11;-0.00;-0.00;-0.00;-0.01;-0.05;0.95;2.35;0.00;0.00;-0.50;0.050;1.47;0.79;-1000.00;-1000.00
928.505;51;1.08;2.30;-0.40;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.10;-0.19;-0.15;0.00;0.00;-0.00;-0.00;-0.04;0.95;2.35;0.00;0.00;-0.50;0.055;1.47;0.79;-1000.00;-1000.00
928.615;64;1.06;2.30;-0.69;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.09;-0.21;-0.19;0.00;0.00;-0.00;-0.00;-0.04;0.95;2.35;0.00;0.00;-0.50;0.071;1.47;0.79;-1000.00;-1000.00
928.685;69;1.05;2.30;-0.78;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.08;-0.24;-0.21;0.00;0.00;-0.00;0.00;-0.03;0.95;2.35;0.00;0.00;-0.50;0.047;1.47;0.79;-1000.00;-1000.00
928.765;78;1.03;2.30;-0.92;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.07;-0.26;-0.24;-0.00;0.00;-0.00;-0.00;-0.02;0.95;2.35;0.00;0.00;-0.50;0.024;1.47;0.79;-1000.00;-1000.00
928.875;89;1.00;2.30;-1.05;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.07;-0.28;-0.26;-0.00;0.00;-0.00;-0.00;-0.02;0.95;2.35;0.00;0.00;-0.50;0.029;1.47;0.79;-1000.00;-1000.00
928.965;98;0.98;2.30;-1.12;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.06;-0.29;-0.28;0.00;0.00;-0.00;-0.00;-0.01;0.95;2.35;0.00;0.00;-0.50;0.022;1.47;0.79;-1000.00;-1000.00
929.065;108;0.95;2.30;-1.18;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.06;-0.30;-0.29;-0.00;-0.00;-0.00;-0.00;-0.01;0.95;2.35;0.00;0.00;-0.50;0.020;1.47;0.79;-1000.00;-1000.00
929.215;124;0.90;2.30;-1.22;0.65;2.35;-0.00;0.11;0.00;226;1;1;5;0.05;-0.31;-0.31;0.00;-0.00;-0.00;0.00;-0.00;0.93;2.35;-0.00;0.00;-0.50;0.037;1.47;0.79;-1000.00;-1000.00
929.265;127;0.89;2.30;-1.23;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;-0.31;0.00;-0.00;-0.00;-0.00;-0.00;0.88;2.38;17.60;0.65;0.50;0.023;1.47;0.79;-1000.00;-1000.00
929.375;139;0.87;2.30;-0.86;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.01;0.00;-0.00;-0.00;0.02;0.04;0.86;2.37;15.98;0.65;0.50;0.027;1.47;0.79;-1000.00;-1000.00
929.465;145;0.87;2.30;-0.72;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.01;0.00;-0.00;-0.02;0.05;0.04;0.86;2.37;15.98;0.65;0.50;0.017;1.47;0.79;-1000.00;-1000.00
929.555;156;0.87;2.30;-0.56;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.05;-0.31;0.00;-0.00;-0.00;0.00;-0.01;0.02;0.86;2.37;15.98;0.65;0.50;0.013;1.47;0.79;-1000.00;-1000.00
