t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
1501.575;16;1.27;-2.02;97.46;1.19;-2.03;90.00;0.00;0.50;961;0;1;0;-0.17;0.02;0.00;0.00;-0.00;0.02;-0.01;-0.01;1.19;-2.02;90.00;0.00;0.50;0.070
1501.645;20;1.27;-2.02;97.46;1.19;-2.03;90.00;0.00;0.50;961;0;1;0;-0.17;0.05;0.02;0.00;-0.00;0.02;-0.01;-0.02;1.19;-2.02;90.00;0.00;0.50;0.040
1501.755;34;1.27;-2.02;97.33;1.19;-2.03;90.00;0.00;0.50;961;0;1;0;-0.16;0.07;0.06;0.00;-0.03;0.22;0.03;-0.03;1.19;-2.02;90.00;0.00;0.50;0.039
1501.835;39;1.27;-2.01;97.27;1.19;-2.03;90.00;0.00;0.50;961;0;1;0;-0.16;0.09;0.07;0.01;-0.00;0.03;0.02;-0.03;1.19;-2.01;90.00;0.00;0.50;0.026
1501.935;50;1.27;-2.00;97.05;1.19;-2.03;90.00;0.00;0.50;961;0;1;0;-0.15;0.11;0.09;0.00;0.00;0.02;0.02;-0.04;1.19;-2.00;90.00;0.00;0.50;0.032
1502.045;62;1.26;-1.99;96.78;1.19;-2.03;90.00;0.00;0.50;961;0;1;0;-0.15;0.13;0.11;0.00;0.00;-0.00;-0.00;-0.04;1.19;-1.99;90.00;0.00;0.50;0.037
1502.135;72;1.26;-1.98;96.57;1.19;-1.89;90.00;0.00;0.50;961;1;1;0;-0.14;0.14;0.13;0.00;0.00;-0.00;0.00;-0.04;1.19;-1.98;90.00;0.00;0.50;0.029
1502.215;77;1.26;-1.97;96.46;1.19;-1.89;90.00;0.00;0.50;961;1;1;0;-0.13;0.16;0.14;-0.00;0.00;-0.00;0.00;-0.04;1.19;-1.97;90.00;0.00;0.50;0.013
1502.325;88;1.26;-1.96;96.24;1.19;-1.89;90.00;0.00;0.50;961;1;1;0;-0.13;0.18;0.16;0.00;0.00;-0.00;0.00;-0.03;1.19;-1.95;90.00;0.00;0.50;0.026
1502.445;100;1.26;-1.94;96.03;1.19;-1.89;90.00;0.00;0.50;961;1;1;0;-0.12;0.19;0.18;0.00;0.00;-0.00;0.00;-0.03;1.19;-1.94;90.00;0.00;0.50;0.038
1502.535;111;1.26;-1.92;95.86;1.19;-1.89;90.00;0.00;0.50;961;1;1;0;-0.12;0.21;0.19;0.00;0.00;-0.00;-0.00;-0.03;1.19;-1.92;90.00;0.00;0.50;0.030
1502.625;119;1.25;-1.90;95.74;1.19;-1.89;90.00;0.00;0.50;961;1;1;0;-0.12;0.22;0.21;0.00;-0.00;0.00;-0.00;-0.03;1.19;-1.90;90.00;0.00;0.50;0.015
1502.735;130;1.25;-1.88;95.57;1.19;-1.89;90.00;0.00;0.50;961;1;1;0;-0.12;0.23;0.22;0.00;-0.00;0.00;-0.00;-0.02;1.19;-1.88;90.00;0.00;0.50;0.031
1502.815;138;1.25;-1.86;95.46;1.19;-1.75;90.00;0.00;0.50;961;2;1;0;-0.11;0.25;0.23;-0.00;-0.00;0.00;-0.00;-0.03;1.19;-1.85;90.00;0.00;0.50;0.017
1502.925;149;1.25;-1.83;95.30;1.19;-1.75;90.00;0.00;0.50;961;2;1;0;-0.11;0.26;0.25;0.00;-0.00;0.00;-0.00;-0.02;1.19;-1.83;90.00;0.00;0.50;0.019
1503.015;157;1.25;-1.81;95.19;1.19;-1.75;90.00;0.00;0.50;961;2;1;0;-0.11;0.27;0.26;-0.00;-0.00;0.00;-0.00;-0.03;1.19;-1.81;90.00;0.00;0.50;0.010
1503.105;168;1.24;-1.78;95.03;1.19;-1.75;90.00;0.00;0.50;961;2;1;0;-0.11;0.28;0.27;-0.00;-0.00;0.00;-0.01;-0.02;1.19;-1.78;90.00;0.00;0.50;0.007
1503.235;180;1.24;-1.75;94.87;1.19;-1.75;90.00;0.00;0.50;961;2;1;0;-0.11;0.29;0.28;-0.00;-0.00;0.00;-0.01;-0.02;1.19;-1.76;90.00;0.00;0.50;0.019
1503.335;191;1.24;-1.72;94.72;1.19;-1.61;90.00;-0.00;0.50;961;3;1;0;-0.11;0.30;0.29;-0.00;-0.00;0.00;-0.01;-0.02;1.19;-1.73;90.00;0.00;0.50;0.029
1503.415;200;1.24;-1.69;94.61;1.19;-1.61;90.00;-0.00;0.50;961;3;1;0;-0.11;0.30;0.30;-0.00;-0.00;0.00;-0.01;-0.02;1.19;-1.70;90.00;-0.00;0.50;0.010
1503.505;206;1.23;-1.67;94.53;1.19;-1.61;90.00;-0.00;0.50;961;3;1;0;-0.11;0.30;0.30;-0.00;-0.00;0.00;-0.01;-0.02;1.19;-1.67;90.00;-0.00;0.50;0.003
1503.615;220;1.23;-1.63;94.39;1.19;-1.61;90.00;-0.00;0.50;961;3;1;0;-0.11;0.30;0.30;-0.00;-0.00;0.00;-0.01;-0.02;1.19;-1.63;90.00;-0.00;0.50;0.010
1503.715;229;1.23;-1.60;94.30;1.19;-1.61;90.00;-0.00;0.50;961;3;1;0;-0.11;0.30;0.30;-0.00;-0.00;0.00;-0.01;-0.02;1.19;-1.61;90.00;-0.00;0.50;0.003
