t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
7448.215;10;1.10;-0.30;0.14;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.04;-0.00;-0.00;0.00;0.01;0.01;0.01;0.95;-0.35;0.00;0.00;-0.50;0.048;3.94;3.61;-1000.00;-1000.00
7448.305;16;1.10;-0.30;0.17;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.08;-0.04;0.00;-0.00;-0.01;-0.02;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.027;3.94;3.61;-1000.00;-1000.00
7448.395;24;1.09;-0.30;0.27;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.12;-0.08;0.00;-0.01;0.03;0.05;0.02;0.95;-0.35;0.00;0.00;-0.50;0.023;3.94;3.61;-1000.00;-1000.00
7448.505;39;1.08;-0.30;0.53;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.15;-0.12;0.00;-0.00;0.03;0.03;0.03;0.95;-0.35;0.00;0.00;-0.50;0.028;3.94;3.61;-1000.00;-1000.00
7448.605;48;1.07;-0.30;0.66;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.18;-0.15;-0.00;0.00;-0.01;-0.02;0.03;0.95;-0.35;0.00;0.00;-0.50;0.023;3.94;3.61;-1000.00;-1000.00
7448.695;54;1.06;-0.30;0.73;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.21;-0.18;0.00;-0.00;0.02;0.04;0.02;0.95;-0.35;0.00;0.00;-0.50;0.014;3.94;3.61;-1000.00;-1000.00
7448.795;67;1.03;-0.30;0.95;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.23;-0.21;-0.00;0.00;0.00;-0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.022;3.94;3.61;-1000.00;-1000.00
7448.895;77;1.01;-0.30;1.13;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.25;-0.23;0.00;0.00;0.00;-0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.019;3.94;3.61;-1000.00;-1000.00
7448.985;86;0.99;-0.30;1.23;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.27;-0.25;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.016;3.94;3.61;-1000.00;-1000.00
7449.085;96;0.96;-0.30;1.31;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.05;-0.28;-0.27;0.00;0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.016;3.94;3.61;-1000.00;-1000.00
7449.185;105;0.94;-0.30;1.35;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.05;-0.29;-0.28;0.00;-0.00;0.00;-0.00;0.01;0.94;-0.35;-0.00;0.00;-0.50;0.011;3.94;3.61;-1000.00;-1000.00
7449.345;119;0.90;-0.30;1.39;0.65;-0.35;0.00;-0.00;0.37;217;0;1;7;-0.04;-0.30;-0.29;0.00;-0.00;0.00;-0.00;0.00;0.91;-0.35;-0.00;0.00;-0.50;0.053;3.94;3.61;-1000.00;-1000.00
7449.415;130;0.86;-0.30;1.40;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.04;-0.30;-0.30;0.00;-0.00;0.00;-0.00;0.00;0.89;-0.34;8.71;0.51;0.45;0.037;3.94;3.61;-1000.00;-1000.00
7449.495;133;0.86;-0.31;1.54;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.04;-0.30;-0.17;0.00;0.00;-0.00;-0.04;0.18;0.86;-0.34;6.37;0.44;0.44;0.014;3.94;3.61;-1000.00;-1000.00
7449.595;144;0.85;-0.31;10.16;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.04;-0.30;-0.05;-0.07;-0.05;0.11;-0.09;1.98;0.86;-0.34;6.37;0.44;0.44;0.020;3.94;3.61;-1000.00;-1000.00
7449.705;159;0.85;-0.32;26.63;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.04;-0.30;-0.03;-0.19;-0.01;-0.02;-0.14;1.93;0.86;-0.34;6.37;0.44;0.44;0.030;3.94;3.61;-1000.00;-1000.00
7449.795;167;0.85;-0.34;35.00;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.04;-0.30;-0.10;-0.21;-0.01;-0.02;-0.05;1.80;0.86;-0.34;6.37;0.44;0.44;0.019;3.94;3.61;-1000.00;-1000.00
7449.895;178;0.86;-0.37;45.77;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.04;-0.30;-0.15;-0.24;-0.00;-0.00;-0.01;1.67;0.86;-0.34;6.37;0.44;0.44;0.025;3.94;3.61;-1000.00;-1000.00
7450.005;186;0.86;-0.39;53.18;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.04;-0.30;-0.17;-0.22;-0.00;0.00;-0.01;1.59;0.86;-0.34;6.37;0.44;0.44;0.029;3.94;3.61;-1000.00;-1000.00
7450.105;196;0.87;-0.42;61.86;1.03;-0.30;24.90;0.79;0.50;217;1;1;7;-0.04;-0.30;-0.19;-0.18;-0.01;0.02;-0.02;1.45;0.86;-0.34;6.37;0.44;0.44;0.026;3.94;3.61;-1000.00;-1000.00
