t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
161431.885;14;-0.30;-2.25;179.96;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.22;0.02;0.00;0.00;-0.00;-0.00;-0.00;0.00;-0.31;-2.16;180.00;0.00;0.50;0.099
161431.925;16;-0.30;-2.25;179.95;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.22;0.05;0.01;0.00;-0.00;0.00;0.01;-0.01;-0.31;-2.16;180.00;0.00;0.50;0.022
161432.005;24;-0.30;-2.25;179.81;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.22;0.07;0.05;-0.00;-0.00;0.00;-0.00;-0.04;-0.31;-2.16;180.00;0.00;0.50;0.011
161432.115;34;-0.31;-2.25;179.60;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.20;0.09;0.07;-0.00;0.00;0.03;-0.05;-0.02;-0.31;-2.16;180.00;0.00;0.50;0.018
161432.215;44;-0.32;-2.25;179.42;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.20;0.11;0.09;0.00;0.00;0.00;-0.01;-0.04;-0.32;-2.16;180.00;0.00;0.50;0.018
161432.305;53;-0.33;-2.25;179.21;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.19;0.13;0.11;0.00;0.00;-0.00;-0.00;-0.04;-0.33;-2.16;180.00;0.00;0.50;0.016
161432.405;63;-0.34;-2.25;178.97;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.17;0.15;0.13;0.00;0.00;-0.00;-0.00;-0.04;-0.34;-2.16;180.00;0.00;0.50;0.017
161432.535;78;-0.36;-2.25;178.66;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.16;0.16;0.15;0.00;0.00;0.00;-0.00;-0.03;-0.35;-2.16;180.00;0.00;0.50;0.042
161432.615;83;-0.37;-2.25;178.57;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.15;0.18;0.16;-0.00;0.00;0.00;0.00;-0.03;-0.37;-2.16;180.00;0.00;0.50;0.018
161432.715;94;-0.39;-2.25;178.40;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.14;0.19;0.18;0.00;-0.00;0.00;0.00;-0.03;-0.39;-2.16;180.00;0.00;0.50;0.017
161432.805;103;-0.40;-2.25;178.26;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.13;0.21;0.20;-0.00;-0.00;0.00;0.00;-0.02;-0.40;-2.16;180.00;0.00;0.50;0.013
161432.935;118;-0.43;-2.25;178.08;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.12;0.22;0.21;0.00;-0.00;0.00;0.00;-0.02;-0.43;-2.16;180.00;0.00;0.50;0.034
161433.015;123;-0.45;-2.25;178.03;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.12;0.24;0.22;-0.00;-0.00;0.00;0.00;-0.01;-0.45;-2.16;180.00;0.00;0.50;0.015
161433.125;137;-0.48;-2.25;177.91;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.11;0.25;0.24;0.00;-0.00;0.00;0.00;-0.02;-0.46;-2.16;180.00;0.00;0.50;0.029
161433.235;148;-0.50;-2.24;177.83;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.10;0.26;0.25;-0.00;-0.00;0.01;0.00;-0.01;-0.49;-2.16;180.00;0.00;0.50;0.040
161433.315;157;-0.53;-2.24;177.79;-0.44;-2.16;180.00;0.00;0.50;816;1;1;0;-0.10;0.27;0.26;-0.00;-0.00;0.01;0.00;-0.01;-0.51;-2.16;180.00;0.00;0.50;0.018
