t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
879.645;14;1.10;2.30;-0.01;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.12;-0.04;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;2.35;0.00;0.00;-0.50;0.083;-0.74;0.78;-1000.00;-1000.00
879.695;16;1.10;2.30;-0.01;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.12;-0.08;0.00;0.00;-0.00;0.00;0.00;0.00;0.95;2.35;0.00;0.00;-0.50;0.028;-0.75;0.78;-1000.00;-1000.00
879.795;24;1.10;2.30;-0.12;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.11;-0.12;-0.08;-0.00;-0.00;-0.00;-0.00;-0.03;0.95;2.35;0.00;0.00;-0.50;0.027;-0.77;0.75;-1000.00;-1000.00
879.915;40;1.08;2.30;-0.34;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.10;-0.15;-0.12;-0.00;-0.00;0.01;-0.03;-0.01;0.95;2.35;0.00;0.00;-0.50;0.044;-0.82;0.71;-1000.00;-1000.00
879.995;48;1.07;2.30;-0.48;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.10;-0.18;-0.15;0.00;0.00;-0.00;0.00;-0.03;0.95;2.35;0.00;0.00;-0.50;0.029;-0.84;0.69;-1000.00;-1000.00
880.085;58;1.05;2.30;-0.67;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.09;-0.21;-0.18;-0.00;0.00;0.00;-0.00;-0.03;0.95;2.35;0.00;0.00;-0.50;0.028;-0.86;0.66;-1000.00;-1000.00
880.175;66;1.04;2.30;-0.80;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.08;-0.23;-0.21;-0.00;0.00;-0.00;-0.00;-0.03;0.95;2.35;0.00;0.00;-0.50;0.016;-0.88;0.63;-1000.00;-1000.00
880.285;77;1.01;2.30;-0.95;0.85;2.35;-0.00;0.00;-0.50;395;1;1;2;0.07;-0.25;-0.23;-0.00;0.00;-0.00;-0.00;-0.02;0.95;2.35;0.00;0.00;-0.50;0.016;-0.90;0.60;-1000.00;-1000.00
880.375;85;0.99;2.30;-1.03;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.07;-0.27;-0.25;0.00;0.00;-0.00;-0.00;-0.02;0.95;2.35;0.00;0.00;-0.50;0.012;-0.91;0.57;-1000.00;-1000.00
880.475;94;0.97;2.30;-1.10;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.06;-0.28;-0.27;-0.00;0.00;-0.00;-0.00;-0.01;0.95;2.35;0.00;0.00;-0.50;0.012;-0.93;0.54;-1000.00;-1000.00
880.585;104;0.94;2.30;-1.16;0.76;2.35;-0.00;0.00;-0.50;395;2;1;2;0.06;-0.29;-0.28;0.00;-0.00;-0.00;-0.00;-0.01;0.94;2.35;-0.00;0.00;-0.50;0.019;-0.94;0.50;-1000.00;-1000.00
880.695;119;0.90;2.30;-1.21;0.65;2.35;-0.00;0.11;0.00;226;1;1;5;0.05;-0.30;-0.30;0.00;-0.00;-0.00;0.00;-0.00;0.91;2.35;-0.00;0.00;-0.50;0.020;-0.96;0.45;-1000.00;-1000.00
880.785;127;0.87;2.30;-1.23;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.65;-0.28;-0.30;-0.00;-0.00;-0.00;-0.00;-0.00;0.86;2.37;15.98;0.65;0.50;0.017;-0.96;0.41;-1000.00;-1000.00
880.865;132;0.86;2.30;-1.92;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;-0.22;-0.28;0.00;-0.00;0.01;-0.01;-0.63;0.85;2.37;14.37;0.65;0.50;0.004;-0.97;0.40;-1000.00;-1000.00
880.975;147;0.82;2.31;-7.55;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;-0.16;-0.22;0.00;-0.01;0.00;-0.02;-0.59;0.82;2.36;11.29;0.62;0.47;0.010;-0.98;0.34;-1000.00;-1000.00
881.075;156;0.81;2.31;-9.94;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;-0.11;-0.16;-0.01;-0.01;0.11;0.10;-0.31;0.80;2.36;9.93;0.60;0.45;0.011;-0.98;0.30;-1000.00;-1000.00
881.175;166;0.80;2.31;-10.91;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;-0.06;-0.11;0.01;-0.01;0.03;0.02;-0.06;0.79;2.36;8.68;0.57;0.43;0.007;-0.97;0.27;-1000.00;-1000.00
881.275;175;0.79;2.31;-10.59;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;-0.01;-0.06;0.00;-0.01;0.01;0.01;0.14;0.78;2.36;7.54;0.55;0.41;0.015;-0.97;0.24;-1000.00;-1000.00
881.375;185;0.78;2.31;-9.40;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;0.03;-0.02;0.00;-0.01;0.03;0.03;0.26;0.78;2.36;7.54;0.55;0.41;0.012;-0.97;0.20;-1000.00;-1000.00
881.475;194;0.78;2.31;-7.98;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;0.06;0.02;-0.01;-0.01;-0.06;-0.06;0.28;0.78;2.36;7.54;0.55;0.41;0.006;-0.97;0.17;-1000.00;-1000.00
881.575;204;0.79;2.31;-6.02;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;0.10;0.06;0.00;-0.01;0.03;0.04;0.40;0.78;2.36;7.54;0.55;0.41;0.007;-0.97;0.14;-1000.00;-1000.00
881.665;215;0.80;2.31;-3.94;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;0.13;0.10;-0.00;0.00;0.02;0.02;0.30;0.79;2.36;8.68;0.57;0.43;0.006;-0.97;0.11;-1000.00;-1000.00
881.775;223;0.81;2.31;-2.35;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;0.16;0.14;-0.01;-0.01;-0.05;-0.07;0.40;0.80;2.36;9.93;0.60;0.45;0.006;-0.96;0.08;-1000.00;-1000.00
881.875;237;0.83;2.31;0.65;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;0.19;0.17;-0.00;-0.01;0.00;0.01;0.37;0.80;2.36;9.93;0.60;0.45;0.015;-0.96;0.03;-1000.00;-1000.00
881.975;246;0.84;2.31;2.71;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;0.21;0.20;-0.01;-0.01;-0.02;-0.03;0.42;0.82;2.36;11.29;0.62;0.47;0.010;-0.96;0.00;-1000.00;-1000.00
882.065;256;0.87;2.31;5.29;1.15;2.58;54.67;0.68;0.50;226;3;1;5;0.79;0.24;0.20;-0.03;-0.01;0.04;0.07;0.42;0.85;2.37;14.37;0.65;0.50;0.005;-0.97;-0.03;-1000.00;-1000.00
