t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur
187.885;15;1.00;-2.16;83.30;0.96;-2.06;90.00;-0.00;0.50;426;1;1;0;0.42;0.02;-0.00;-0.00;-0.00;-0.05;-0.02;-0.00;0.96;-2.16;90.00;-0.00;0.50;0.050
187.955;20;1.00;-2.16;83.31;0.96;-2.06;90.00;-0.00;0.50;426;1;1;0;0.42;0.05;-0.00;0.00;-0.00;-0.03;0.03;0.01;0.96;-2.16;90.00;-0.00;0.50;0.021
188.045;30;1.00;-2.16;83.56;0.96;-2.06;90.00;-0.00;0.50;426;1;1;0;0.41;0.07;0.05;-0.00;0.00;0.01;-0.01;0.07;0.96;-2.16;90.00;-0.00;0.50;0.008
188.155;40;1.00;-2.15;84.09;0.96;-2.06;90.00;-0.00;0.50;426;1;1;0;0.39;0.09;0.07;-0.00;0.00;-0.00;-0.00;0.09;0.96;-2.15;90.00;-0.00;0.50;0.020
188.255;49;1.00;-2.14;84.58;0.96;-2.06;90.00;-0.00;0.50;426;1;1;0;0.36;0.11;0.09;-0.00;0.00;-0.00;-0.00;0.10;0.96;-2.14;90.00;-0.00;0.50;0.019
188.345;59;1.00;-2.13;85.11;0.96;-2.06;90.00;-0.00;0.50;426;1;1;0;0.34;0.13;0.11;-0.00;-0.00;-0.00;-0.00;0.09;0.96;-2.14;90.00;-0.00;0.50;0.013
188.435;70;1.00;-2.12;85.67;0.96;-2.06;90.00;-0.00;0.50;426;1;1;0;0.32;0.15;0.13;-0.00;-0.00;-0.00;0.00;0.08;0.96;-2.12;90.00;-0.00;0.50;0.008
188.545;78;1.01;-2.11;86.03;0.96;-2.06;90.00;-0.00;0.50;426;1;1;0;0.30;0.16;0.15;-0.00;-0.00;-0.00;0.00;0.08;0.96;-2.11;90.00;-0.00;0.50;0.009
188.675;93;1.01;-2.09;86.62;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.28;0.18;0.17;-0.00;-0.01;0.01;0.00;0.07;0.96;-2.10;90.00;-0.00;0.50;0.022
188.755;97;1.01;-2.08;86.77;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;-0.23;0.20;0.18;0.00;-0.01;-0.00;0.00;0.06;0.96;-1.85;90.00;0.07;0.06;0.018
188.835;108;1.01;-2.06;86.12;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;-0.15;0.22;0.20;0.00;-0.01;0.00;0.00;-0.36;0.96;-1.85;90.00;0.07;0.06;0.008
188.955;120;1.01;-2.03;84.33;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;-0.02;0.24;0.22;0.00;-0.00;-0.05;0.00;-0.21;0.96;-1.85;90.00;0.07;0.06;0.021
189.055;131;1.01;-2.01;83.77;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.07;0.25;0.26;0.00;-0.03;0.24;-0.00;-0.00;0.96;-1.85;90.00;0.07;0.06;0.015
189.155;140;1.02;-1.98;84.00;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.11;0.27;0.25;0.00;-0.00;-0.04;0.02;0.05;0.96;-1.85;90.00;0.07;0.06;0.022
189.255;150;1.02;-1.96;84.48;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.15;0.27;0.27;-0.00;0.00;-0.00;-0.00;0.10;0.96;-1.85;90.00;0.07;0.06;0.019
189.335;158;1.02;-1.94;84.99;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.18;0.28;0.28;-0.00;0.00;0.00;0.00;0.13;0.96;-1.85;90.00;0.07;0.06;0.008
189.445;168;1.02;-1.91;85.74;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.21;0.28;0.28;-0.00;-0.00;0.00;0.00;0.13;0.96;-1.85;90.00;0.07;0.06;0.013
189.545;178;1.02;-1.88;86.48;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.24;0.27;0.28;-0.00;-0.00;0.00;0.00;0.13;0.96;-1.85;90.00;0.07;0.06;0.013
189.645;187;1.03;-1.86;87.16;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.29;0.27;0.28;-0.00;-0.01;0.00;0.00;0.14;0.96;-1.85;90.04;0.10;0.09;0.018
189.745;198;1.03;-1.83;88.08;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.38;0.27;0.27;-0.00;-0.01;0.00;0.00;0.16;0.96;-1.82;90.51;0.20;0.18;0.013
189.845;210;1.03;-1.79;89.51;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.43;0.27;0.26;-0.03;-0.01;0.02;0.02;0.21;0.96;-1.80;91.08;0.25;0.23;0.017
189.955;220;1.03;-1.77;90.67;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.47;0.27;0.27;0.00;-0.01;0.02;0.01;0.29;0.96;-1.78;91.97;0.30;0.27;0.019
190.055;230;1.03;-1.74;92.06;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.52;0.27;0.27;0.00;-0.01;-0.07;-0.05;0.20;0.96;-1.75;93.24;0.35;0.32;0.021
190.135;238;1.03;-1.72;93.67;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.53;0.27;0.26;-0.01;-0.01;0.09;0.07;0.40;0.96;-1.73;94.33;0.38;0.35;0.008
190.245;249;1.03;-1.69;95.92;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.57;0.28;0.28;0.00;-0.01;-0.14;-0.12;0.32;0.96;-1.70;96.39;0.43;0.39;0.010
190.335;257;1.03;-1.67;98.12;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.55;0.28;0.27;-0.01;-0.01;0.05;0.05;0.49;0.95;-1.69;97.20;0.44;0.41;0.008
190.435;268;1.02;-1.64;100.62;0.94;-1.60;103.50;0.54;0.50;427;1;1;4;0.59;0.29;0.29;0.00;-0.00;-0.16;-0.16;0.33;0.95;-1.65;100.02;0.49;0.45;0.007
190.545;276;1.02;-1.62;103.02;0.65;-1.19;145.14;0.53;0.50;427;2;1;4;0.57;0.30;0.28;-0.01;-0.01;0.03;0.04;0.52;0.94;-1.63;101.11;0.51;0.47;0.009
