t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
9715.685;16;1.10;-0.30;-0.13;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.00;0.00;0.00;-0.00;0.00;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.099;4.37;5.30;-1000.00;-1000.00
9715.695;16;1.10;-0.30;-0.13;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.00;0.00;0.00;-0.00;0.00;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.013;4.37;5.30;-1000.00;-1000.00
9715.805;30;1.10;-0.30;-0.13;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.01;0.00;-0.03;-0.00;-0.24;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.025;4.37;5.30;-1000.00;-1000.00
9715.905;39;1.10;-0.30;-0.14;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;-0.01;-0.00;0.01;0.00;0.04;0.01;0.95;-0.35;0.00;0.00;-0.50;0.018;4.37;5.30;-1000.00;-1000.00
9716.005;50;1.10;-0.30;-0.15;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.01;0.00;-0.03;-0.00;-0.24;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.023;4.37;5.30;-1000.00;-1000.00
9716.115;58;1.10;-0.30;-0.16;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.01;0.00;-0.03;-0.00;-0.24;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.031;4.37;5.30;-1000.00;-1000.00
9716.215;69;1.10;-0.30;-0.16;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.00;0.00;0.00;-0.00;0.01;-0.01;0.95;-0.35;0.00;0.00;-0.50;0.029;4.37;5.30;-1000.00;-1000.00
9716.315;77;1.10;-0.30;-0.17;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.00;0.00;0.00;-0.00;0.01;-0.01;0.95;-0.35;0.00;0.00;-0.50;0.027;4.37;5.30;-1000.00;-1000.00
9716.425;88;1.10;-0.30;-0.17;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.00;0.00;0.00;-0.00;0.00;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.035;4.37;5.30;-1000.00;-1000.00
9716.495;97;1.10;-0.30;-0.18;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.00;0.00;0.00;-0.00;0.01;-0.01;0.95;-0.35;0.00;0.00;-0.50;0.013;4.37;5.30;-1000.00;-1000.00
9716.595;107;1.10;-0.30;-0.19;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;-0.01;-0.00;0.01;0.00;0.04;0.01;0.95;-0.35;0.00;0.00;-0.50;0.015;4.37;5.30;-1000.00;-1000.00
9716.715;120;1.10;-0.30;-0.20;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.00;0.00;0.00;-0.00;0.00;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.025;4.37;5.30;-1000.00;-1000.00
9716.805;130;1.10;-0.30;-0.21;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.01;0.00;-0.03;-0.00;-0.24;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.023;4.37;5.30;-1000.00;-1000.00
9716.915;139;1.10;-0.30;-0.21;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;-0.01;-0.00;0.01;0.00;0.04;0.01;0.95;-0.35;0.00;0.00;-0.50;0.030;4.37;5.30;-1000.00;-1000.00
9717.015;150;1.10;-0.30;-0.22;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.01;0.00;-0.03;-0.00;-0.24;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.022;4.37;5.30;-1000.00;-1000.00
9717.115;158;1.10;-0.30;-0.23;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;0.01;0.00;-0.03;-0.00;-0.24;-0.00;0.95;-0.35;0.00;0.00;-0.50;0.025;4.37;5.30;-1000.00;-1000.00
