t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
848.145;16;1.10;-0.30;-0.11;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.04;-0.01;-0.00;0.01;0.00;0.04;0.01;0.95;-0.35;0.00;0.00;-0.50;0.086;1.51;2.35;-1000.00;-1000.00
848.185;20;1.10;-0.30;-0.11;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.13;-0.08;-0.01;-0.00;0.01;0.00;0.04;0.01;0.95;-0.35;0.00;0.00;-0.50;0.025;1.51;2.35;-1000.00;-1000.00
848.295;29;1.10;-0.30;0.01;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.12;-0.08;0.01;-0.06;0.30;0.04;0.04;0.95;-0.35;0.00;0.00;-0.50;0.041;1.51;2.35;-1000.00;-1000.00
848.385;39;1.09;-0.30;0.18;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.15;-0.12;0.00;0.00;0.03;0.04;0.03;0.95;-0.35;0.00;0.00;-0.50;0.031;1.51;2.35;-1000.00;-1000.00
848.475;50;1.07;-0.30;0.38;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.10;-0.18;-0.15;0.00;-0.00;0.02;0.03;0.03;0.95;-0.35;0.00;0.00;-0.50;0.033;1.51;2.35;-1000.00;-1000.00
848.585;58;1.06;-0.30;0.54;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.21;-0.18;0.00;0.00;-0.00;-0.01;0.04;0.95;-0.35;0.00;0.00;-0.50;0.022;1.51;2.35;-1000.00;-1000.00
848.675;67;1.04;-0.30;0.75;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.23;-0.21;-0.00;0.00;-0.00;-0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.023;1.51;2.35;-1000.00;-1000.00
848.785;78;1.02;-0.30;0.95;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.25;-0.23;0.00;0.00;0.00;-0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.033;1.51;2.35;-1000.00;-1000.00
848.905;91;0.98;-0.30;1.09;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.27;-0.25;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.037;1.51;2.35;-1000.00;-1000.00
848.975;97;0.97;-0.30;1.14;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.06;-0.28;-0.27;-0.00;0.00;0.00;0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.029;1.51;2.35;-1000.00;-1000.00
