t;frame;x;y;z;x_ref;y_ref;z_ref;delta_ref;u_ref;state;ellipse;control;action;delta;u;vx;vy;vz;wx;wy;wz;xr;yr;zr;delr;ur;obs1x;obs1y;obs2x;obs2y
569.525;13;1.10;-0.30;0.14;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.12;-0.04;-0.00;-0.00;0.00;0.01;0.01;0.01;0.95;-0.35;0.00;0.00;-0.50;0.073;-0.98;0.31;-1000.00;-1000.00
569.575;16;1.10;-0.30;0.18;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.08;-0.03;0.00;-0.00;0.01;0.00;0.04;0.95;-0.35;0.00;0.00;-0.50;0.027;-0.98;0.31;-1000.00;-1000.00
569.655;24;1.09;-0.30;0.26;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.11;-0.12;-0.08;-0.00;0.00;0.00;0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.012;-0.98;0.31;-1000.00;-1000.00
569.775;35;1.08;-0.30;0.48;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.10;-0.15;-0.11;-0.00;-0.00;-0.03;-0.05;0.02;0.95;-0.35;0.00;0.00;-0.50;0.028;-0.98;0.31;-1000.00;-1000.00
569.865;43;1.07;-0.30;0.60;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.09;-0.18;-0.15;-0.00;0.00;0.00;0.01;0.04;0.95;-0.35;0.00;0.00;-0.50;0.015;-0.98;0.31;-1000.00;-1000.00
569.965;54;1.06;-0.30;0.77;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.21;-0.18;-0.00;-0.00;0.02;0.04;0.03;0.95;-0.35;0.00;0.00;-0.50;0.020;-0.98;0.31;-1000.00;-1000.00
570.055;62;1.04;-0.30;0.89;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.08;-0.23;-0.21;0.00;0.00;0.00;0.00;0.03;0.95;-0.35;0.00;0.00;-0.50;0.017;-0.98;0.31;-1000.00;-1000.00
570.155;73;1.02;-0.30;1.05;0.85;-0.35;-0.00;0.00;-0.50;403;1;1;2;-0.07;-0.25;-0.23;-0.00;0.00;-0.00;-0.01;0.04;0.95;-0.35;0.00;0.00;-0.50;0.015;-0.98;0.31;-1000.00;-1000.00
570.275;86;0.98;-0.30;1.26;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.05;-0.27;-0.25;0.00;0.00;0.00;-0.00;0.02;0.95;-0.35;0.00;0.00;-0.50;0.023;-0.98;0.31;-1000.00;-1000.00
570.355;96;0.96;-0.30;1.34;0.76;-0.35;-0.00;0.00;-0.50;403;2;1;2;-0.05;-0.28;-0.27;-0.00;0.00;0.00;-0.00;0.01;0.95;-0.35;0.00;0.00;-0.50;0.014;-0.98;0.31;-1000.00;-1000.00
